,red,blue,actual,ai,ai_err,bookies,bookies_err,delta
242,Tecia Torres,Michelle Waterson,1,0.013649052008986471,0.9863509479910136,0.7142857142857143,0.2857142857142857,0.7006366622767278
243,Tyson Pedro,Paul Craig,1,0.2525630593299866,0.7474369406700134,0.5833333333333334,0.4166666666666666,0.3307702740033468
244,Maryna Moroz,Cristina Stanciu,1,0.00013184105046093464,0.9998681589495392,0.6296296296296297,0.3703703703703704,0.6294977885791687
245,Maryna Moroz,Danielle Taylor,1,0.002134464448317885,0.997865535551682,0.7333333333333333,0.2666666666666667,0.7311988688850154
246,Anthony Pettis,Gilbert Melendez,1,1.7084868204619854e-06,0.9999982915131796,0.7590361445783133,0.24096385542168675,0.7590344360914928
247,Maycee Barber,Hannah Cifers,1,0.21842971444129944,0.7815702855587006,0.8245614035087719,0.17543859649122806,0.6061316890674725
248,Bryce Mitchell,Bobby Moffett,1,0.38566708564758295,0.614332914352417,0.43478260869565216,0.5652173913043479,0.04911552304806921
249,Leon Edwards,Albert Tumenov,1,0.018020683899521828,0.9819793161004782,0.4,0.6,0.3819793161004782
250,Leon Edwards,Dominic Waters,1,0.4361599385738373,0.5638400614261627,0.7297297297297297,0.2702702702702703,0.29356979115589243
251,Leon Edwards,Gunnar Nelson,1,0.0030640168115496635,0.9969359831884504,0.5833333333333334,0.4166666666666666,0.5802693165217837
252,Leon Edwards,Pawel Pawlak,1,0.0003232265589758754,0.999676773441024,0.8,0.2,0.7996767734410242
253,Leon Edwards,Peter Sobotta,1,3.9064207157935016e-07,0.9999996093579284,0.6551724137931035,0.3448275862068965,0.655172023151032
254,Junior Dos Santos,Cain Velasquez,0,0.7033584713935852,0.7033584713935852,0.6551724137931035,0.6551724137931035,0.04818605760048167
256,Anthony Rocco Martin,Keita Nakamura,1,0.1968124359846115,0.8031875640153885,0.6666666666666665,0.3333333333333335,0.469854230682055
257,Anthony Rocco Martin,Rashid Magomedov,0,0.9507514238357544,0.9507514238357544,0.43478260869565216,0.43478260869565216,0.5159688151401023
258,Anthony Rocco Martin,Sergio Moraes,1,0.4404230415821075,0.5595769584178925,0.7058823529411765,0.2941176470588235,0.26545931135906903
259,Matt Schnell,Marco Beltran,1,0.13210932910442352,0.8678906708955765,0.5555555555555556,0.4444444444444444,0.4234462264511321
260,Matt Schnell,Naoki Inoue,1,0.0006824645097367463,0.9993175354902633,0.37735849056603776,0.6226415094339622,0.376676026056301
261,John Dodson,Pedro Munhoz,1,0.003864982165396213,0.9961350178346038,0.6153846153846154,0.3846153846153846,0.6115196332192192
265,Diego Sanchez,Marcin Held,1,0.0016552209854125974,0.9983447790145874,0.2857142857142857,0.7142857142857143,0.2840590647288731
266,Ricardo Lamas,Diego Sanchez,1,0.0007094235625118017,0.9992905764374882,0.8148148148148148,0.18518518518518529,0.814105391252303
267,Gegard Mousasi,Thiago Santos,1,0.004161149263381958,0.995838850736618,0.7435897435897436,0.2564102564102564,0.7394285943263617
268,Thiago Santos,Nate Marquardt,1,0.3163799047470093,0.6836200952529907,0.7826086956521741,0.21739130434782594,0.4662287909051648
269,Liz Carmouche,Lauren Murphy,1,0.2780023813247681,0.7219976186752319,0.5,0.5,0.22199761867523188
270,Liz Carmouche,Lucie Pudilova,1,0.002699368167668581,0.9973006318323314,0.6078431372549019,0.3921568627450981,0.6051437690872333
271,Nik Lentz,Danny Castillo,1,0.4627722501754761,0.5372277498245239,0.5833333333333334,0.4166666666666666,0.1205610831578573
272,Rani Yahya,Luke Sanders,1,0.2921255230903625,0.7078744769096375,0.5121951219512195,0.4878048780487805,0.22006959886085706
273,Lando Vannata,Bobby Green,1,0.15001215040683746,0.8499878495931625,0.6363636363636364,0.3636363636363637,0.4863514859567989
274,Ricky Simon,Montel Jackson,1,0.10674776136875153,0.8932522386312485,0.4878048780487805,0.5121951219512195,0.38105711668002895
275,Shane Young,Austin Arnett,1,1.005577632895438e-05,0.9999899442236708,0.7916666666666665,0.20833333333333348,0.7916566108903376
276,Jose Aldo,Jeremy Stephens,1,0.033190593123435974,0.966809406876564,0.5,0.5,0.46680940687656397
277,Jose Aldo,Renato Moicano,1,0.08190000802278519,0.9180999919772148,0.5238095238095238,0.4761904761904762,0.44190951578673865
278,Justin Willis,Allen Crowder,1,0.38566708564758295,0.614332914352417,0.696969696969697,0.303030303030303,0.3113026113221141
279,Paige VanZant,Bec Rawlings,1,0.0005103994626551869,0.9994896005373448,0.6774193548387096,0.3225806451612904,0.6769089553760544
280,Andrei Arlovski,Frank Mir,1,0.018421648070216186,0.9815783519297838,0.6078431372549019,0.3921568627450981,0.5894214891846857
281,Andrei Arlovski,Walt Harris,1,0.29818153381347656,0.7018184661865234,0.35714285714285715,0.6428571428571428,0.05896132332938059
282,Curtis Millender,Siyar Bahadurzada,1,0.4416441321372986,0.5583558678627014,0.6,0.4,0.1583558678627014
283,Al Iaquinta,Kevin Lee,1,0.31179478764534,0.68820521235466,0.6,0.4,0.28820521235466
284,Al Iaquinta,Mitch Clarke,0,0.9876620769500732,0.9876620769500732,0.8113207547169812,0.8113207547169812,0.17634132223309207
285,Kevin Lee,Al Iaquinta,0,0.942997395992279,0.942997395992279,0.7701149425287356,0.7701149425287356,0.17288245346354347
288,Joaquim Silva,Andrew Holbrook,1,0.4547341763973236,0.5452658236026764,0.4651162790697674,0.5348837209302326,0.010382102672443771
289,Justine Kish,Nina Ansaroff,1,0.38566708564758295,0.614332914352417,0.6875,0.3125,0.30183291435241705
290,Brad Katona,Matthew Lopez,1,0.38566708564758295,0.614332914352417,0.6153846153846154,0.3846153846153846,0.2297175297370325
291,Scott Jorgensen,Wilson Reis,0,0.8614757657051086,0.8614757657051086,0.3389830508474576,0.3389830508474576,0.522492714857651
292,Wilson Reis,Hector Sandoval,1,0.005371515639126301,0.9946284843608736,0.7826086956521741,0.21739130434782594,0.7772371800130478
293,Santiago Ponzinibbio,Sean Strickland,1,2.1860373067283945e-07,0.9999997813962692,0.3508771929824561,0.6491228070175439,0.35087697437872545
295,Cub Swanson,Ricardo Lamas,0,0.8934417963027954,0.8934417963027954,0.37735849056603776,0.37735849056603776,0.5160833057367576
296,Ricardo Lamas,Darren Elkins,1,0.4868745803833008,0.5131254196166992,0.6363636363636364,0.3636363636363637,0.14948905598033554
297,Michel Prazeres,Bartosz Fabinski,1,0.00010878856119234116,0.9998912114388075,0.5918367346938775,0.4081632653061225,0.5917279461326852
298,Daniel Cormier,Anderson Silva,1,0.02598661184310913,0.9740133881568908,0.8113207547169812,0.18867924528301885,0.785334142873872
299,Cezar Ferreira,Anthony Smith,1,0.0004062242223881185,0.999593775777612,0.5348837209302325,0.4651162790697675,0.5344774967078444
300,Gian Villante,Francimar Barroso,1,0.0001361780596198514,0.99986382194038,0.6078431372549019,0.3921568627450981,0.6077069591952821
301,Court McGee,Dominique Steele,1,0.1931878924369812,0.8068121075630188,0.6,0.4,0.4068121075630188
302,Court McGee,Marcio Alexandre Junior,1,3.915342676918953e-05,0.9999608465732308,0.6226415094339622,0.37735849056603776,0.622602356007193
303,Luke Barnatt,Sean Strickland,0,0.97675621509552,0.97675621509552,0.6078431372549019,0.6078431372549019,0.3689130778406181
304,Sergio Moraes,Ben Saunders,1,6.466877039201791e-06,0.9999935331229608,0.7333333333333333,0.2666666666666667,0.7333268664562941
305,Sergio Moraes,Mickael Lebout,1,0.02614620327949524,0.9738537967205048,0.8461538461538461,0.15384615384615385,0.8200076428743509
306,Gegard Mousasi,Thales Leites,1,0.3880939185619354,0.6119060814380646,0.75,0.25,0.3619060814380646
308,Thales Leites,Chris Camozzi,1,0.13075000047683716,0.8692499995231628,0.6363636363636364,0.3636363636363637,0.5056136358867992
310,Thales Leites,Tim Boetsch,1,0.04136785864830017,0.9586321413516998,0.75,0.25,0.7086321413516998
311,Aleksei Oleinik,Junior Albini,1,0.2781095802783966,0.7218904197216034,0.425531914893617,0.5744680851063829,0.14742233461522042
312,Aleksei Oleinik,Viktor Pesta,1,7.301504228962585e-05,0.9999269849577104,0.5833333333333334,0.4166666666666666,0.5832603182910437
313,Mairbek Taisumov,Alan Patrick,1,2.2529208365540399e-07,0.9999997747079163,0.6153846153846154,0.3846153846153846,0.6153843900925318
314,Mairbek Taisumov,Damir Hadzovic,1,5.030075408285484e-05,0.9999496992459171,0.7619047619047619,0.2380952380952381,0.7618544611506791
315,Mairbek Taisumov,Desmond Green,1,6.739096716046333e-05,0.9999326090328396,0.8571428571428571,0.1428571428571429,0.8570754661756966
316,Mairbek Taisumov,Felipe Silva,1,0.04117298126220703,0.958827018737793,0.84,0.16000000000000006,0.7988270187377929
317,Jordan Johnson,Adam Milstead,1,0.38566708564758295,0.614332914352417,0.7183098591549296,0.2816901408450704,0.3326427735073467
318,Carlos Condit,Tyron Woodley,0,0.9991661310195924,0.9991661310195924,0.6666666666666665,0.6666666666666665,0.3324994643529259
319,Cortney Casey,Cristina Stanciu,1,0.2571478486061096,0.7428521513938904,0.4166666666666667,0.5833333333333333,0.15951881806055707
320,Bryan Barberena,Joe Proctor,1,0.04168276488780975,0.9583172351121902,0.7674418604651163,0.2325581395348837,0.7257590955773066
321,Rani Yahya,Masanori Kanehara,1,0.1457589864730835,0.8542410135269165,0.4651162790697674,0.5348837209302326,0.3193572925966839
322,Rani Yahya,Russell Doane,1,0.344340980052948,0.655659019947052,0.6875,0.3125,0.343159019947052
323,TJ Dillashaw,John Dodson,0,0.7683331370353699,0.7683331370353699,0.6825396825396826,0.6825396825396826,0.08579345449568733
325,Brian Ortega,Renato Moicano,1,4.001286697530304e-07,0.9999995998713302,0.3846153846153847,0.6153846153846153,0.3846149844867149
326,Alexander Hernandez,Olivier Aubin-Mercier,1,0.38566708564758295,0.614332914352417,0.5238095238095238,0.4761904761904762,0.13814243816194088
327,Mike Pyle,Jordan Mein,0,0.9366964101791382,0.9366964101791382,0.2898550724637681,0.2898550724637681,0.6468413377153701
328,Tim Johnson,Marcin Tybura,1,0.2338615953922272,0.7661384046077728,0.5238095238095238,0.4761904761904762,0.28994792841729666
329,Alejandro Perez,Albert Morales,1,0.2412387877702713,0.7587612122297287,0.5238095238095238,0.4761904761904762,0.2825707360392525
330,Alejandro Perez,Iuri Alcantara,1,0.004804273135960102,0.99519572686404,0.3921568627450981,0.6078431372549019,0.38735258960913793
331,Alejandro Perez,Scott Jorgensen,1,0.002897103084251285,0.9971028969157488,0.4651162790697674,0.5348837209302326,0.4622191759855161
332,Mark De La Rosa,Elias Garcia,1,0.00032460634247399867,0.999675393657526,0.4651162790697674,0.5348837209302326,0.4647916727272934
333,Raphael Assuncao,Matthew Lopez,1,0.13856808841228485,0.8614319115877151,0.7872340425531915,0.21276595744680848,0.6486659541409067
334,Alessio Di Chirico,Julian Marquez,1,0.3341612219810486,0.6658387780189514,0.4651162790697674,0.5348837209302326,0.1309550570887188
335,Jake Matthews,Akbarh Arreola,1,0.2585708200931549,0.7414291799068451,0.9090909090909092,0.09090909090909084,0.6505200889977543
336,Jake Matthews,Bojan Velickovic,1,2.872295457034824e-10,0.9999999997127704,0.5833333333333334,0.4166666666666666,0.5833333330461038
337,Jake Matthews,Johnny Case,1,0.00020096584921702745,0.999799034150783,0.4878048780487805,0.5121951219512195,0.4876039121995634
338,Leandro Issa,Ulka Sasaki,1,2.4809974092931952e-06,0.9999975190025908,0.19230769230769235,0.8076923076923077,0.19230521131028305
339,Taylor Lapilus,Ulka Sasaki,1,0.14473439753055573,0.8552656024694443,0.29411764705882354,0.7058823529411764,0.1493832495282678
340,Patrick Cote,Ben Saunders,1,0.010852128267288208,0.9891478717327118,0.43478260869565216,0.5652173913043479,0.423930480428364
342,Sam Alvey,Kevin Casey,1,0.001911289058625698,0.9980887109413744,0.7297297297297297,0.2702702702702703,0.727818440671104
344,Neil Magny,Seth Baczynski,0,0.7343077063560486,0.7343077063560486,0.5918367346938775,0.5918367346938775,0.14247097166217104
345,William Patolino,Neil Magny,0,0.8722469210624695,0.8722469210624695,0.3508771929824561,0.3508771929824561,0.5213697280800134
346,Lina Lansberg,Gina Mazany,1,0.3161773681640625,0.6838226318359375,0.4166666666666667,0.5833333333333333,0.1004892985026042
347,Gabriel Benitez,Clay Collard,1,0.003288965905085206,0.9967110340949148,0.31746031746031744,0.6825396825396826,0.31417135155523224
348,Gabriel Benitez,Sam Sicilia,1,3.975774820474953e-09,0.9999999960242252,0.5,0.5,0.4999999960242252
349,Jake Ellenberger,Kelvin Gastelum,0,0.985622227191925,0.985622227191925,0.4081632653061225,0.4081632653061225,0.5774589618858026
351,Vitor Belfort,Kelvin Gastelum,1,0.04092107713222504,0.959078922867775,0.2597402597402597,0.7402597402597403,0.21881918260803468
352,John Lineker,Ali Bagautinov,0,0.6546452045440674,0.6546452045440674,0.425531914893617,0.425531914893617,0.2291132896504504
353,John Lineker,John Dodson,1,0.3899418413639069,0.6100581586360931,0.4878048780487805,0.5121951219512195,0.09786303668487356
354,Lyoto Machida,CB Dollaway,1,0.0012481438461691141,0.9987518561538308,0.8958333333333335,0.10416666666666652,0.8945851894871644
355,Frankie Edgar_0,Cub Swanson_0,1,0.2825203537940979,0.7174796462059021,0.7333333333333333,0.2666666666666667,0.4508129795392354
356,Frankie Edgar_1,Cub Swanson_1,1,0.2825203537940979,0.7174796462059021,0.6296296296296297,0.3703703703703704,0.3471092758355317
357,Frankie Edgar,Jeremy Stephens,1,0.1821410357952118,0.8178589642047882,0.7647058823529411,0.2352941176470589,0.5825648465577293
359,Alex Oliveira,James Moontasri,1,0.2214603275060653,0.7785396724939346,0.6875,0.3125,0.4660396724939346
360,Alex Oliveira,Piotr Hallmann,1,0.005085826851427555,0.9949141731485724,0.7368421052631579,0.2631578947368421,0.7317562784117303
361,Chris Cariaso,John Moraga,0,0.5958716869354248,0.5958716869354248,0.43478260869565216,0.43478260869565216,0.16108907823977264
363,Brad Tavares,Aaron Simpson,0,0.7035332322120667,0.7035332322120667,0.3278688524590164,0.3278688524590164,0.3756643797530502
365,Brad Tavares,Nate Marquardt,1,0.4835338294506073,0.5164661705493927,0.5652173913043478,0.4347826086956522,0.08168356185374047
366,Lorenz Larkin,Brad Tavares,0,0.9352356195449828,0.9352356195449828,0.7222222222222221,0.7222222222222221,0.2130133973227607
367,Riki Fukuda,Brad Tavares,0,0.9844067096710204,0.9844067096710204,0.4761904761904761,0.4761904761904761,0.5082162334805442
368,Tom Watson,Brad Tavares,0,0.814301073551178,0.814301073551178,0.4,0.4,0.414301073551178
369,Mark Munoz,Yushin Okami,0,0.8292369246482849,0.8292369246482849,0.3508771929824561,0.3508771929824561,0.4783597316658288
370,Yushin Okami,Tim Boetsch,0,0.96620911359787,0.96620911359787,0.8039215686274509,0.8039215686274509,0.16228754497041908
371,Rose Namajunas,Angela Hill,1,0.0017459605587646365,0.9982540394412354,0.726027397260274,0.273972602739726,0.7242814367015094
372,Rose Namajunas,Tecia Torres,1,0.0011171948863193393,0.9988828051136808,0.6153846153846154,0.3846153846153846,0.6142674204982961
374,Kajan Johnson,Tae Hyun Bang,0,0.9998704195022584,0.9998704195022584,0.6491228070175439,0.6491228070175439,0.3507476124847145
375,Cris Cyborg,Holly Holm,1,2.6760602622744045e-07,0.9999997323939738,0.7647058823529411,0.2352941176470589,0.7647056147469149
376,John Dodson,Manvel Gamburyan,1,2.5668457965366542e-05,0.9999743315420346,0.8181818181818182,0.1818181818181817,0.8181561497238529
377,John Dodson,Zach Makovsky,1,1.7073605704354122e-05,0.9999829263942956,0.8888888888888888,0.11111111111111116,0.8888718152831845
378,CB Dollaway,Jared Hamman,0,0.9334392547607422,0.9334392547607422,0.7058823529411765,0.7058823529411765,0.2275569018195657
379,Michael Bisping,CB Dollaway,1,0.37639445066452026,0.6236055493354797,0.5918367346938775,0.4081632653061225,0.21544228402935728
380,Cyrille Diabate,Ilir Latifi,0,0.6871287226676941,0.6871287226676941,0.4444444444444444,0.4444444444444444,0.2426842782232497
381,Ilir Latifi,Tyson Pedro,1,0.0007039603660814464,0.9992960396339186,0.4545454545454545,0.5454545454545455,0.453841494179373
382,Ryan Bader,Ilir Latifi,1,0.427086740732193,0.572913259267807,0.6296296296296297,0.3703703703703704,0.20254288889743666
383,Holly Holm,Marion Reneau,1,0.34798192977905273,0.6520180702209473,0.7183098591549296,0.2816901408450704,0.3703279293758769
384,Seth Baczynski,Alan Jouban,0,0.9811111092567444,0.9811111092567444,0.6078431372549019,0.6078431372549019,0.3732679720018425
385,Tai Tuivasa,Cyril Asker,1,0.0002802139206323773,0.9997197860793676,0.7333333333333333,0.2666666666666667,0.7330531194127009
386,John Makdessi,Alan Patrick,0,0.743773877620697,0.743773877620697,0.5555555555555556,0.5555555555555556,0.18821832206514144
387,Iuri Alcantara,Joe Soto,1,0.01830694079399109,0.9816930592060088,0.5454545454545454,0.4545454545454546,0.5271476046605543
388,Iuri Alcantara,Leandro Issa,1,0.002331251045688987,0.9976687489543108,0.7142857142857143,0.2857142857142857,0.7119544632400253
389,Vaughan Lee,Iuri Alcantara,0,0.92350572347641,0.92350572347641,0.2469135802469136,0.2469135802469136,0.6765921432294965
390,Jacob Volkmann,Bobby Green,0,0.998247504234314,0.998247504234314,0.8113207547169812,0.8113207547169812,0.1869267495173329
391,Josh Thomson,Bobby Green,0,0.9994298815727234,0.9994298815727234,0.7916666666666665,0.7916666666666665,0.20776321490605687
392,Mirsad Bektic,Godofredo Pepey,1,1.423724143023719e-06,0.9999985762758572,0.8461538461538461,0.15384615384615385,0.8461524224297031
394,Mirsad Bektic,Russell Doane,1,1.929842801473569e-05,0.9999807015719852,0.8529411764705883,0.1470588235294117,0.8529218780425736
395,Anthony Njokuani,Vinc Pichel,0,0.963899791240692,0.963899791240692,0.7222222222222221,0.7222222222222221,0.24167756901846996
396,Dustin Ortiz,Hector Sandoval,1,0.103682741522789,0.896317258477211,0.6363636363636364,0.3636363636363637,0.5326808948408474
397,Justin Scoggins,Dustin Ortiz,0,0.9976341724395752,0.9976341724395752,0.7435897435897436,0.7435897435897436,0.2540444288498316
398,Jeremy Stephens,Gilbert Melendez,1,0.06910419464111328,0.9308958053588868,0.5348837209302325,0.4651162790697675,0.4657795262891192
399,Duane Ludwig,Darren Elkins,0,0.6463047862052917,0.6463047862052917,0.6078431372549019,0.6078431372549019,0.03846164895038984
400,Chad Laprise,Thibault Gouti,1,0.12088577449321747,0.8791142255067825,0.7619047619047619,0.2380952380952381,0.6410189874115444
401,John Makdessi,Anthony Njokuani,0,0.9870368242263794,0.9870368242263794,0.3333333333333333,0.3333333333333333,0.6537034908930461
402,John Makdessi,Dennis Hallman,0,0.9266581535339355,0.9266581535339355,0.6031746031746031,0.6031746031746031,0.3234835503593324
403,Sara McMann,Alexis Davis,1,0.016527269035577774,0.9834727309644222,0.6078431372549019,0.3921568627450981,0.5913158682193241
404,Tecia Torres,Bec Rawlings,1,0.0014600305585190654,0.9985399694414808,0.8181818181818182,0.1818181818181817,0.8167217876232992
406,Felice Herrig,Justine Kish,1,0.015093752183020115,0.98490624781698,0.4166666666666667,0.5833333333333333,0.40157291448364657
407,Ryan Benoit,Fredy Serrano,1,0.3675346672534943,0.6324653327465057,0.5121951219512195,0.4878048780487805,0.1446604546977252
408,Dongi Yang,Jake Collier,1,2.282775676576421e-05,0.9999771722432342,0.4878048780487805,0.5121951219512195,0.4877820502920147
409,Vitor Miranda,Jake Collier,1,2.903777884810665e-09,0.999999997096222,0.37735849056603776,0.6226415094339622,0.3773584876622599
410,Justin Ledet,Mark Godbeer,1,0.38566708564758295,0.614332914352417,0.5833333333333334,0.4166666666666666,0.1976662476857504
411,Olivier Aubin-Mercier,David Michaud,1,0.001254977541975677,0.9987450224580244,0.7727272727272727,0.2272727272727273,0.771472295185297
412,Thibault Gouti,Andrew Holbrook,1,2.5921121050487272e-05,0.9999740788789496,0.3921568627450981,0.6078431372549019,0.3921309416240476
414,Robbie Lawler,Carlos Condit,1,0.00030558803700841963,0.9996944119629916,0.5348837209302325,0.4651162790697675,0.5345781328932241
415,Robbie Lawler,Rory MacDonald,1,0.010539742186665537,0.9894602578133344,0.4081632653061225,0.5918367346938775,0.3976235231194571
416,Rory MacDonald,Robbie Lawler,0,0.9410645365715028,0.9410645365715028,0.8039215686274509,0.8039215686274509,0.1371429679440519
419,Brett Johns,Albert Morales,1,0.12787675857543945,0.8721232414245605,0.7777777777777779,0.2222222222222221,0.6499010192023384
420,Tim Boetsch,Costas Philippou,0,0.64995276927948,0.64995276927948,0.5918367346938775,0.5918367346938775,0.05811603458560244
422,Holly Holm,Raquel Pennington,1,0.01914188452064991,0.98085811547935,0.5555555555555556,0.4444444444444444,0.5364136710349057
423,Walt Harris,Chase Sherman,1,0.3619227707386017,0.6380772292613983,0.6078431372549019,0.3921568627450981,0.24592036651630025
424,Leandro Issa,Russell Doane,0,0.9592618942260742,0.9592618942260742,0.5454545454545454,0.5454545454545454,0.4138073487715288
425,Brock Lesnar,Mark Hunt,1,0.015674151480197906,0.984325848519802,0.4166666666666667,0.5833333333333333,0.4009925151864688
426,Mark Hunt,Frank Mir,1,0.4785742163658142,0.5214257836341858,0.6,0.4,0.12142578363418575
427,Vitor Belfort,Nate Marquardt,1,1.1306460692139808e-06,0.9999988693539308,0.6428571428571429,0.3571428571428571,0.6428560122110737
428,Viviane Pereira,Jamie Moyle,1,0.38566708564758295,0.614332914352417,0.6428571428571429,0.3571428571428571,0.25719005720955995
429,Cub Swanson,Hacran Dias,1,0.2404191195964813,0.7595808804035187,0.5348837209302325,0.4651162790697675,0.2944646013337512
431,Robert Whittaker,Rafael Natal,1,0.06426116079092026,0.9357388392090796,0.7647058823529411,0.2352941176470589,0.7004447215620209
432,Rodrigo Damm,Rashid Magomedov,0,0.9798025488853456,0.9798025488853456,0.2564102564102564,0.2564102564102564,0.7233922924750892
433,Julie Kedzie,Bethe Correia,0,0.9700233936309814,0.9700233936309814,0.6296296296296297,0.6296296296296297,0.3403937640013518
434,Carlos Condit,Johny Hendricks,0,0.9073068499565125,0.9073068499565125,0.5348837209302325,0.5348837209302325,0.37242312902628
435,Jon Fitch,Johny Hendricks,0,0.9958301186561584,0.9958301186561584,0.6923076923076923,0.6923076923076923,0.30352242634846616
436,Josh Koscheck,Johny Hendricks,0,0.5795862674713135,0.5795862674713135,0.4484304932735427,0.4484304932735427,0.1311557741977708
437,TJ Grant,Johny Hendricks,0,0.990874171257019,0.990874171257019,0.2352941176470588,0.2352941176470588,0.7555800536099603
438,Miesha Tate,Sara McMann,1,0.00014620777801610532,0.999853792221984,0.37735849056603776,0.6226415094339622,0.3772122827880217
439,Ramsey Nijem,James Vick,0,0.9977983236312866,0.9977983236312866,0.6551724137931035,0.6551724137931035,0.3426259098381831
440,Cody Garbrandt,Augusto Mendes,1,0.2304176688194275,0.7695823311805725,0.8181818181818182,0.1818181818181817,0.5877641493623907
441,Cody Garbrandt,Takeya Mizugaki,1,2.752762497948425e-07,0.9999997247237502,0.84,0.16000000000000006,0.8399997247237502
442,Leslie Smith,Rin Nakai,1,0.03492927923798561,0.9650707207620144,0.5652173913043478,0.4347826086956522,0.5302881120663622
443,Dong Hyun Ma,Brendan O'Reilly,1,6.951994237169856e-06,0.9999930480057628,0.6,0.4,0.5999930480057628
444,Daniel Kelly,Chris Camozzi,1,0.012858080677688122,0.987141919322312,0.37735849056603776,0.6226415094339622,0.3645004098883496
445,Rampage Jackson,Ryan Bader,0,0.8510811924934387,0.8510811924934387,0.5918367346938775,0.5918367346938775,0.2592444577995612
446,Thomas Almeida,Albert Morales,1,4.2333169403718784e-05,0.9999576668305964,0.75,0.25,0.7499576668305963
447,Thomas Almeida,Anthony Birchak,1,0.0066330931149423105,0.9933669068850576,0.84,0.16000000000000006,0.8333669068850577
448,Jeff Curran,Johnny Eduardo,0,0.5749219059944153,0.5749219059944153,0.4761904761904761,0.4761904761904761,0.09873142980393916
449,Johnny Eduardo,Manvel Gamburyan,1,0.4046756327152252,0.5953243672847748,0.5833333333333334,0.4166666666666666,0.17865770061810815
450,Francimar Barroso,Hans Stringer,0,0.7587006092071533,0.7587006092071533,0.5744680851063829,0.5744680851063829,0.1842325241007704
451,Artem Lobov,Teruto Ishihara,1,0.13120517134666446,0.8687948286533356,0.3125,0.6875,0.18129482865333554
453,Kyoji Horiguchi,Chico Camus,1,0.02188984118402004,0.97811015881598,0.8076923076923077,0.1923076923076923,0.7858024665082877
454,Kyoji Horiguchi,Neil Seery,1,0.04542321711778642,0.9545767828822136,0.8571428571428571,0.1428571428571429,0.8117196400250707
455,Erik Perez,Felipe Arantes,1,3.7981750210747116e-05,0.9999620182497893,0.7058823529411765,0.2941176470588235,0.7058443711909658
456,Erik Perez,Taylor Lapilus,1,7.40076502552256e-05,0.9999259923497448,0.6,0.4,0.5999259923497448
458,Stefan Struve,Daniel Omielanczuk,1,0.3704434931278229,0.6295565068721771,0.6551724137931035,0.3448275862068965,0.28472892066528066
459,Stefan Struve,Minotauro Nogueira,1,2.281581679142164e-08,0.9999999771841832,0.6363636363636364,0.3636363636363637,0.6363636135478196
460,James Te Huna,Nate Marquardt,0,0.993327260017395,0.993327260017395,0.6666666666666665,0.6666666666666665,0.3266605933507285
461,Nate Marquardt,Tamdan McCrory,1,0.05862399935722351,0.9413760006427764,0.4166666666666667,0.5833333333333333,0.3580426673094432
462,Renan Barao,Mitch Gagnon,1,0.006666423287242651,0.9933335767127572,0.9090909090909092,0.09090909090909084,0.9024244858036664
463,Renan Barao,Phillipe Nover,1,0.17152856290340426,0.8284714370965958,0.8648648648648648,0.1351351351351352,0.6933363019614606
464,Minotauro Nogueira,Roy Nelson,0,0.6714939475059509,0.6714939475059509,0.4,0.4,0.2714939475059509
465,Mirko Cro Cop,Roy Nelson,0,0.9397323131561279,0.9397323131561279,0.3448275862068966,0.3448275862068966,0.5949047269492315
466,Roy Nelson,Antonio Silva,1,2.361080078117084e-06,0.999997638919922,0.8076923076923077,0.1923076923076923,0.8076899466122296
467,Godofredo Pepey,Mike de la Torre,1,0.1783696711063385,0.8216303288936615,0.5238095238095238,0.4761904761904762,0.3454398527031853
468,Nick Hein,Tae Hyun Bang,1,1.695205173746217e-05,0.9999830479482624,0.7701149425287356,0.2298850574712644,0.7700979904769981
469,Chris Camozzi,Lorenz Larkin,0,0.50025874376297,0.50025874376297,0.21052631578947367,0.21052631578947367,0.2897324279734963
470,Daniel Omielanczuk,Chris de la Rocha,1,0.3692856431007385,0.6307143568992615,0.5652173913043478,0.4347826086956522,0.19593174820360929
471,Dooho Choi,Sam Sicilia,1,0.3802582025527954,0.6197417974472046,0.7142857142857143,0.2857142857142857,0.3340275117329189
472,Dooho Choi,Thiago Tavares,1,0.004597912542521954,0.995402087457478,0.6875,0.3125,0.682902087457478
473,Felipe Arantes,Jerrod Sanders,1,0.0836765244603157,0.9163234755396844,0.6078431372549019,0.3921568627450981,0.5241666127945862
474,Jason Saggo,Leandro Silva,1,8.79425527955391e-08,0.9999999120574472,0.5348837209302325,0.4651162790697675,0.5348836329876797
475,Alex Caceres,Edwin Figueroa,0,0.9984935522079468,0.9984935522079468,0.4651162790697674,0.4651162790697674,0.5333772731381794
476,Kevin Casey,Ildemar Alcantara,1,2.61543590340807e-07,0.9999997384564095,0.4545454545454545,0.5454545454545455,0.4545451930018641
477,Brian Ebersole,Rick Story,0,0.9304456114768982,0.9304456114768982,0.3448275862068966,0.3448275862068966,0.5856180252700016
478,Nick Osipczak,Rick Story,0,0.8528228998184204,0.8528228998184204,0.4081632653061225,0.4081632653061225,0.4446596345122979
479,Rick Story,Martin Kampmann,0,0.9999666213989258,0.9999666213989258,0.5238095238095238,0.5238095238095238,0.476157097589402
481,Luiz Cane,Chris Camozzi,0,0.604347288608551,0.604347288608551,0.5918367346938775,0.5918367346938775,0.012510553914673485
