,red,blue,actual,ai,ai_err,bookies,bookies_err
18,Heili Alateng,Ryan Benoit,1,1.9387971406104043e-05,0.999980612028594,0.4424778761061947,0.5575221238938053
19,Kamaru Usman,Alexander Yakovlev,1,0.016562843695282936,0.9834371563047172,0.7142857142857143,0.2857142857142857
20,Kamaru Usman,Colby Covington,1,2.519501686037984e-05,0.9999748049831396,0.6551724137931035,0.3448275862068965
21,Kamaru Usman,Emil Meek,1,2.0357228436296282e-07,0.9999997964277156,0.8823529411764706,0.11764705882352945
22,Kamaru Usman,Leon Edwards,1,7.91515049058944e-08,0.9999999208484952,0.7058823529411765,0.2941176470588235
23,Kamaru Usman,Sean Strickland,1,6.62960701447446e-07,0.9999993370392986,0.7435897435897436,0.2564102564102564
24,Kamaru Usman,Sergio Moraes,1,2.9813723813276735e-05,0.9999701862761868,0.9090909090909092,0.09090909090909084
25,Alexander Volkanovski,Jeremy Kennedy,1,0.0657590925693512,0.9342409074306488,0.6666666666666665,0.3333333333333335
26,Alexander Volkanovski,Mizuto Hirota,1,4.131440078936066e-09,0.99999999586856,0.8529411764705883,0.1470588235294117
27,Alexander Volkanovski,Shane Young,1,0.7645030021667479,0.23549699783325195,0.8648648648648648,0.1351351351351352
28,Amanda Nunes,Holly Holm,1,1.7199730564243512e-06,0.9999982800269436,0.7826086956521741,0.21739130434782594
29,Amanda Nunes,Raquel Pennington,1,4.31660129862621e-09,0.9999999956833988,0.875,0.125
30,Amanda Nunes,Shayna Baszler,1,1.6966898328973915e-05,0.9999830331016709,0.8823529411764706,0.11764705882352945
31,Amanda Nunes_0,Valentina Shevchenko_0,1,1.771335519151762e-05,0.9999822866448084,0.4444444444444444,0.5555555555555556
32,Amanda Nunes_1,Valentina Shevchenko_1,1,1.771335519151762e-05,0.9999822866448084,0.5121951219512195,0.4878048780487805
33,Henry Cejudo,Marlon Moraes,1,0.9999997615814208,2.384185791015625e-07,0.4081632653061225,0.5918367346938775
34,Marlon Moraes,Aljamain Sterling,1,7.265151680257986e-08,0.9999999273484832,0.5918367346938775,0.4081632653061225
35,Marlon Moraes,Jose Aldo,1,0.014874363318085669,0.9851256366819144,0.6226415094339622,0.37735849056603776
36,Geoff Neal,Frank Camacho,1,0.7569705247879028,0.2430294752120972,0.6774193548387096,0.3225806451612904
37,Geoff Neal,Mike Perry,1,0.005116412881761789,0.9948835871182382,0.75,0.25
38,Geoff Neal,Niko Price,1,8.790667379798833e-06,0.9999912093326202,0.7701149425287356,0.2298850574712644
39,Irene Aldana,Bethe Correia,1,0.3641820847988129,0.6358179152011871,0.8,0.2
40,Irene Aldana,Lucie Pudilova,1,0.40064579248428345,0.5993542075157166,0.5238095238095238,0.4761904761904762
41,Irene Aldana,Vanessa Melo,1,0.9929007291793824,0.007099270820617677,0.84,0.16000000000000006
42,Katlyn Chookagian,Irene Aldana,1,0.01891589537262917,0.9810841046273708,0.5744680851063829,0.4255319148936171
43,Leslie Smith,Irene Aldana,1,0.07407189905643463,0.9259281009435654,0.28169014084507044,0.7183098591549295
44,Marvin Vettori,Omari Akhmedov,1,0.5247426629066467,0.4752573370933533,0.7297297297297297,0.2702702702702703
45,Omari Akhmedov,Mats Nilsson,1,0.0007243206491693853,0.9992756793508306,0.6666666666666665,0.3333333333333335
46,Omari Akhmedov,Zak Cummings,1,0.004959752317517996,0.995040247682482,0.5555555555555556,0.4444444444444444
47,Thiago Perpetuo,Omari Akhmedov,0,0.3013295829296112,0.3013295829296112,0.4166666666666667,0.4166666666666667
48,Brandon Moreno,Ryan Benoit,1,0.5562340021133423,0.4437659978866577,0.6551724137931035,0.3448275862068965
49,Sergio Pettis,Brandon Moreno,1,0.9965906143188475,0.003409385681152344,0.3921568627450981,0.6078431372549019
50,Aspen Ladd,Yana Kunitskaya,1,0.38566708564758295,0.614332914352417,0.6774193548387096,0.3225806451612904
51,Aljamain Sterling,Cody Stamann,1,0.986862301826477,0.01313769817352295,0.6296296296296297,0.3703703703703704
52,Cody Stamann,Alejandro Perez,1,0.002041895873844624,0.9979581041261554,0.6296296296296297,0.3703703703703704
54,John Lineker,Rob Font,1,0.9065059423446656,0.09349405765533447,0.5918367346938775,0.4081632653061225
55,Pedro Munhoz,Rob Font,1,0.959753155708313,0.04024684429168701,0.3921568627450981,0.6078431372549019
56,Raphael Assuncao,Rob Font,1,0.6548178195953369,0.3451821804046631,0.5833333333333334,0.4166666666666666
57,Rob Font,Douglas Silva de Andrade,1,0.9627689123153688,0.03723108768463135,0.726027397260274,0.273972602739726
59,Rob Font,Matt Schnell,1,0.8509586453437805,0.14904135465621948,0.7297297297297297,0.2702702702702703
60,Rob Font,Ricky Simon,1,0.7835280895233154,0.21647191047668454,0.5918367346938775,0.4081632653061225
61,Rob Font,Sergio Pettis,1,0.6684816479682922,0.33151835203170776,0.6226415094339622,0.37735849056603776
62,Alex Oliveira_0,Tim Means_0,1,0.8681046962738037,0.1318953037261963,0.3636363636363637,0.6363636363636362
63,Alex Oliveira_1,Tim Means_1,1,0.8681046962738037,0.1318953037261963,0.5833333333333334,0.4166666666666666
64,Hernani Perpetuo,Tim Means,0,8.42105600895593e-06,8.42105600895593e-06,0.3745318352059925,0.3745318352059925
65,Sergio Moraes,Tim Means,1,0.19404572248458865,0.8059542775154114,0.3663003663003663,0.6336996336996337
66,Tim Means,Alex Garcia,1,0.8665432929992676,0.13345670700073242,0.7560975609756098,0.24390243902439024
67,Tim Means,John Howard,1,0.7188549041748047,0.2811450958251953,0.8039215686274509,0.1960784313725491
68,Tim Means,Jorge Masvidal,0,0.422462522983551,0.422462522983551,0.5,0.5
69,Tim Means,Ricky Rainey,1,0.9999837875366212,1.621246337890625e-05,0.7727272727272727,0.2272727272727273
70,Tim Means,Sabah Homasi,1,0.9999929666519164,7.033348083496094e-06,0.8076923076923077,0.1923076923076923
71,Makhmud Muradov,Trevor Smith,1,0.38566708564758295,0.614332914352417,0.8333333333333335,0.16666666666666652
72,Corey Anderson,Jan Blachowicz,1,0.9840864539146424,0.015913546085357666,0.701492537313433,0.298507462686567
73,Ilir Latifi,Jan Blachowicz,0,0.0034496099688112736,0.0034496099688112736,0.726027397260274,0.726027397260274
74,Jan Blachowicz,Devin Clark,1,0.9201195240020752,0.0798804759979248,0.43478260869565216,0.5652173913043479
75,Jan Blachowicz,Jacare Souza,1,0.9446558356285096,0.05534416437149048,0.6153846153846154,0.3846153846153846
76,Jan Blachowicz,Nikita Krylov,1,0.6081340909004211,0.3918659090995789,0.4444444444444444,0.5555555555555556
77,Patrick Cummins,Jan Blachowicz,1,0.7410781979560852,0.2589218020439148,0.5121951219512195,0.4878048780487805
78,Anthony Pettis,Charles Oliveira,1,0.1488770842552185,0.8511229157447815,0.6226415094339622,0.37735849056603776
79,Charles Oliveira,Christos Giagos,1,0.6436063051223755,0.3563936948776245,0.8245614035087719,0.17543859649122806
80,Charles Oliveira,David Teymur,1,0.9903149604797364,0.009685039520263672,0.5454545454545454,0.4545454545454546
81,Charles Oliveira,Jared Gordon,1,0.9385032653808594,0.06149673461914064,0.7959183673469387,0.2040816326530613
82,Charles Oliveira,Myles Jury,1,0.7536288499832153,0.2463711500167847,0.4081632653061225,0.5918367346938775
83,Darren Elkins,Charles Oliveira,0,0.6557422876358032,0.6557422876358032,0.3333333333333333,0.3333333333333333
84,Hatsu Hioki,Charles Oliveira,0,0.00022900104522705078,0.00022900104522705078,0.3508771929824561,0.3508771929824561
85,Ricardo Lamas,Charles Oliveira,1,0.03146040439605713,0.9685395956039428,0.5238095238095238,0.4761904761904762
86,James Krause,Alex White,1,0.7261577844619751,0.2738422155380249,0.6428571428571429,0.3571428571428571
87,James Krause,Shane Campbell,1,0.8414223194122314,0.15857768058776855,0.6491228070175439,0.3508771929824561
88,James Krause,Warlley Alves,1,0.4257589280605316,0.5742410719394684,0.2702702702702703,0.7297297297297297
89,Jamie Varner,James Krause,0,0.0003058917645830661,0.0003058917645830661,0.6825396825396826,0.6825396825396826
90,Sam Stout,James Krause,0,0.4588580429553986,0.4588580429553986,0.7435897435897436,0.7435897435897436
91,Ricardo Ramos,Eduardo Garagorri,1,1.555687776999548e-05,0.99998444312223,0.8113207547169812,0.18867924528301885
93,Ricardo Ramos,Michinori Tanaka,1,0.010928010568022728,0.9890719894319772,0.4878048780487805,0.5121951219512195
94,Francisco Trinaldo,Akbarh Arreola,1,0.06788571178913116,0.9321142882108688,0.6666666666666665,0.3333333333333335
95,Francisco Trinaldo,Bobby Green,1,0.00014929105236660692,0.9998507089476334,0.6078431372549019,0.3921568627450981
96,Francisco Trinaldo,Jim Miller,1,5.796922941669891e-09,0.9999999942030772,0.6875,0.3125
97,Francisco Trinaldo,Paul Felder,1,0.0034433996770530943,0.9965566003229468,0.6078431372549019,0.3921568627450981
98,Francisco Trinaldo,Piotr Hallmann,0,0.0007455549202859403,0.0007455549202859403,0.7560975609756098,0.7560975609756098
99,Francisco Trinaldo,Yancy Medeiros,1,0.014129891991615297,0.9858701080083848,0.7333333333333333,0.2666666666666667
100,Douglas Silva de Andrade,Cody Gibson,1,0.023963768035173416,0.9760362319648266,0.3076923076923077,0.6923076923076923
101,Douglas Silva de Andrade,Marlon Vera,1,0.03922508656978607,0.960774913430214,0.37735849056603776,0.6226415094339622
102,Douglas Silva de Andrade,Renan Barao,1,0.04523048922419548,0.9547695107758044,0.701492537313433,0.298507462686567
103,Douglas Silva de Andrade,Zubaira Tukhugov,0,0.0011849005240947008,0.0011849005240947008,0.5121951219512195,0.5121951219512195
105,Zabit Magomedsharipov,Brandon Davis,1,3.2846505746420007e-06,0.9999967153494254,0.9322033898305084,0.06779661016949158
106,Zabit Magomedsharipov,Calvin Kattar,1,0.6125147938728333,0.3874852061271668,0.7333333333333333,0.2666666666666667
107,Zabit Magomedsharipov,Kyle Bochniak,1,0.0043523674830794334,0.9956476325169206,0.875,0.125
108,Zabit Magomedsharipov,Sheymon Moraes,1,2.5433812425035285e-06,0.9999974566187576,0.8333333333333335,0.16666666666666652
109,Alexander Volkov,Roy Nelson,1,0.9999396800994872,6.031990051269531e-05,0.6078431372549019,0.3921568627450981
110,Alexander Volkov,Stefan Struve,1,0.8833823800086975,0.11661761999130248,0.5652173913043478,0.4347826086956522
111,Derrick Lewis,Alexander Volkov,1,2.2834070477983914e-05,0.9999771659295219,0.425531914893617,0.5744680851063829
112,Ed Herman,Thales Leites,0,0.5564125776290894,0.5564125776290894,0.37735849056603776,0.37735849056603776
113,Gian Villante,Ed Herman,1,0.7266494035720825,0.2733505964279175,0.701492537313433,0.298507462686567
114,Nikita Krylov,Ed Herman,1,0.9550243020057678,0.044975697994232185,0.7058823529411765,0.2941176470588235
115,Magomed Ankalaev,Dalcha Lungiambula,1,0.9996569156646729,0.00034308433532714844,0.7674418604651163,0.2325581395348837
116,Magomed Ankalaev,Klidson Abreu,1,0.999852418899536,0.0001475811004638672,0.6774193548387096,0.3225806451612904
117,Paul Craig,Magomed Ankalaev,1,0.934695839881897,0.06530416011810303,0.15384615384615385,0.8461538461538461
118,Jorge Masvidal,Rustam Khabilov,0,0.7625786066055298,0.7625786066055298,0.4444444444444444,0.4444444444444444
119,Rustam Khabilov,Chris Wade,1,0.5068936944007874,0.4931063055992127,0.6226415094339622,0.37735849056603776
120,Rustam Khabilov,Desmond Green,1,0.9936122298240662,0.006387770175933838,0.7142857142857143,0.2857142857142857
121,Rustam Khabilov,Kajan Johnson,1,0.3879199624061585,0.6120800375938416,0.8936170212765957,0.1063829787234043
122,Rustam Khabilov,Leandro Silva,1,0.7362480163574219,0.2637519836425781,0.8181818181818182,0.18181818181818174
123,Rustam Khabilov,Sergey Khandozhko,1,0.41472846269607533,0.5852715373039246,0.7101449275362319,0.2898550724637681
124,Vinc Pichel,Rustam Khabilov,0,0.9672166109085084,0.9672166109085084,0.2777777777777778,0.2777777777777778
125,Benson Henderson,Jorge Masvidal,1,0.2634233236312866,0.7365766763687134,0.696969696969697,0.303030303030303
126,Daron Cruickshank,Jorge Masvidal,0,0.10122954845428468,0.10122954845428468,0.31746031746031744,0.31746031746031744
127,Demian Maia,Jorge Masvidal,1,0.0008417665958404541,0.9991582334041595,0.5348837209302325,0.4651162790697675
128,Jorge Masvidal,Cezar Ferreira,1,0.3612186908721924,0.6387813091278076,0.6666666666666665,0.3333333333333335
129,Jorge Masvidal,Nate Diaz,1,0.975138545036316,0.024861454963684082,0.6078431372549019,0.3921568627450981
131,Michael Chiesa,Jorge Masvidal,0,0.1111256182193756,0.1111256182193756,0.28169014084507044,0.28169014084507044
132,Stephen Thompson,Jorge Masvidal,1,0.4948086738586426,0.5051913261413574,0.6551724137931035,0.3448275862068965
134,Darren Till,Bojan Velickovic,1,4.518141736298276e-07,0.9999995481858264,0.6551724137931035,0.3448275862068965
135,Darren Till,Jessin Ayari,1,0.0004645100561901927,0.9995354899438098,0.7333333333333333,0.2666666666666667
136,Tyron Woodley,Darren Till,1,0.9973859190940856,0.0026140809059143066,0.5121951219512195,0.4878048780487805
137,Chris Clements,Stephen Thompson,0,0.36933186650276173,0.36933186650276173,0.20833333333333331,0.20833333333333331
138,Patrick Cote,Stephen Thompson,0,0.03824584186077118,0.03824584186077118,0.2272727272727273,0.2272727272727273
139,Robert Whittaker,Stephen Thompson,0,0.7879274487495422,0.7879274487495422,0.4545454545454545,0.4545454545454545
141,Stephen Thompson,Vicente Luque,1,0.994743585586548,0.005256414413452149,0.5348837209302325,0.4651162790697675
142,Tyron Woodley_0,Stephen Thompson_0,1,0.7870296239852905,0.21297037601470947,0.4545454545454545,0.5454545454545455
143,Tyron Woodley_1,Stephen Thompson_1,1,0.7870296835899353,0.2129703164100647,0.3846153846153847,0.6153846153846153
144,Daniel Cormier,Derrick Lewis,1,0.9851298332214355,0.014870166778564453,0.7916666666666665,0.20833333333333348
146,Derrick Lewis,Blagoy Ivanov,1,0.10841146111488342,0.8915885388851166,0.5348837209302325,0.4651162790697675
147,Derrick Lewis,Gabriel Gonzaga,1,0.014291495084762572,0.9857085049152374,0.6,0.4
148,Derrick Lewis,Ruan Potts,1,0.8765950798988342,0.12340492010116574,0.8757763975155279,0.12422360248447205
149,Derrick Lewis,Shamil Abdurakhimov,1,0.12178537249565125,0.8782146275043488,0.7142857142857143,0.2857142857142857
150,Derrick Lewis,Viktor Pesta,1,0.06427279114723206,0.935727208852768,0.4,0.6
151,Shawn Jordan,Derrick Lewis,1,0.0006075501441955566,0.9993924498558044,0.5348837209302325,0.4651162790697675
153,Corey Anderson,Johnny Walker,1,0.4523133039474487,0.5476866960525513,0.3921568627450981,0.6078431372549019
154,Corey Anderson,Justin Jones,1,0.9998959302902222,0.00010406970977783204,0.8333333333333335,0.16666666666666652
155,Corey Anderson,Patrick Cummins,1,0.8453591465950012,0.15464085340499878,0.6226415094339622,0.37735849056603776
156,Corey Anderson,Sean O'Connell,1,0.9994542002677916,0.000545799732208252,0.8,0.2
157,Corey Anderson,Tom Lawlor,1,0.0684094950556755,0.9315905049443244,0.7142857142857143,0.2857142857142857
158,Ovince Saint Preux,Corey Anderson,1,1.0698730648073251e-06,0.9999989301269352,0.6363636363636364,0.3636363636363637
159,Edmen Shahbazyan,Jack Marshman,1,0.38566708564758295,0.614332914352417,0.8507462686567164,0.14925373134328354
161,Katlyn Chookagian,Jennifer Maia,1,0.8173723220825195,0.18262767791748047,0.5744680851063829,0.4255319148936171
162,Katlyn Chookagian,Joanne Calderwood,1,0.7761304974555969,0.22386950254440308,0.5121951219512195,0.4878048780487805
163,Liz Carmouche,Katlyn Chookagian,1,0.5385451316833496,0.4614548683166504,0.4081632653061225,0.5918367346938775
164,Demian Maia,Lyman Good,1,0.7785324454307556,0.2214675545692444,0.6666666666666665,0.3333333333333335
165,Lyman Good,Ben Saunders,1,0.9631540179252625,0.03684598207473755,0.8630136986301371,0.1369863013698629
166,Lyman Good,Chance Rencountre,1,0.989541471004486,0.010458528995513916,0.5348837209302325,0.4651162790697675
167,Danny Henry,Hakeem Dawodu,1,0.9994468092918396,0.0005531907081604004,0.29411764705882354,0.7058823529411764
168,Hakeem Dawodu,Austin Arnett,1,0.10574191063642502,0.894258089363575,0.8245614035087719,0.17543859649122806
169,Hakeem Dawodu,Kyle Bochniak,1,0.9096956849098206,0.09030431509017944,0.6666666666666665,0.3333333333333335
170,Alan Patrick,Stevie Ray,1,0.8346567749977112,0.16534322500228882,0.4081632653061225,0.5918367346938775
171,Stevie Ray,Jessin Ayari,1,0.43100637197494507,0.5689936280250549,0.6153846153846154,0.3846153846153846
172,Stevie Ray,Leonardo Mafra,1,0.9908294677734376,0.0091705322265625,0.6923076923076923,0.3076923076923077
173,Stevie Ray,Mickael Lebout,1,0.7297305464744568,0.2702694535255432,0.8461538461538461,0.15384615384615385
174,Beneil Dariush,James Vick,1,0.9976009726524352,0.002399027347564697,0.5833333333333334,0.4166666666666666
175,Beneil Dariush,Rashid Magomedov,1,0.9964145421981812,0.0035854578018188477,0.5348837209302325,0.4651162790697675
176,Beneil Dariush,Thiago Moises,1,0.4910522401332855,0.5089477598667145,0.6153846153846154,0.3846153846153846
177,Diego Ferreira,Beneil Dariush,0,0.6561274528503418,0.6561274528503418,0.7101449275362319,0.7101449275362319
178,Edson Barboza,Beneil Dariush,1,0.16413234174251554,0.8358676582574844,0.6153846153846154,0.3846153846153846
179,Muslim Salikhov,Laureano Staropoli,1,0.0005632384563796222,0.9994367615436204,0.6226415094339622,0.37735849056603776
180,Muslim Salikhov,Ricky Rainey,1,0.6432362794876099,0.3567637205123901,0.6774193548387096,0.3225806451612904
181,Randa Markos,Angela Hill,1,0.0007187896990217267,0.9992812103009784,0.425531914893617,0.5744680851063829
182,Randa Markos,Ashley Yoder,1,1.5104104988949985e-07,0.99999984895895,0.6,0.4
183,Randa Markos,Jocelyn Jones-Lybarger,1,0.9326657056808472,0.06733429431915282,0.5348837209302325,0.4651162790697675
184,Randa Markos,Juliana Lima,1,0.003817546647042036,0.996182453352958,0.6078431372549019,0.3921568627450981
185,Magomed Mustafaev,Rafael Fiziev,1,0.38566708564758295,0.614332914352417,0.4545454545454545,0.5454545454545455
186,Dominick Reyes,Chris Weidman,1,0.38566708564758295,0.614332914352417,0.6666666666666665,0.3333333333333335
187,Jim Miller,Joe Lauzon,1,0.032743286341428764,0.9672567136585712,0.6491228070175439,0.3508771929824561
188,Joe Lauzon,Jim Miller,0,0.02004663646221161,0.02004663646221161,0.5833333333333334,0.5833333333333334
190,Joe Lauzon,Marcin Held,1,0.6145063638687134,0.3854936361312866,0.5833333333333334,0.4166666666666666
191,Joe Lauzon,Michael Johnson,0,0.7074718475341797,0.7074718475341797,0.7101449275362319,0.7101449275362319
193,Molly McCann,Priscila Cachoeira,1,0.998513400554657,0.0014865994453430176,0.6363636363636364,0.3636363636363637
194,Joanna Jedrzejczyk,Jessica Andrade,1,0.9868795275688172,0.01312047243118286,0.6551724137931035,0.3448275862068965
195,Joanna Jedrzejczyk,Karolina Kowalkiewicz,1,0.9946041703224182,0.005395829677581787,0.8,0.2
196,Joanna Jedrzejczyk,Michelle Waterson,1,0.5522865653038025,0.4477134346961975,0.75,0.25
197,Joanna Jedrzejczyk,Tecia Torres,1,0.9296503663063048,0.07034963369369507,0.7619047619047619,0.2380952380952381
198,Joanna Jedrzejczyk,Valerie Letourneau,1,0.7986336946487427,0.20136630535125727,0.9333333333333332,0.06666666666666676
199,Juliana Lima,Joanna Jedrzejczyk,0,7.141416631384345e-07,7.141416631384345e-07,0.2597402597402597,0.2597402597402597
200,Valentina Shevchenko,Joanna Jedrzejczyk,1,0.012485801242291927,0.987514198757708,0.75,0.25
201,Abdul Razak Alhassan,Niko Price,1,0.0766238123178482,0.9233761876821518,0.5238095238095238,0.4761904761904762
202,Alex Morono,Niko Price,1,0.3952502608299256,0.6047497391700745,0.5121951219512195,0.4878048780487805
204,Niko Price,George Sullivan,1,0.0129584688693285,0.9870415311306716,0.7849462365591396,0.2150537634408604
205,Niko Price,James Vick,1,0.4898318648338318,0.5101681351661682,0.5918367346938775,0.4081632653061225
206,Vicente Luque,Niko Price,1,0.5610854029655457,0.4389145970344544,0.5652173913043478,0.4347826086956522
207,Matt Frevola,Lando Vannata,1,0.6537168622016907,0.3462831377983093,0.3333333333333333,0.6666666666666667
208,Matt Frevola,Luis Pena,1,4.8172093869425225e-08,0.999999951827906,0.43478260869565216,0.5652173913043479
209,Elias Theodorou,Eryk Anders,1,0.7376360297203064,0.2623639702796936,0.5555555555555556,0.4444444444444444
210,Eryk Anders,Gerald Meerschaert,1,0.00015612402057740835,0.9998438759794226,0.5833333333333334,0.4166666666666666
211,Eryk Anders,Markus Perez,1,0.37602883577346796,0.623971164226532,0.8245614035087719,0.17543859649122806
213,Lyoto Machida,Eryk Anders,1,0.14808541536331174,0.8519145846366882,0.3278688524590164,0.6721311475409836
214,Thiago Santos,Eryk Anders,1,0.6769862174987793,0.3230137825012207,0.6666666666666665,0.3333333333333335
215,Ryan Spann,Devin Clark,1,0.38566708564758295,0.614332914352417,0.6363636363636364,0.3636363636363637
217,Alex Morono,Zak Ottow,1,0.949161410331726,0.050838589668273926,0.6363636363636364,0.3636363636363637
218,Jordan Mein,Alex Morono,1,0.9927781224250792,0.007221877574920654,0.6,0.4
219,Keita Nakamura,Alex Morono,1,0.8647845983505249,0.1352154016494751,0.5238095238095238,0.4761904761904762
220,Antonio Carlos Junior,Marvin Vettori,1,6.020843648002483e-05,0.99993979156352,0.5454545454545454,0.4545454545454546
221,Israel Adesanya,Marvin Vettori,1,0.9946278929710388,0.005372107028961182,0.7101449275362319,0.2898550724637681
222,Marvin Vettori,Andrew Sanchez,1,0.9994683861732484,0.000531613826751709,0.7872340425531915,0.21276595744680848
223,Marvin Vettori,Cezar Ferreira,1,0.18135614693164825,0.8186438530683517,0.6875,0.3125
225,JJ Aldrich,Lauren Mueller,1,0.8888434171676636,0.11115658283233644,0.6,0.4
226,Juliana Lima,JJ Aldrich,1,0.9999487400054932,5.125999450683594e-05,0.696969696969697,0.303030303030303
227,Maycee Barber,JJ Aldrich,1,0.9999853372573853,1.4662742614746094e-05,0.7333333333333333,0.2666666666666667
228,Jared Cannonier,Anderson Silva,1,0.6237761378288269,0.3762238621711731,0.5744680851063829,0.4255319148936171
229,Jared Cannonier,Cyril Asker,1,0.9961658716201782,0.0038341283798217773,0.5744680851063829,0.4255319148936171
230,Shawn Jordan,Jared Cannonier,1,0.001580091891810298,0.9984199081081896,0.6491228070175439,0.3508771929824561
231,Gian Villante,Ovince Saint Preux,0,0.30289605259895325,0.30289605259895325,0.425531914893617,0.425531914893617
232,Glover Teixeira,Ovince Saint Preux,1,0.0012441277503967285,0.9987558722496032,0.4545454545454545,0.5454545454545455
233,Jon Jones,Ovince Saint Preux,1,0.991846799850464,0.008153200149536133,0.878048780487805,0.121951219512195
235,Ovince Saint Preux,Patrick Cummins,1,0.016699939966201782,0.9833000600337982,0.5121951219512195,0.4878048780487805
236,Ovince Saint Preux,Rafael Feijao,1,0.3625414967536926,0.6374585032463074,0.8076923076923077,0.1923076923076923
237,Ovince Saint Preux,Tyson Pedro,1,3.51330018020235e-05,0.9999648669981981,0.4444444444444444,0.5555555555555556
238,Ovince Saint Preux,Yushin Okami,1,8.168465865310282e-05,0.9999183153413468,0.8113207547169812,0.18867924528301885
239,Dan Hooker,Marc Diakiese,1,0.9051628708839417,0.09483712911605836,0.37735849056603776,0.6226415094339622
240,Marc Diakiese,Lando Vannata,1,0.8481366038322449,0.15186339616775513,0.6226415094339622,0.37735849056603776
241,Nasrat Haqparast,Marc Diakiese,1,0.9570282101631165,0.042971789836883545,0.4166666666666667,0.5833333333333333
242,Luis Pena,Steven Peterson,1,0.38566708564758295,0.614332914352417,0.6923076923076923,0.3076923076923077
243,Diego Ferreira,Kyle Nelson,1,0.38566708564758295,0.614332914352417,0.8461538461538461,0.15384615384615385
244,Dustin Poirier,Justin Gaethje,1,0.9999997615814208,2.384185791015625e-07,0.5555555555555556,0.4444444444444444
245,Eddie Alvarez,Justin Gaethje,1,0.9999996423721312,3.5762786865234364e-07,0.4,0.6
246,Justin Gaethje,James Vick,1,0.0031085370574146514,0.9968914629425852,0.4545454545454545,0.5454545454545455
247,Glover Teixeira,Ion Cutelaba,1,0.9998433589935304,0.00015664100646972656,0.5454545454545454,0.4545454545454546
248,Glover Teixeira,Misha Cirkunov,1,0.918732762336731,0.08126723766326904,0.4444444444444444,0.5555555555555556
249,Glover Teixeira,Nikita Krylov,1,0.9987795352935792,0.0012204647064208984,0.5348837209302325,0.4651162790697675
251,Glover Teixeira,Patrick Cummins,1,0.99682879447937,0.003171205520629883,0.84,0.16000000000000006
252,Glover Teixeira,Phil Davis,0,0.5198718309402466,0.5198718309402466,0.6774193548387096,0.6774193548387096
253,Kyle Kingsbury,Glover Teixeira,0,0.9910679459571838,0.9910679459571838,0.31746031746031744,0.31746031746031744
254,Rampage Jackson,Glover Teixeira,0,0.9995137453079224,0.9995137453079224,0.31746031746031744,0.31746031746031744
255,Chris Leben,Uriah Hall,0,0.004347919020801783,0.004347919020801783,0.2531645569620253,0.2531645569620253
256,Uriah Hall,Antonio Carlos Junior,1,0.4341224133968353,0.5658775866031647,0.30303030303030304,0.696969696969697
257,Uriah Hall,Bevon Lewis,1,0.9991672039031982,0.0008327960968017577,0.4,0.6
258,Uriah Hall,John Howard,0,0.9864907264709472,0.9864907264709472,0.826086956521739,0.826086956521739
259,Uriah Hall,Kelvin Gastelum,0,0.9020775556564332,0.9020775556564332,0.7402597402597402,0.7402597402597402
260,Uriah Hall,Oluwale Bamgbose,1,0.9789569973945618,0.021043002605438232,0.7619047619047619,0.2380952380952381
