First,Last,Nickname,Stance,Win,Loss,Draw,Total Fights,Weight_numeric,Height_cm
Gina,Mazany,Danger,Southpaw,5,2,0,7,135,167.64000000000001
Mikey,Burnett,The Eastside Assassin,Orthodox,5,2,0,7,170,167.64000000000001
Steve,Ramirez,,,5,2,0,7,125,170.18
Andre,Galvao,,Orthodox,5,2,0,7,168,170.18
Kyle,Dietz,,Orthodox,5,2,0,7,135,172.72
Aaron,Ely,The Cyborg,,5,2,0,7,135,172.72
Leonardo,Morales,Chimy,Southpaw,5,2,0,7,135,172.72
Justin,Lawrence,The American Kidd,Orthodox,5,2,0,7,145,172.72
Pat,Schilling,Thrilling,Orthodox,5,2,0,7,145,172.72
Anthony,Torres,The Crush,Orthodox,5,2,0,7,170,172.72
Salvador,Becerra,,,5,2,0,7,155,175.26
Brendan,Loughnane,,,5,2,0,7,155,175.26
Amaury,Bitetti,,Orthodox,5,2,0,7,185,175.26
Gilbert,Smith,,Southpaw,5,2,0,7,185,175.26
Ryan,Gracie,,Orthodox,5,2,0,7,200,175.26
Francisco,Bueno,,Orthodox,5,2,0,7,265,175.26
Collin,Hart,,Orthodox,4,2,1,7,185,185.42
Andrews,Nakahara,,Orthodox,3,2,2,7,185,185.42
Jamie,Yager,The Chosyn 1,Orthodox,5,2,0,7,185,185.42
George,Bush,,,5,2,0,7,205,185.42
Daniel,Jolly,The Werewolf of Texas,Orthodox,5,2,0,7,205,185.42
Sam,Oropeza,,,5,2,0,7,170,187.96
Chris,Spang,The Kiss,Orthodox,5,2,0,7,170,187.96
Kevin,Ferguson,Kimbo Slice,Orthodox,5,2,0,7,265,187.96
Vinicius,Queiroz,Spartan,,5,2,0,7,265,200.66
Jamie,Moyle,,Orthodox,4,3,0,7,115,154.94
Ron,Henderson,,,4,3,0,7,125,177.8
Alex,Higley,,,4,3,0,7,145,177.8
Abram,Torres,,,4,3,0,7,170,177.8
Roger,Zapata,Viva,Southpaw,4,3,0,7,170,180.34
Taiei,Kin,,Orthodox,4,3,0,7,185,180.34
Nolan,Ticman,,Orthodox,4,3,0,7,125,167.64000000000001
Joe,Veres,,Orthodox,4,3,0,7,155,170.18
Allen,Berube,Monstah Lobstah,Orthodox,4,3,0,7,155,172.72
Jerron,Peoples,,,4,3,0,7,170,182.88
Kenyon,Jackson,,,4,3,0,7,185,182.88
Justin,Martin,,,4,3,0,7,185,182.88
Ian,Rammel,,,4,3,0,7,185,182.88
Lumumba,Sayers,,,4,3,0,7,185,182.88
Kristian,Rothaermel,,Open Stance,4,3,0,7,205,182.88
Sean,Alvarez,,Orthodox,4,3,0,7,265,182.88
Jerrel,Venetiaan,,Orthodox,4,3,0,7,195,185.42
Carl,Seumanutafa,,Orthodox,4,3,0,7,265,185.42
Joey,Roberts,,,4,3,0,7,200,187.96
Craig,Zellner,Big Z,Orthodox,4,3,0,7,205,187.96
Bryan,Vetell,,Southpaw,4,3,0,7,265,190.5
Jonny,Goh,,,3,4,0,7,155,180.34
Tony,Petarra,,Orthodox,2,4,1,7,196,180.34
Joel,Sutton,,Orthodox,2,4,1,7,205,180.34
Raquel,Pa'aluhi,Rocky,,3,4,0,7,135,170.18
David,Kaplan,Diamond,Orthodox,3,4,0,7,155,170.18
Nikk,Covert,The Brick,,3,4,0,7,185,172.72
Jonathan,Santa Maria,,,3,4,0,7,125,175.26
Greg,Scott,,,3,4,0,7,145,175.26
Masutatsu,Yano,,Orthodox,2,4,1,7,198,175.26
Juan,Mott,,Switch,3,4,0,7,190,182.88
Christophe,Leninger,,Southpaw,3,4,0,7,200,182.88
Tim,Roman,,,3,4,0,7,170,185.42
Minoru,Toyonaga,,Southpaw,2,5,0,7,195,180.34
Yao,Zhikui,The Conqueror,Orthodox,2,5,0,7,125,165.1
Jessica,Rakoczy,The Ragin',Orthodox,2,5,0,7,115,170.18
Lemont,Davis,,Orthodox,2,5,0,7,170,172.72
Tokimitsu,Ishizawa,Kendo Ka Shin,Orthodox,1,5,1,7,185,182.88
Joe,Schilling,,,2,5,0,7,185,190.5
Moti,Horenstein,,Orthodox,1,6,0,7,265,193.04
AJ,McKee,Mercenary,,8,0,0,8,145,177.8
Brent,Primus,,,8,0,0,8,155,177.8
Michael,Trizano,The Lone Wolf,Orthodox,8,0,0,8,155,180.34
Jose,Torres,Shorty,Orthodox,8,0,0,8,125,162.56
Brad,Katona,Superman,Orthodox,8,0,0,8,145,167.64000000000001
Andrew,Todhunter,The Sniper,Switch,8,0,0,8,185,182.88
Carlos,Felipe,Boi,,8,0,0,8,265,182.88
Tom,Murphy,,Southpaw,8,0,0,8,265,187.96
Daniel,Puder,,Orthodox,8,0,0,8,265,190.5
Romie,Aram,,Orthodox,7,1,0,8,170,177.8
Scott,Norton,Hollywood,Orthodox,7,1,0,8,170,177.8
Antonio,Jones,Doomsday,Orthodox,7,1,0,8,185,180.34
Amanda,Lemos,Amandinha,Southpaw,6,1,1,8,135,162.56
Vince,Morales,Vandetta,Orthodox,7,1,0,8,135,170.18
Matt,Sayles,Robo,Orthodox,7,1,0,8,145,170.18
Poliana,Botelho,,Orthodox,7,1,0,8,115,172.72
Aiemann,Zahabi,,Orthodox,7,1,0,8,135,172.72
Gina,Carano,Conviction,Orthodox,7,1,0,8,145,172.72
Devonte,Smith,King Kage,,7,1,0,8,155,172.72
John,Gunther,The Machine,Orthodox,7,1,0,8,155,175.26
Bret,Bergmark,The Angry Hick,,6,1,1,8,170,175.26
Luke,Flores,Luke,Southpaw,7,1,0,8,155,182.88
Joe,Giannetti,Skeletor,Southpaw,7,1,0,8,155,182.88
Jon,Madsen,,Orthodox,7,1,0,8,265,182.88
Dwight,Grant,The Body Snatcher,,7,1,0,8,170,185.42
Adam,Hunter,Warhammer,Orthodox,7,1,0,8,185,185.42
Arjan,Bhullar,,Orthodox,7,1,0,8,265,185.42
Justin,Willis,Big Pretty,Southpaw,7,1,0,8,265,185.42
Tedd,Williams,,Orthodox,7,1,0,8,300,185.42
Nick,Roehrick,,Orthodox,7,1,0,8,205,187.96
Bobby,Lashley,,Orthodox,7,1,0,8,265,190.5
Jarjis,Danho,Man Mountain,Orthodox,6,1,1,8,265,190.5
Yoislandy,Izquierdo,Cuba,Southpaw,6,2,0,8,155,180.34
Daichi,Abe,,Orthodox,6,2,0,8,170,180.34
Besam,Yousef,,Orthodox,6,2,0,8,170,180.34
Silvana,Juarez,La Malvada,Orthodox,6,2,0,8,125,160.02
Veronica,Macedo,,Southpaw,5,2,1,8,125,162.56
Fiona,Muxlow,,,6,2,0,8,145,162.56
JJ,Aldrich,,Southpaw,6,2,0,8,115,165.1
Justine,Kish,,Orthodox,6,2,0,8,125,165.1
Daniel,Teymur,Kid Dynamite,Orthodox,6,2,0,8,145,165.1
Augusto,Mendes,Tanquinho,Orthodox,6,2,0,8,135,167.64000000000001
Joe,Neal,Nine Lives,,6,2,0,8,135,167.64000000000001
John,Franchi,,Orthodox,6,2,0,8,145,167.64000000000001
Joseph,Sandoval,,Southpaw,6,2,0,8,135,170.18
Gary,Tapusoa,,,6,2,0,8,185,170.18
Bruno,Carvalho,,,6,2,0,8,154,172.72
Cain,Carrizosa,The Insane,Orthodox,6,2,0,8,155,172.72
Cole,Province,,Orthodox,6,2,0,8,145,175.26
Brian,McLaughlin,,,6,2,0,8,155,175.26
Mark,Hughes,,Southpaw,6,2,0,8,205,175.26
Gaston,Reyno,Tonga,,6,2,0,8,145,182.88
Max,Mustaki,Mad,Orthodox,6,2,0,8,155,182.88
David,Terrell,The Soul Assassin,Southpaw,6,2,0,8,185,185.42
Jorge,Oliveira,,,5,2,1,8,205,185.42
Gabriel,Salinas-Jones,,,5,2,1,8,265,185.42
Gilbert,Aldana,El Peligro,Orthodox,6,2,0,8,265,185.42
Paul,Georgieff,,Orthodox,6,2,0,8,170,187.96
Ben,Lagman,Bad News,,6,2,0,8,185,187.96
Scott,Lighty,,,6,2,0,8,205,187.96
James,Hammortree,The Sledge,Orthodox,6,2,0,8,185,190.5
Roger,Gracie,,Orthodox,6,2,0,8,185,193.04
Daniel,Spitz,The Daddy Long Legs,Orthodox,6,2,0,8,265,200.66
Alex,Huddleston,The Shaved Gorilla,,6,2,0,8,265,200.66
Chris,Indich,The Savage,,5,3,0,8,170,177.8
Jason,Tan,,Orthodox,5,3,0,8,170,177.8
Peter,Petties,The Joker,Southpaw,5,3,0,8,145,180.34
Galore,Bofando,,Switch,5,3,0,8,170,180.34
Tom,Egan,,Orthodox,5,3,0,8,170,180.34
Ricardo,Abreu,Demente,Orthodox,5,3,0,8,185,180.34
Patrick,Walsh,The Beast of the East,,5,3,0,8,185,180.34
Talita,Bernardo,,Orthodox,5,3,0,8,135,162.56
Izabela,Badurek,,Orthodox,5,3,0,8,115,165.1
Bharat,Kandare,Daring,Orthodox,5,3,0,8,135,170.18
Eduardo,Bustillos,,,5,3,0,8,135,172.72
Yurij,Kiseliov,Playboy,Orthodox,5,3,0,8,185,172.72
Nick,Bustamante,,,5,3,0,8,170,175.26
Jeff,Joslin,The Inferno,Orthodox,5,3,0,8,170,182.88
Ryan,Madigan,,Orthodox,5,3,0,8,170,182.88
Nick,Nolte,,,5,3,0,8,170,182.88
Lee,Brousseau,Manimal,,5,3,0,8,205,185.42
Richard,Dalton,,Orthodox,4,3,1,8,205,185.42
Takayuki,Okada,Giant Ochiai,Orthodox,3,3,2,8,300,185.42
Nick,Osipczak,,Orthodox,5,3,0,8,170,187.96
Rubens,Xavier,Macula,Orthodox,5,3,0,8,265,190.5
Brock,Lesnar,,Orthodox,5,3,0,8,265,190.5
Josh,Shockman,The War Hammer,Southpaw,5,3,0,8,265,193.04
Brandon,Cash,Money,Orthodox,5,3,0,8,265,195.57999999999998
Marcos,Bonilla,Murder Marx,,4,4,0,8,145,177.8
Dustin,West,,,4,4,0,8,170,180.34
Amanda,Cooper,ABC,Switch,4,4,0,8,115,160.02
Rachael,Ostovich,,,4,4,0,8,125,160.02
Young Sam,Jung,,Orthodox,4,4,0,8,139,172.72
Steven,Ciaccio,Stryker,,4,4,0,8,170,182.88
Pawel,Nastula,,Southpaw,4,4,0,8,265,182.88
Andrew,Ramm,The,,4,4,0,8,160,185.42
Carter,Williams,The Beast,Orthodox,4,4,0,8,265,185.42
Corey,Hill,,Orthodox,4,4,0,8,155,193.04
Kim In,Seok,,Orthodox,3,5,0,8,145,167.64000000000001
Gary,Quan,,,3,5,0,8,143,172.72
Booker,DeRousse,,,3,5,0,8,205,187.96
Roshaun,Jones,,,2,6,0,8,135,172.72
Yusuke,Imamura,,Orthodox,2,6,0,8,265,172.72
Jan,Nortje,The Giant,Southpaw,2,6,0,8,300,185.42
Kevin,Rosier,,Orthodox,2,6,0,8,300,193.04
Paulo Cesar,Silva,Giant,Orthodox,2,6,0,8,300,226.06
Benito,Lopez,Golden Boy,Switch,9,0,0,9,135,177.8
Adam,Piccolotti,,,9,0,0,9,155,180.34
Martin,Buschkamp,Barracuda,Orthodox,9,0,0,9,145,175.26
Jordan,Johnson,,Orthodox,9,0,0,9,205,187.96
Dominick,Reyes,The Devastator,Southpaw,9,0,0,9,205,193.04
Cory,Sandhagen,,Switch,8,1,0,9,145,180.34
Josh,Janousek,,Orthodox,8,1,0,9,185,180.34
Roberto,Sanchez,Littlefury,Orthodox,8,1,0,9,125,167.64000000000001
Priscila,Cachoeira,Pedrita,Orthodox,8,1,0,9,125,170.18
Casey,Kenney,,Southpaw,7,1,1,9,125,170.18
Ricky,Turcios,Pretty,Orthodox,8,1,0,9,135,175.26
David,Teymur,,Southpaw,8,1,0,9,155,175.26
Ryan,Stonitsch,,Southpaw,8,1,0,9,170,175.26
Dom,Pilarte,Son of Fire,Southpaw,8,1,0,9,135,182.88
Maciej,Jewtuszko,Irokez,Southpaw,8,1,0,9,155,182.88
Scott,Adams,,Southpaw,8,1,0,9,265,182.88
Ray,Sloan,,,8,1,0,9,205,185.42
Tyler,Hill,Zombie,Switch,8,1,0,9,170,190.5
Jonathan,Meunier,The French Spider,Switch,8,1,0,9,170,190.5
Joe,Cason,,,8,1,0,9,205,190.5
Richard,Odoms,The Black Eagle,Orthodox,8,1,0,9,265,195.57999999999998
Ron,Sparks,The Monster,,8,1,0,9,265,195.57999999999998
Chad W.,Saunders,,Orthodox,7,2,0,9,170,177.8
Lance,Benoist,,Southpaw,7,2,0,9,170,180.34
Angelo,Trevino,Baby Monsta,Switch,7,2,0,9,170,180.34
Joe,Gigliotti,Capo,Orthodox,7,2,0,9,185,180.34
Karla,Benitez,,,6,2,1,9,113,160.02
Molly,McCann,Meatball,Orthodox,7,2,0,9,125,162.56
Ericka,Almeida,,,7,2,0,9,115,167.64000000000001
Josh,Clopton,The Gentleman,Orthodox,6,2,1,9,145,167.64000000000001
Alex,Soto,Extremo,Southpaw,6,2,1,9,135,172.72
James,Barnes,,,7,2,0,9,145,172.72
Diego,Rivas,Pitbull,Orthodox,7,2,0,9,145,172.72
Jorge,de Oliveira,Blade,Orthodox,7,2,0,9,155,172.72
Mark,Scanlon,,Orthodox,7,2,0,9,170,175.26
Steve,Garcia,Mean Machine,,7,2,0,9,135,182.88
Mario,Soto,Dr. Mario,,7,2,0,9,145,182.88
Oliver,Enkamp,The Future,Switch,7,2,0,9,170,182.88
Rodrigo,Gracie,,Orthodox,6,2,1,9,183,182.88
Tom,DeBlass,,Orthodox,7,2,0,9,185,182.88
Jordan,Williams,Bomaye,Southpaw,7,2,0,9,185,182.88
Jason,Jackson,Jah-Son,Orthodox,7,2,0,9,170,185.42
Cortez,Coleman,Hollywood,,7,2,0,9,185,185.42
Julian,Marquez,The Cuban Missle Crisis,Orthodox,7,2,0,9,185,187.96
Jamie,Pickett,,Southpaw,7,2,0,9,185,187.96
Luc,Bondole,,,5,2,2,9,205,187.96
Roger,Narvaez,Silverback,Southpaw,7,2,0,9,185,190.5
Tyson,Pedro,,Orthodox,7,2,0,9,205,190.5
Naoya,Ogawa,,Orthodox,7,2,0,9,265,193.04
Josh,Parisian,,Orthodox,7,2,0,9,265,193.04
Rex,Richards,,,7,2,0,9,265,195.57999999999998
Jack,May,The Outlaw,Switch,7,2,0,9,265,203.2
Mark,Vorgeas,,,5,3,1,9,135,177.8
Dale,Hartt,,Orthodox,6,3,0,9,155,177.8
Hayder,Hassan,Hulk,,6,3,0,9,170,177.8
Antonio,Dos Santos,Junior Alpha,Orthodox,6,3,0,9,185,177.8
Luke,Stewart,,Orthodox,6,3,0,9,170,180.34
Pearl,Gonzalez,,Orthodox,6,3,0,9,115,162.56
Donavon,Frelow,,Orthodox,6,3,0,9,135,170.18
Nick,Pace,,Orthodox,6,3,0,9,135,170.18
Brendan,O'Reilly,Badger,Orthodox,6,3,0,9,170,170.18
Ashlee,Evans-Smith,Rebel Girl,Orthodox,6,3,0,9,125,172.72
Byron,Bloodworth,,Orthodox,6,3,0,9,135,172.72
Mark,Eddiva,,Orthodox,6,3,0,9,145,172.72
Jordan,Bailey,,,6,3,0,9,145,175.26
Hugh,Pulley,,,6,3,0,9,155,182.88
Kris,McCray,Savage,Orthodox,6,3,0,9,170,182.88
Andy,Uhrich,,,6,3,0,9,170,182.88
Yuri,Villefort,,Orthodox,6,3,0,9,170,182.88
Andre,Gusmao,,Orthodox,6,3,0,9,205,182.88
Hugo,Duarte,,Orthodox,6,3,0,9,265,182.88
Josh,Bumgarner,,,6,3,0,9,170,185.42
Jalin,Turner,The Tarantula,Southpaw,6,3,0,9,155,190.5
Dustin,Jacoby,,Orthodox,6,3,0,9,185,193.04
Helio,Dipp,,Orthodox,6,3,0,9,185,195.57999999999998
Jon Olav,Einemo,The Viking,Orthodox,6,3,0,9,265,198.12
Chris,Avila,,Orthodox,5,4,0,9,145,177.8
Alex,Chambers,Astro Girl,,5,4,0,9,115,160.02
AJ,Fonseca,,,5,4,0,9,145,162.56
Elizabeth,Phillips,,Orthodox,5,4,0,9,135,167.64000000000001
Ashley,Yoder,Spider Monkey,Southpaw,5,4,0,9,115,170.18
Sarah,Moras,Cheesecake,,5,4,0,9,135,170.18
Matt,Foki,Twin Tiger,Orthodox,5,4,0,9,265,170.18
Ricky,Johnson,,Orthodox,5,4,0,9,145,172.72
Alexis,Dufresne,Sneaky Zebra,Orthodox,5,4,0,9,135,175.26
John,Kelly,,,5,4,0,9,170,175.26
Darryl,Cobb,,,5,4,0,9,185,175.26
Chris,Cope,C-Murder,Orthodox,5,4,0,9,170,182.88
Gregory,Bouchelaghem,,Switch,5,4,0,9,183,187.96
Rob,MacDonald,Maximus,Orthodox,5,4,0,9,205,190.5
Icho,Larenas,,Orthodox,5,4,0,9,265,190.5
Humberto,Brown,El Gato Negro,,4,5,0,9,145,177.8
Ariel,Beck,Sunshine,,4,5,0,9,125,167.64000000000001
David,Barrios,,,4,5,0,9,145,167.64000000000001
Walter,Smith-Cotito,,,4,5,0,9,135,172.72
Junie,Browning,,Orthodox,4,5,0,9,155,175.26
Lance,Gibson,Fearless,Orthodox,4,5,0,9,185,175.26
Jason,Fairn,,,4,5,0,9,265,185.42
Kim,Couture,Sugar Free,Orthodox,3,6,0,9,135,172.72
Sean,O'Malley,Sugar,Switch,10,0,0,10,135,180.34
Eli,Tamez,Tomahawk,,10,0,0,10,135,170.18
Ketlen,Vieira,Fenomeno,Orthodox,10,0,0,10,135,172.72
Tai,Tuivasa,Bam Bam,Southpaw,10,0,0,10,265,187.96
Chris,Honeycutt,The Cutt,,9,1,0,10,170,177.8
Christopher,Lopez,,,9,1,0,10,170,177.8
Abdul,Razak Alhassan,,Orthodox,9,1,0,10,170,177.8
Yan,Xiaonan,Nine,Orthodox,9,1,0,10,115,165.1
Joseph,Morales,,Switch,9,1,0,10,125,167.64000000000001
Ivan,Lopez,,Southpaw,8,1,1,10,135,167.64000000000001
Yusup,Saadulaev,Maestro,,8,1,1,10,135,167.64000000000001
Ricardo,Palacios,El Gallero,Orthodox,9,1,0,10,145,167.64000000000001
Petr,Yan,No Mercy,Switch,9,1,0,10,135,170.18
Jesse,Moreng,Arturo,Orthodox,9,1,0,10,145,170.18
Jay,Cucciniello,Mellow Fellow,Orthodox,9,1,0,10,155,170.18
Rico,DiSciullo,,Orthodox,9,1,0,10,135,172.72
Hakeem,Dawodu,Mean,Orthodox,8,1,1,10,145,172.72
Muhammed,Lawal,King Mo,Southpaw,9,1,0,10,205,182.88
Tim,Caron,The Bear,Orthodox,9,1,0,10,185,185.42
Nate,Loughran,,Orthodox,9,1,0,10,185,187.96
Jordan,Wright,The Beverly Hills Ninja,Orthodox,9,1,0,10,185,187.96
Jeff,Hughes,Lights Out,Orthodox,9,1,0,10,265,187.96
Magomed,Ankalaev,,Orthodox,9,1,0,10,205,190.5
Justin,Ledet,El Blanco,Orthodox,9,1,0,10,205,193.04
Ben,Wall,Manimal,Orthodox,7,2,1,10,155,177.8
Jonavin,Webb,The Spyder,Orthodox,8,2,0,10,170,177.8
Eddie,Mendez,,,7,2,1,10,185,177.8
Greg,Soto,,Orthodox,8,2,0,10,170,180.34
Marcos,da Matta,Parrumpinha,,8,2,0,10,145,162.56
Carls,John De Tomas,CJ,Southpaw,8,2,0,10,125,165.1
Josh,Paiva,,,8,2,0,10,125,167.64000000000001
Lucie,Pudilova,Bullet,Orthodox,8,2,0,10,135,172.72
Jose,Quinonez,Teco,,8,2,0,10,135,172.72
Ernest,Chavez,The Mad Titan,Orthodox,8,2,0,10,145,172.72
Davi,Ramos,Tasmanian Devil,Orthodox,8,2,0,10,170,172.72
Aaron,Phillips,The Model,Southpaw,8,2,0,10,135,175.26
Tommy,Hayden,Wild Card,Southpaw,8,2,0,10,145,175.26
David,Michaud,BullDawg,Orthodox,8,2,0,10,155,175.26
Bobby,Stack,,Orthodox,8,2,0,10,155,175.26
CJ,Keith,,Orthodox,8,2,0,10,155,182.88
Felipe,Silva,,Orthodox,8,2,0,10,155,182.88
Sean,Lally,The Unpredictable One,Orthodox,8,2,0,10,170,182.88
Hisaki,Kato,,,8,2,0,10,185,182.88
Clifford,Starks,,Orthodox,8,2,0,10,185,182.88
Wagner,Prado,Caldeirao,Southpaw,8,2,0,10,205,182.88
Cory,Walmsley,Hardcore,Orthodox,8,2,0,10,205,182.88
Alexandru,Lungu,,Orthodox,8,2,0,10,300,182.88
Niklas,Backstrom,,Orthodox,8,2,0,10,145,185.42
Teemu,Packalen,Pacu,Orthodox,8,2,0,10,155,185.42
John,Salter,,Southpaw,8,2,0,10,185,185.42
Khalil,Rountree Jr.,The War Horse,Southpaw,8,2,0,10,205,185.42
Saparbeg,Safarov,,Orthodox,8,2,0,10,205,185.42
Dmitrii,Smoliakov,The Lifeguard,Switch,8,2,0,10,265,187.96
Adam,Milstead,The Prototype,Orthodox,8,2,0,10,265,190.5
Josh,San Diego,JSD,,7,3,0,10,135,177.8
Ryan,Couture,,Orthodox,7,3,0,10,155,177.8
Ed,Ratcliff,9mm,Orthodox,7,3,0,10,155,177.8
Roman,Mitichyan,,Orthodox,7,3,0,10,170,177.8
Motoki,Miyazawa,,Southpaw,7,3,0,10,168,180.34
Anton,Zafir,The Professor,Orthodox,7,3,0,10,170,180.34
Chalid,Arrab,Die Faust,Orthodox,7,3,0,10,205,180.34
Abongo,Humphrey,,Orthodox,7,3,0,10,205,180.34
Jaimee,Nievera,Queenie,Orthodox,7,3,0,10,125,165.1
Shawn,Bunch,Bunch the Great,,7,3,0,10,135,165.1
Paul,Ruiz,,,7,3,0,10,135,167.64000000000001
Joe,Warren,,Orthodox,7,3,0,10,135,167.64000000000001
Brian,Melancon,,Orthodox,7,3,0,10,170,172.72
Germaine,de Randamie,The Iron Lady,Orthodox,7,3,0,10,135,175.26
Caros,Fodor,The Future,Orthodox,7,3,0,10,155,175.26
Justin,Bruckmann,Loaf,Orthodox,7,3,0,10,170,175.26
Nick,Serra,The Mad Monkey,Orthodox,7,3,0,10,170,175.26
Curt,Warburton,,Orthodox,7,3,0,10,155,182.88
Nate,Moore,,,7,3,0,10,170,182.88
Reese,Andy,Riptide,Orthodox,7,3,0,10,205,182.88
Jon,Manley,,Orthodox,7,3,0,10,170,185.42
Matthew,Riddle,Deep Waters,Southpaw,7,3,0,10,170,185.42
Patrick,Speight,,Orthodox,7,3,0,10,170,185.42
Dan,Stittgen,The Anvil,Orthodox,7,3,0,10,170,185.42
Cameron,Olson,Cap'n Crunch,Orthodox,7,3,0,10,205,185.42
Dan,Cramer,,Orthodox,7,3,0,10,170,187.96
Jonathan,Wilson,Johnny Bravo,Southpaw,7,3,0,10,205,187.96
Shelton,Graves,The Gravedigger,Southpaw,7,3,0,10,265,187.96
Chris,Birchler,The Big Buck,Switch,7,3,0,10,205,190.5
Guilherme,Viana,,,7,3,0,10,205,193.04
Marcio,Cruz,Pe de Pano,Orthodox,7,3,0,10,265,193.04
Daniel,Gallemore,Big Kansas,,7,3,0,10,265,195.57999999999998
Christian,Morecraft,,Orthodox,7,3,0,10,265,198.12
Greg,McIntyre,,Orthodox,6,4,0,10,155,177.8
Aji,Susilo,,,6,4,0,10,155,177.8
George,Stork,,,6,4,0,10,185,177.8
Oluwale,Bamgbose,Holy War Angel,Switch,6,4,0,10,185,180.34
Carl,Malenko,,Orthodox,6,4,0,10,200,180.34
Lissette,Neri,,,6,4,0,10,145,157.48000000000002
Jodie,Esquibel,,Orthodox,6,4,0,10,115,160.02
Louis,Gaudinot,Goodnight,Orthodox,6,4,0,10,125,160.02
Lacey,Schuckman,,,6,4,0,10,125,160.02
Jason,McLean,,,6,4,0,10,145,165.1
Melinda,Fabian,,,4,4,2,10,125,167.64000000000001
Jocelyn,Jones-Lybarger,,Orthodox,6,4,0,10,115,170.18
Elaina,Maxwell,Beef,Orthodox,6,4,0,10,145,172.72
Russell,Patrick,,,6,4,0,10,145,175.26
John,Lewis,,Southpaw,3,4,3,10,155,182.88
Colton,Smith,,Orthodox,6,4,0,10,155,182.88
Thomas,Diagne,,,5,4,1,10,154,185.42
Mike,Rhodes,Biggie,Orthodox,6,4,0,10,170,185.42
Kevin,Haley,The North Woods Nightmare,,6,4,0,10,205,187.96
Jason,Freeman,,,6,4,0,10,265,187.96
Daniel,Gracie,,Orthodox,5,4,1,10,265,187.96
Guto,Inocente,,Orthodox,6,4,0,10,205,190.5
Marcus,Silveira,Conan,Orthodox,6,4,0,10,265,190.5
Jon,Murphy,Man of Faith,Orthodox,6,4,0,10,265,190.5
Justin,McElfresh,,Orthodox,6,4,0,10,205,198.12
Rodrigo,Ruas,,Orthodox,4,5,1,10,185,177.8
Federico,Lopez,Kiko,Orthodox,5,5,0,10,139,162.56
Xavier,Siller,Young Guns,,5,5,0,10,125,165.1
Mal,Foki,Twin Tiger,Orthodox,5,5,0,10,265,170.18
Dave,Courchaine,,,5,5,0,10,170,172.72
Kenneth,Alexander,The Machine,Orthodox,5,5,0,10,155,175.26
Antonio,Schembri,Nino,Orthodox,5,5,0,10,205,175.26
Stephen,Banaszak,,,5,5,0,10,145,182.88
Kazunari,Murakami,,Orthodox,5,5,0,10,265,185.42
Brian,Johnston,,Orthodox,5,5,0,10,265,190.5
Danny,Abbadi,The Assassin,Orthodox,4,6,0,10,155,180.34
Kailin,Curran,,Orthodox,4,6,0,10,115,162.56
Chris,Yee,,,4,6,0,10,185,175.26
Kenneth,Seegrist,,Orthodox,4,6,0,10,185,182.88
Rick,Roufus,,Southpaw,4,6,0,10,265,182.88
Nobuhiko,Takada,,Southpaw,2,6,2,10,265,182.88
Joe,Pardo,,Southpaw,4,6,0,10,265,185.42
Wesley,Little,,,4,6,0,10,205,193.04
Scott,Bessac,,,4,6,0,10,265,193.04
Taylor,Roberts,,,3,7,0,10,170,180.34
Cody,Sons,,,3,7,0,10,205,175.26
Min Soo,Kim,,Southpaw,3,7,0,10,265,185.42
Masaaki,Satake,,Orthodox,1,8,1,10,265,185.42
Rickson,Gracie,,Switch,11,0,0,11,185,177.8
Trevin,Giles,,Orthodox,11,0,0,11,185,182.88
Dmitry,Sosnovskiy,Wicked Machine,Orthodox,11,0,0,11,265,190.5
Darrion,Caldwell,The Wolf,,10,1,0,11,135,177.8
Bryce,Mitchell,Thug Nasty,Southpaw,10,1,0,11,145,177.8
Shane,Burgos,Hurricane,Orthodox,10,1,0,11,145,180.34
Damon,Jackson,The Leech,Switch,9,1,1,11,145,180.34
Ian,Heinisch,The Hurricane,Orthodox,10,1,0,11,185,180.34
Polyana,Viana,Dama de Ferro,Orthodox,10,1,0,11,115,165.1
Mark,De La Rosa,Bumblebee,Orthodox,10,1,0,11,135,167.64000000000001
Gavin,Tucker,Guv'Nor,Southpaw,10,1,0,11,145,167.64000000000001
Ji Yeon,Kim,Firefist,Orthodox,8,1,2,11,125,170.18
Alex,Gilpin,,,10,1,0,11,145,170.18
Stephen,Bass,Bigfish,,10,1,0,11,145,175.26
Alexander,Hernandez,The Great,Orthodox,10,1,0,11,155,175.26
Drakkar,Klose,,Orthodox,9,1,1,11,155,175.26
Austin,Tweedy,Flash,Orthodox,10,1,0,11,155,175.26
Eryk,Anders,Ya Boi,Southpaw,10,1,0,11,185,185.42
Markus,Perez,Maluko,Orthodox,10,1,0,11,185,185.42
Oscar,Cota,Elevation,Orthodox,10,1,0,11,265,187.96
Augusto,Sakai,,,9,1,1,11,265,190.5
Aleksandar,Rakic,,Orthodox,10,1,0,11,205,193.04
Curtis,Blaydes,Razor,Orthodox,10,1,0,11,265,193.04
Adam,Wieczorek,Siwy,Orthodox,10,1,0,11,265,195.57999999999998
Nasrat,Haqparast,,Southpaw,9,2,0,11,155,177.8
Carlos Eduardo,Rocha,Ta Danado,Orthodox,9,2,0,11,170,177.8
Vincent,Eazelle,The Real Deal,,9,2,0,11,155,180.34
Claudio,Puelles,El Nino,Southpaw,9,2,0,11,155,180.34
Geoff,Neal,Handz of Steel,Southpaw,9,2,0,11,170,180.34
