name,accuracy,correct,fault,status
Carlos Condit,0.5625,9,7,QUESTIONABLE
Rony Jason,0.875,7,1,GOOD
Mark Munoz,0.6666666666666666,10,5,QUESTIONABLE
Phillipe Nover,0.6666666666666666,2,1,QUESTIONABLE
Levan Makashvili,0.6666666666666666,2,1,QUESTIONABLE
Jon Tuck,0.3333333333333333,1,2,QUESTIONABLE
Jon Delos Reyes,1.0,4,0,GOOD
Sean O'Connell,0.6,3,2,QUESTIONABLE
Brendan O'Reilly,0.3333333333333333,1,2,QUESTIONABLE
Rampage Jackson,0.4166666666666667,5,7,QUESTIONABLE
Mirko Cro Cop,0.7,7,3,QUESTIONABLE
Pawel Pawlak,0.6666666666666666,2,1,QUESTIONABLE
Yaotzin Meza,0.3333333333333333,2,4,QUESTIONABLE
Anthony Hamilton,0.8571428571428571,6,1,GOOD
Ron Stallings,0.5,1,1,QUESTIONABLE
Erick Silva,0.7777777777777778,7,2,GOOD
Kevin Souza,0.5,2,2,QUESTIONABLE
Leonardo Mafra,0.5,2,2,QUESTIONABLE
Fredy Serrano,0.6666666666666666,2,1,QUESTIONABLE
Jake Ellenberger,0.6666666666666666,12,6,QUESTIONABLE
Roan Carneiro,0.75,3,1,GOOD
Roman Salazar,0.6666666666666666,2,1,QUESTIONABLE
Valmir Lazaro,0.3333333333333333,1,2,QUESTIONABLE
Masio Fullen,1.0,3,0,GOOD
Frank Mir,0.6666666666666666,12,6,QUESTIONABLE
Ivan Jorge,0.3333333333333333,1,2,QUESTIONABLE
Anderson Silva,0.47619047619047616,10,11,QUESTIONABLE
Ildemar Alcantara,0.6666666666666666,4,2,QUESTIONABLE
Daniel Sarafian,0.6,3,2,QUESTIONABLE
Leandro Issa,0.8,4,1,GOOD
Matt Mitrione,0.8,8,2,GOOD
David Michaud,0.3333333333333333,1,2,QUESTIONABLE
KJ Noons,0.5,2,2,QUESTIONABLE
Clay Collard,0.3333333333333333,1,2,QUESTIONABLE
Chico Camus,0.8571428571428571,6,1,GOOD
Isaac Vallie-Flagg,0.0,0,3,QUESTIONABLE
Luke Barnatt,0.5,3,3,QUESTIONABLE
Yves Edwards,0.75,12,4,GOOD
Kailin Curran,1.0,4,0,GOOD
Chris Heatherly,1.0,2,0,GOOD
Edgar Garcia,0.25,1,3,QUESTIONABLE
Jorge de Oliveira,1.0,2,0,GOOD
Wagner Silva,1.0,2,0,GOOD
Clint Hester,0.5,2,2,QUESTIONABLE
Guto Inocente,1.0,2,0,GOOD
Dylan Andrews,0.6666666666666666,2,1,QUESTIONABLE
Richie Vaculik,0.25,1,3,QUESTIONABLE
Vik Grujic,0.3333333333333333,1,2,QUESTIONABLE
Hans Stringer,0.0,0,3,QUESTIONABLE
William Patolino,0.3333333333333333,1,2,QUESTIONABLE
Naoyuki Kotani,1.0,4,0,GOOD
Scott Jorgensen,0.7,7,3,QUESTIONABLE
Yosdenis Cedeno,0.6666666666666666,2,1,QUESTIONABLE
Bruno Santos,0.0,0,3,QUESTIONABLE
Anthony Njokuani,0.5,3,3,QUESTIONABLE
Jake Lindsey,1.0,2,0,GOOD
Akira Corassani,0.5,3,3,QUESTIONABLE
Gasan Umalatov,0.5,2,2,QUESTIONABLE
Tor Troeng,1.0,3,0,GOOD
Ernest Chavez,0.3333333333333333,1,2,QUESTIONABLE
Chris Cariaso,0.46153846153846156,6,7,QUESTIONABLE
Takeya Mizugaki,0.625,5,3,QUESTIONABLE
Cody Gibson,0.75,3,1,GOOD
Amir Sadollah,0.1111111111111111,1,8,QUESTIONABLE
Rin Nakai,1.0,2,0,GOOD
Kazuki Tokudome,1.0,3,0,GOOD
Piotr Hallmann,0.5,3,3,QUESTIONABLE
Wendell Oliveira,0.5,1,1,QUESTIONABLE
Dashon Johnson,1.0,2,0,GOOD
Igor Araujo,0.5,2,2,QUESTIONABLE
Johnny Bedford,0.16666666666666666,1,5,QUESTIONABLE
Justin Scoggins,0.42857142857142855,3,4,QUESTIONABLE
Rodrigo Damm,0.6,3,2,QUESTIONABLE
Sean Soriano,1.0,2,0,GOOD
Danny Castillo,0.36363636363636365,4,7,QUESTIONABLE
Shayna Baszler,1.0,2,0,GOOD
Ramsey Nijem,0.5714285714285714,4,3,QUESTIONABLE
Ruan Potts,1.0,3,0,GOOD
Cain Carrizosa,1.0,2,0,GOOD
Mike Pyle,0.2857142857142857,4,10,QUESTIONABLE
Francis Carmont,0.4444444444444444,4,5,QUESTIONABLE
Tom Niinimaki,1.0,4,0,GOOD
Aaron Phillips,1.0,2,0,GOOD
Cung Le,0.25,1,3,QUESTIONABLE
Danny Mitchell,1.0,2,0,GOOD
Roland Delorme,0.6,3,2,QUESTIONABLE
Seth Baczynski,0.3333333333333333,3,6,QUESTIONABLE
Jack May,1.0,2,0,GOOD
Robert Peralta,0.2857142857142857,2,5,QUESTIONABLE
Zach Makovsky,0.8,4,1,GOOD
Josh Thomson,0.8333333333333334,5,1,GOOD
Daron Cruickshank,0.6,6,4,QUESTIONABLE
Kyle Kingsbury,0.16666666666666666,1,5,QUESTIONABLE
Hernani Perpetuo,0.5,1,1,QUESTIONABLE
Steven Siler,0.14285714285714285,1,6,QUESTIONABLE
Brad Pickett,0.75,9,3,GOOD
Chris Dempsey,1.0,2,0,GOOD
Phil Harris,0.25,1,3,QUESTIONABLE
Alptekin Ozkilic,0.5,2,2,QUESTIONABLE
Pat Healy,1.0,5,0,GOOD
Hugo Viana,1.0,3,0,GOOD
BJ Penn,0.3888888888888889,7,11,QUESTIONABLE
Jumabieke Tuerxun,1.0,2,0,GOOD
Nico Musoke,0.5,3,3,QUESTIONABLE
Andrew Craig,0.7142857142857143,5,2,QUESTIONABLE
Colton Smith,1.0,3,0,GOOD
James Te Huna,0.4,2,3,QUESTIONABLE
Hatsu Hioki,0.7142857142857143,5,2,QUESTIONABLE
Mike Rhodes,0.0,0,3,QUESTIONABLE
Roldan Sangcha-an,1.0,2,0,GOOD
Ali Bagautinov,0.6,3,2,QUESTIONABLE
Rafael Feijao,0.8,4,1,GOOD
Brendan Schaub,0.7142857142857143,5,2,QUESTIONABLE
Ryan Jimmo,0.8571428571428571,6,1,GOOD
Elizabeth Phillips,0.5,1,1,QUESTIONABLE
Mike Easton,0.3333333333333333,2,4,QUESTIONABLE
Josh Shockley,0.5,1,1,QUESTIONABLE
Bobby Voelker,1.0,4,0,GOOD
Roger Narvaez,0.6666666666666666,2,1,QUESTIONABLE
Fabio Maldonado,0.2727272727272727,3,8,QUESTIONABLE
Marcio Alexandre Junior,1.0,3,0,GOOD
Paulo Thiago,0.5833333333333334,7,5,QUESTIONABLE
Mark Eddiva,0.5,2,2,QUESTIONABLE
Matt Hobar,0.6666666666666666,2,1,QUESTIONABLE
Vaughan Lee,0.2857142857142857,2,5,QUESTIONABLE
Andy Ogle,0.3333333333333333,2,4,QUESTIONABLE
Viktor Pesta,1.0,4,0,GOOD
Jamie Varner,0.8333333333333334,5,1,GOOD
Katsunori Kikuno,0.5,2,2,QUESTIONABLE
Darrell Montague,0.5,1,1,QUESTIONABLE
Yan Cabral,0.6,3,2,QUESTIONABLE
Anthony Lapsley,1.0,2,0,GOOD
Estevan Payan,1.0,3,0,GOOD
Sam Stout,0.13333333333333333,2,13,QUESTIONABLE
Minotauro Nogueira,0.9090909090909091,10,1,GOOD
Alan Omer,0.5,1,1,QUESTIONABLE
Ronny Markes,0.25,1,3,QUESTIONABLE
Jimy Hettes,0.5,2,2,QUESTIONABLE
Renee Forte,0.6666666666666666,2,1,QUESTIONABLE
Will Campuzano,1.0,4,0,GOOD
Bubba McDaniel,1.0,2,0,GOOD
Daniel Pineda,0.5,2,2,QUESTIONABLE
Cyrille Diabate,0.3333333333333333,2,4,QUESTIONABLE
Mats Nilsson,1.0,2,0,GOOD
Louis Gaudinot,0.75,3,1,GOOD
John Hathaway,0.5,3,3,QUESTIONABLE
Ivan Menjivar,0.8333333333333334,5,1,GOOD
Nam Phan,0.42857142857142855,3,4,QUESTIONABLE
TJ Waldburger,0.4,2,3,QUESTIONABLE
Rafaello Oliveira,0.8333333333333334,5,1,GOOD
Cristiano Marcello,0.5,2,2,QUESTIONABLE
Tom Watson,0.5,3,3,QUESTIONABLE
Gabriel Gonzaga,0.7142857142857143,10,4,QUESTIONABLE
Yves Jabouin,0.42857142857142855,3,4,QUESTIONABLE
Justin Edwards,0.8,4,1,GOOD
Garett Whiteley,0.3333333333333333,1,2,QUESTIONABLE
Hyun Gyu Lim,0.5,2,2,QUESTIONABLE
Quinn Mulhern,0.5,1,1,QUESTIONABLE
Chris Leben,0.26666666666666666,4,11,QUESTIONABLE
Gleison Tibau,0.8181818181818182,18,4,GOOD
Mac Danzig,0.1111111111111111,1,8,QUESTIONABLE
Cody McKenzie,1.0,5,0,GOOD
Darren Uyenoyama,0.5,2,2,QUESTIONABLE
Anthony Perosh,0.6363636363636364,7,4,QUESTIONABLE
Pat Barry,0.7,7,3,QUESTIONABLE
Julie Kedzie,0.5,1,1,QUESTIONABLE
Gray Maynard,0.8571428571428571,12,2,GOOD
Rory MacDonald,0.5454545454545454,6,5,QUESTIONABLE
Josh Koscheck,0.47058823529411764,8,9,QUESTIONABLE
Brian Ebersole,0.42857142857142855,3,4,QUESTIONABLE
Edwin Figueroa,0.6666666666666666,2,1,QUESTIONABLE
Igor Pokrajac,0.8,8,2,GOOD
Thiago Perpetuo,0.5,1,1,QUESTIONABLE
Alessio Sakara,0.4444444444444444,4,5,QUESTIONABLE
Rosi Sexton,0.5,1,1,QUESTIONABLE
Matt Hamill,0.45454545454545453,5,6,QUESTIONABLE
Joey Beltran,0.375,3,5,QUESTIONABLE
David Mitchell,1.0,5,0,GOOD
Iliarde Santos,1.0,3,0,GOOD
Costas Philippou,0.375,3,5,QUESTIONABLE
Chris Clements,0.5,2,2,QUESTIONABLE
Dustin Kimura,0.5,2,2,QUESTIONABLE
Marcos Vinicius,1.0,2,0,GOOD
Keith Wisniewski,1.0,4,0,GOOD
Pascal Krauss,0.5,1,1,QUESTIONABLE
Jared Hamman,0.16666666666666666,1,5,QUESTIONABLE
Martin Kampmann,0.7692307692307693,10,3,GOOD
Brian Melancon,0.5,1,1,QUESTIONABLE
Papy Abedi,0.75,3,1,GOOD
James Head,0.75,3,1,GOOD
Benny Alloway,1.0,2,0,GOOD
Vinny Magalhaes,0.4,2,3,QUESTIONABLE
Sheila Gaff,1.0,2,0,GOOD
Josh Clopton,1.0,2,0,GOOD
Ednaldo Oliveira,1.0,2,0,GOOD
Bristol Marunde,1.0,2,0,GOOD
Dave Herman,0.75,3,1,GOOD
John Maguire,0.5,2,2,QUESTIONABLE
Dustin Pague,0.3333333333333333,1,2,QUESTIONABLE
Jason High,0.3333333333333333,1,2,QUESTIONABLE
Karlos Vemola,0.3333333333333333,2,4,QUESTIONABLE
John Cholish,0.0,0,3,QUESTIONABLE
Roger Hollett,1.0,2,0,GOOD
Chael Sonnen,0.6363636363636364,7,4,QUESTIONABLE
Alan Belcher,0.4166666666666667,5,7,QUESTIONABLE
Cheick Kongo,0.5,5,5,QUESTIONABLE
Leonard Garcia,0.8333333333333334,5,1,GOOD
Kurt Holobaugh,1.0,3,0,GOOD
Gilbert Melendez,1.0,6,0,GOOD
Bart Palaszewski,0.75,3,1,GOOD
Justin Lawrence,0.3333333333333333,1,2,QUESTIONABLE
Philip De Fries,0.3333333333333333,1,2,QUESTIONABLE
Michael Kuiper,0.6666666666666666,2,1,QUESTIONABLE
Besam Yousef,1.0,2,0,GOOD
Nick Diaz,0.5555555555555556,5,4,QUESTIONABLE
Antonio Carvalho,0.75,3,1,GOOD
Dan Miller,0.8888888888888888,8,1,GOOD
Issei Tamura,1.0,2,0,GOOD
Brian Stann,0.1,1,9,QUESTIONABLE
Hector Lombard,1.0,8,0,GOOD
Riki Fukuda,0.3333333333333333,1,2,QUESTIONABLE
Josh Neer,0.5833333333333334,7,5,QUESTIONABLE
Lavar Johnson,0.75,3,1,GOOD
Anton Kuivanen,1.0,2,0,GOOD
Jorge Santiago,0.8,4,1,GOOD
Paul Sass,0.25,1,3,QUESTIONABLE
Josh Grispi,1.0,3,0,GOOD
Jon Fitch,0.75,12,4,GOOD
Ian McCall,0.6666666666666666,4,2,QUESTIONABLE
Jay Hieron,0.75,3,1,GOOD
Jacob Volkmann,0.3333333333333333,2,4,QUESTIONABLE
Matt Wiman,0.9285714285714286,13,1,GOOD
Vladimir Matyushenko,0.3333333333333333,2,4,QUESTIONABLE
Simeon Thoresen,0.6666666666666666,2,1,QUESTIONABLE
Milton Vieira,1.0,2,0,GOOD
Diego Nunes,0.4,2,3,QUESTIONABLE
Wagner Prado,1.0,3,0,GOOD
Shane del Rosario,1.0,2,0,GOOD
Nick Catone,0.6666666666666666,4,2,QUESTIONABLE
Marcus LeVesseur,0.0,0,3,QUESTIONABLE
Tom Lawlor,0.9,9,1,GOOD
Mark Hominick,0.75,3,1,GOOD
Rich Franklin,0.8235294117647058,14,3,GOOD
Tom DeBlass,1.0,2,0,GOOD
Luiz Cane,0.14285714285714285,1,6,QUESTIONABLE
Aaron Simpson,0.3333333333333333,3,6,QUESTIONABLE
Carlo Prater,0.3333333333333333,1,2,QUESTIONABLE
Duane Ludwig,0.625,5,3,QUESTIONABLE
DaMarques Johnson,0.8333333333333334,5,1,GOOD
Jason Young,1.0,3,0,GOOD
Lance Benoist,0.3333333333333333,1,2,QUESTIONABLE
Walel Watson,1.0,3,0,GOOD
Oli Thompson,1.0,2,0,GOOD
Michihiro Omigawa,0.8571428571428571,6,1,GOOD
Mitch Gagnon,0.7142857142857143,5,2,QUESTIONABLE
Mitch Clarke,0.5,3,3,QUESTIONABLE
Damacio Page,0.5,1,1,QUESTIONABLE
Josh Ferguson,1.0,2,0,GOOD
Tito Ortiz,0.8125,13,3,GOOD
Wanderlei Silva,1.0,9,0,GOOD
Spencer Fisher,0.2727272727272727,3,8,QUESTIONABLE
Ricardo Funch,1.0,4,0,GOOD
Jared Papazian,1.0,2,0,GOOD
Jake Hecht,0.0,0,3,QUESTIONABLE
Jason Miller,0.6666666666666666,2,1,QUESTIONABLE
Jason MacDonald,0.8571428571428571,12,2,GOOD
Jeff Curran,0.6666666666666666,2,1,QUESTIONABLE
Pablo Garza,0.6,3,2,QUESTIONABLE
Mike Massenzio,0.8,4,1,GOOD
Che Mills,0.3333333333333333,1,2,QUESTIONABLE
Miguel Torres,0.5,2,2,QUESTIONABLE
John Alessio,1.0,3,0,GOOD
Mackens Semerzier,0.0,0,2,QUESTIONABLE
Norifumi Yamamoto,0.25,1,3,QUESTIONABLE
Mike Pierce,0.2857142857142857,2,5,QUESTIONABLE
Clifford Starks,0.5,1,1,QUESTIONABLE
Dustin Jacoby,1.0,2,0,GOOD
Christian Morecraft,1.0,3,0,GOOD
Kamal Shalorus,1.0,2,0,GOOD
Sean Pierson,0.25,1,3,QUESTIONABLE
Claude Patrick,0.6666666666666666,2,1,QUESTIONABLE
Krzysztof Soszynski,0.8,4,1,GOOD
Rich Attonito,0.0,0,2,QUESTIONABLE
Nick Pace,0.5,1,1,QUESTIONABLE
Cain Velasquez,0.7777777777777778,7,2,GOOD
Tyson Griffin,0.6666666666666666,6,3,QUESTIONABLE
Eliot Marshall,0.25,1,3,QUESTIONABLE
Kenny Florian,0.8181818181818182,9,2,GOOD
Eric Schafer,0.5,3,3,QUESTIONABLE
Dan Hardy,0.42857142857142855,3,4,QUESTIONABLE
Andre Winner,0.25,1,3,QUESTIONABLE
Joe Stevenson,0.7142857142857143,10,4,QUESTIONABLE
Shane Carwin,0.2,1,4,QUESTIONABLE
Tim Credeur,0.3333333333333333,1,2,QUESTIONABLE
Kendall Grove,0.7777777777777778,7,2,GOOD
Randy Couture,0.5714285714285714,8,6,QUESTIONABLE
Mark Bocek,0.5555555555555556,5,4,QUESTIONABLE
Ryan Jensen,0.8571428571428571,6,1,GOOD
Ricardo Almeida,0.6,3,2,QUESTIONABLE
Kurt Pellegrino,0.6666666666666666,6,3,QUESTIONABLE
Rob Kimmons,0.75,3,1,GOOD
George Sotiropoulos,0.8,4,1,GOOD
Chris Lytle,0.5454545454545454,6,5,QUESTIONABLE
Paul Kelly,0.8,4,1,GOOD
Tim Hague,1.0,2,0,GOOD
Thiago Silva,0.75,6,2,GOOD
Marcus Davis,1.0,9,0,GOOD
Phil Baroni,1.0,7,0,GOOD
Sean McCorkle,0.0,0,2,QUESTIONABLE
Joe Doerksen,0.75,6,2,GOOD
Dustin Hazelett,0.5,3,3,QUESTIONABLE
TJ Grant,0.3333333333333333,2,4,QUESTIONABLE
Karo Parisyan,0.9,9,1,GOOD
Goran Reljic,1.0,4,0,GOOD
Nick Osipczak,0.6666666666666666,2,1,QUESTIONABLE
Seth Petruzelli,1.0,3,0,GOOD
Paul Taylor,1.0,5,0,GOOD
Gilbert Yvel,1.0,2,0,GOOD
Yoshihiro Akiyama,0.8,4,1,GOOD
James Wilks,0.0,0,3,QUESTIONABLE
Matt Serra,0.5,5,5,QUESTIONABLE
Forrest Petz,0.5,2,2,QUESTIONABLE
Mario Miranda,0.3333333333333333,1,2,QUESTIONABLE
John Salter,0.3333333333333333,1,2,QUESTIONABLE
Rodney Wallace,0.6666666666666666,2,1,QUESTIONABLE
James Irvin,0.875,7,1,GOOD
Steve Steinbeiss,1.0,2,0,GOOD
Keith Jardine,0.8,8,2,GOOD
Chuck Liddell,0.2857142857142857,4,10,QUESTIONABLE
David Loiseau,0.6,3,2,QUESTIONABLE
Paul Daley,0.3333333333333333,1,2,QUESTIONABLE
Jonathan Goulet,0.625,5,3,QUESTIONABLE
Brad Blackburn,0.3333333333333333,1,2,QUESTIONABLE
Caol Uno,0.3333333333333333,2,4,QUESTIONABLE
Brandon Vera,0.4444444444444444,4,5,QUESTIONABLE
Shannon Gugerty,0.3333333333333333,1,2,QUESTIONABLE
Brian Foster,0.5,2,2,QUESTIONABLE
Mike Swick,0.375,3,5,QUESTIONABLE
Dennis Hallman,0.8333333333333334,5,1,GOOD
Yoshiyuki Yoshida,1.0,2,0,GOOD
Forrest Griffin,0.7142857142857143,5,2,QUESTIONABLE
Nate Quarry,1.0,7,0,GOOD
Soa Palelei,0.5,3,3,QUESTIONABLE
Junior Assuncao,1.0,2,0,GOOD
Marc-Andre Barriault,1.0,3,0,GOOD
Vanessa Melo,1.0,2,0,GOOD
Khadis Ibragimov,1.0,2,0,GOOD
Klidson Abreu,1.0,2,0,GOOD
Lauren Mueller,1.0,2,0,GOOD
Carlos Huachin,0.5,1,1,QUESTIONABLE
Marcos Mariano,1.0,2,0,GOOD
Jordan Griffin,1.0,2,0,GOOD
Kyle Prepolec,1.0,2,0,GOOD
Humberto Bandenay,1.0,3,0,GOOD
Trevin Giles,1.0,2,0,GOOD
Salim Touahri,1.0,3,0,GOOD
Kyle Stewart,1.0,2,0,GOOD
Vince Morales,1.0,2,0,GOOD
Dan Moret,1.0,2,0,GOOD
Ariane Lipski,1.0,2,0,GOOD
Bevon Lewis,1.0,2,0,GOOD
Priscila Cachoeira,1.0,3,0,GOOD
Talita Bernardo,0.6666666666666666,2,1,QUESTIONABLE
Dmitrii Smoliakov,1.0,3,0,GOOD
Teruto Ishihara,1.0,4,0,GOOD
Te Edwards,1.0,2,0,GOOD
Chris de la Rocha,0.6666666666666666,2,1,QUESTIONABLE
Elias Garcia,0.5,1,1,QUESTIONABLE
Ricky Rainey,1.0,2,0,GOOD
Amanda Cooper,1.0,2,0,GOOD
Craig White,0.5,1,1,QUESTIONABLE
Jeremy Kimball,0.5,1,1,QUESTIONABLE
Damian Stasiak,1.0,4,0,GOOD
Jenel Lausa,1.0,2,0,GOOD
Sabah Homasi,0.3333333333333333,1,2,QUESTIONABLE
Darrell Horcher,1.0,2,0,GOOD
Albert Morales,1.0,4,0,GOOD
Carls John De Tomas,1.0,2,0,GOOD
Bobby Nash,0.5,1,1,QUESTIONABLE
Ashkan Mokhtarian,1.0,2,0,GOOD
Rashad Coulter,0.5,1,1,QUESTIONABLE
Michel Quinones,1.0,2,0,GOOD
Henrique da Silva,1.0,4,0,GOOD
Frankie Perez,1.0,3,0,GOOD
Ryan Janes,0.5,1,1,QUESTIONABLE
Kwan Ho Kwak,1.0,2,0,GOOD
Kiichi Kunimoto,1.0,3,0,GOOD
Jessica Aguilar,1.0,2,0,GOOD
Michael McBride,1.0,2,0,GOOD
Jocelyn Jones-Lybarger,1.0,3,0,GOOD
Brandon Thatch,0.6666666666666666,4,2,QUESTIONABLE
James Moontasri,1.0,3,0,GOOD
Tim Kennedy,0.25,1,3,QUESTIONABLE
Valerie Letourneau,0.5,2,2,QUESTIONABLE
Joe Gigliotti,1.0,2,0,GOOD
Elvis Mutapcic,1.0,3,0,GOOD
Ning Guangyou,1.0,3,0,GOOD
Christian Colombo,1.0,2,0,GOOD
Lukasz Sajewski,1.0,2,0,GOOD
Cody East,0.5,1,1,QUESTIONABLE
Kelly Faszholz,1.0,2,0,GOOD
Hector Urbina,1.0,3,0,GOOD
Augusto Montano,0.6666666666666666,2,1,QUESTIONABLE
Caio Magalhaes,0.5,2,2,QUESTIONABLE
Garreth McLellan,0.6666666666666666,2,1,QUESTIONABLE
Shane Campbell,1.0,4,0,GOOD
Alberto Uda,1.0,2,0,GOOD
Jim Alers,0.75,3,1,GOOD
Cristina Stanciu,1.0,2,0,GOOD
Mehdi Baghdad,1.0,2,0,GOOD
Chris Beal,0.75,3,1,GOOD
Dominic Waters,1.0,3,0,GOOD
Chris Kelades,0.5,1,1,QUESTIONABLE
Jonavin Webb,1.0,2,0,GOOD
Masanori Kanehara,0.6666666666666666,2,1,QUESTIONABLE
Sarah Kaufman,0.6666666666666666,2,1,QUESTIONABLE
Yui Chul Nam,0.6666666666666666,2,1,QUESTIONABLE
Leo Kuntz,1.0,2,0,GOOD
Akbarh Arreola,0.6666666666666666,2,1,QUESTIONABLE
Steve Montgomery,0.5,1,1,QUESTIONABLE
Francisco Trevino,0.6666666666666666,2,1,QUESTIONABLE
Paul Redmond,0.5,1,1,QUESTIONABLE
Niklas Backstrom,0.5,1,1,QUESTIONABLE
Antonio Dos Santos,1.0,2,0,GOOD
Ricardo Abreu,1.0,2,0,GOOD
Justin Jones,1.0,2,0,GOOD
Phil Davis,0.2222222222222222,2,7,QUESTIONABLE
Elias Silverio,0.3333333333333333,1,2,QUESTIONABLE
Jon Madsen,0.0,0,2,QUESTIONABLE
Gerald Harris,0.0,0,2,QUESTIONABLE
