red,blue,actual,ai,ai_err,bookies,bookies_err
Wilson Reis,Hector Sandoval,1,0.01488486211746931,0.9851151378825307,0.7826086956521741,0.21739130434782594
Demetrious Johnson,Kyoji Horiguchi,1,0.9999985694885254,1.430511474609375e-06,0.9074074074074074,0.09259259259259256
Demetrious Johnson,Wilson Reis,1,0.9998601675033569,0.0001398324966430664,0.9166666666666664,0.08333333333333359
Miguel Torres,Demetrious Johnson,0,0.03589871898293495,0.03589871898293495,0.5454545454545454,0.5454545454545454
Norifumi Yamamoto,Demetrious Johnson,0,8.283950414522678e-09,8.283950414522678e-09,0.5348837209302325,0.5348837209302325
Colton Smith,Robert Whittaker,0,0.3995984196662903,0.3995984196662903,0.5833333333333334,0.5833333333333334
Robert Whittaker,Rafael Natal,1,0.06426116079092026,0.9357388392090797,0.7647058823529411,0.23529411764705888
Robert Whittaker,Stephen Thompson,0,0.8214578032493591,0.8214578032493591,0.4545454545454545,0.4545454545454545
Anthony Rocco Martin,Rashid Magomedov,0,0.7679174542427063,0.7679174542427063,0.43478260869565216,0.43478260869565216
Beneil Dariush,Rashid Magomedov,1,0.9999970197677612,2.9802322387695312e-06,0.5348837209302325,0.4651162790697675
Rodrigo Damm,Rashid Magomedov,0,0.9798025488853455,0.9798025488853455,0.2564102564102564,0.2564102564102564
Gegard Mousasi,Costas Philippou,1,0.9946491122245789,0.005350887775421143,0.8888888888888888,0.11111111111111116
Gegard Mousasi,Thales Leites,1,0.8566911220550537,0.1433088779449463,0.75,0.25
Gegard Mousasi,Thiago Santos,1,0.9909342527389526,0.009065747261047363,0.7435897435897436,0.2564102564102564
Mark Munoz,Gegard Mousasi,0,0.031074251979589462,0.031074251979589462,0.29850746268656714,0.29850746268656714
Andre Fili,Myles Jury,1,0.296521931886673,0.703478068113327,0.43478260869565216,0.5652173913043479
Charles Oliveira,Myles Jury,1,0.0008804476237855852,0.9991195523762144,0.4081632653061225,0.5918367346938775
Diego Sanchez,Myles Jury,0,1.2401002095430158e-05,1.2401002095430158e-05,0.3846153846153847,0.3846153846153847
Donald Cerrone,Myles Jury,1,0.37333887815475464,0.6266611218452454,0.5555555555555556,0.4444444444444444
Michael Johnson,Myles Jury,0,0.2707010507583618,0.2707010507583618,0.7183098591549296,0.7183098591549296
Myles Jury,Mike de la Torre,1,0.9998565912246704,0.00014340877532958984,0.8181818181818182,0.18181818181818177
Ramsey Nijem,Myles Jury,0,0.004806624725461006,0.004806624725461006,0.3448275862068966,0.3448275862068966
Bethe Correia,Marion Reneau,1,0.06961731612682343,0.9303826838731766,0.5238095238095238,0.47619047619047616
Holly Holm,Bethe Correia,1,0.9966614246368408,0.0033385753631591797,0.8507462686567164,0.14925373134328357
Irene Aldana,Bethe Correia,1,0.9999310970306396,6.890296936035156e-05,0.8,0.19999999999999996
Julie Kedzie,Bethe Correia,0,0.9700233936309814,0.9700233936309814,0.6296296296296297,0.6296296296296297
Iuri Alcantara,Joe Soto,1,0.385667085647583,0.614332914352417,0.5454545454545454,0.4545454545454546
Carlos Condit,Johny Hendricks,0,0.9073068499565125,0.9073068499565125,0.5348837209302325,0.5348837209302325
Johny Hendricks,Hector Lombard,1,0.6203715205192566,0.3796284794807434,0.4761904761904761,0.523809523809524
Johny Hendricks,Rick Story,0,0.007445031777024269,0.007445031777024269,0.6402877697841727,0.6402877697841727
Jon Fitch,Johny Hendricks,0,0.9958301186561584,0.9958301186561584,0.6923076923076923,0.6923076923076923
Josh Koscheck,Johny Hendricks,0,0.5795862674713135,0.5795862674713135,0.4484304932735427,0.4484304932735427
TJ Grant,Johny Hendricks,0,0.990874171257019,0.990874171257019,0.2352941176470588,0.2352941176470588
Tim Boetsch,Johny Hendricks,1,0.9192096590995789,0.08079034090042114,0.4444444444444444,0.5555555555555556
Miesha Tate,Sara McMann,1,0.0001462077780161053,0.9998537922219839,0.37735849056603776,0.6226415094339622
Sara McMann,Alexis Davis,1,0.9961497783660889,0.003850221633911133,0.6078431372549019,0.3921568627450981
Sara McMann,Gina Mazany,1,0.8098355531692505,0.1901644468307495,0.8888888888888888,0.11111111111111116
Beneil Dariush,James Vick,1,0.9996175765991211,0.00038242340087890625,0.5833333333333334,0.41666666666666663
Justin Gaethje,James Vick,1,0.9994211196899414,0.0005788803100585938,0.4545454545454545,0.5454545454545455
Niko Price,James Vick,1,0.47932109236717224,0.5206789076328278,0.5918367346938775,0.40816326530612246
Ramsey Nijem,James Vick,0,0.9977983236312866,0.9977983236312866,0.6551724137931035,0.6551724137931035
Jake Collier,Marcel Fortuna,1,0.385667085647583,0.614332914352417,0.31746031746031744,0.6825396825396826
Adam Milstead,Curtis Blaydes,1,0.003453249344602227,0.9965467506553978,0.2352941176470588,0.7647058823529412
Jordan Johnson,Adam Milstead,1,1.0,0.0,0.7183098591549296,0.2816901408450704
Eric Spicely,Alessio Di Chirico,1,0.385667085647583,0.614332914352417,0.5238095238095238,0.47619047619047616
Aljamain Sterling,Augusto Mendes,1,0.9999997615814209,2.384185791015625e-07,0.8,0.19999999999999996
Cody Garbrandt,Augusto Mendes,1,0.2304176688194275,0.7695823311805725,0.8181818181818182,0.18181818181818177
Jared Cannonier,Cyril Asker,1,0.9999967813491821,3.2186508178710938e-06,0.5744680851063829,0.4255319148936171
Tai Tuivasa,Cyril Asker,1,0.9841620922088623,0.015837907791137695,0.7333333333333333,0.2666666666666667
Cody Garbrandt,Augusto Mendes,1,0.7038539052009583,0.29614609479904175,0.8181818181818182,0.18181818181818177
Cody Garbrandt,Takeya Mizugaki,1,2.7527624979484244e-07,0.9999997247237502,0.84,0.16000000000000003
Amir Sadollah,Dong Hyun Kim,0,0.41182875633239746,0.41182875633239746,0.5,0.5
Dong Hyun Kim,Demian Maia,0,0.20758283138275146,0.20758283138275146,0.588477366255144,0.588477366255144
Dong Hyun Kim,Dominic Waters,1,0.9925400614738464,0.0074599385261535645,0.8888888888888888,0.11111111111111116
Dong Hyun Kim,Tarec Saffiedine,1,0.9998453855514526,0.00015461444854736328,0.5918367346938775,0.40816326530612246
Erick Silva,Dong Hyun Kim,0,4.4089124457968865e-06,4.4089124457968865e-06,0.6296296296296297,0.6296296296296297
Nate Diaz,Dong Hyun Kim,0,0.45971205830574036,0.45971205830574036,0.4524886877828054,0.4524886877828054
Alexander Volkanovski,Mizuto Hirota,1,0.975406289100647,0.024593710899353027,0.8529411764705883,0.1470588235294117
Mizuto Hirota,Rani Yahya,0,1.6564838006161153e-05,1.6564838006161153e-05,0.6,0.6
Mizuto Hirota,Teruto Ishihara,1,0.9814527034759521,0.01854729652404785,0.7435897435897436,0.2564102564102564
Cris Cyborg,Leslie Smith,1,0.9999507665634155,4.9233436584472656e-05,0.9375,0.0625
Leslie Smith,Irene Aldana,1,0.24860194325447083,0.7513980567455292,0.28169014084507044,0.7183098591549295
Leslie Smith,Rin Nakai,1,0.03492927923798561,0.9650707207620144,0.5652173913043478,0.4347826086956522
Kamaru Usman,Emil Meek,1,0.385667085647583,0.614332914352417,0.8823529411764706,0.11764705882352944
Felice Herrig,Justine Kish,1,0.24779924750328064,0.7522007524967194,0.4166666666666667,0.5833333333333333
Justine Kish,Ashley Yoder,1,0.3006303906440735,0.6993696093559265,0.696969696969697,0.303030303030303
Justine Kish,Nina Ansaroff,1,0.7957053780555725,0.2042946219444275,0.6875,0.3125
Juliana Lima,JJ Aldrich,1,0.9999762773513794,2.372264862060547e-05,0.696969696969697,0.303030303030303
Juliana Lima,Joanna Jedrzejczyk,0,0.00847215112298727,0.00847215112298727,0.2597402597402597,0.2597402597402597
Randa Markos,Juliana Lima,1,0.9898350834846497,0.010164916515350342,0.6078431372549019,0.3921568627450981
Devonte Smith,Dong Hyun Ma,1,0.9996496438980103,0.0003503561019897461,0.7297297297297297,0.2702702702702703
Dominique Steele,Dong Hyun Ma,1,0.996654748916626,0.0033452510833740234,0.5652173913043478,0.4347826086956522
Dong Hyun Ma,Brendan O'Reilly,1,6.951994237169856e-06,0.9999930480057628,0.6,0.4
Scott Holtzman,Dong Hyun Ma,1,0.9993550181388855,0.000644981861114502,0.7959183673469387,0.20408163265306134
Viviane Pereira,Jamie Moyle,1,0.385667085647583,0.614332914352417,0.6428571428571429,0.3571428571428571
Joaquim Silva,Andrew Holbrook,1,0.9999959468841553,4.0531158447265625e-06,0.4651162790697674,0.5348837209302326
Thibault Gouti,Andrew Holbrook,1,0.9788063168525696,0.02119368314743042,0.3921568627450981,0.6078431372549019
Maryna Moroz,Danielle Taylor,1,0.385667085647583,0.614332914352417,0.7333333333333333,0.2666666666666667
Daniel Kelly,Antonio Carlos Junior,1,7.96003732830286e-05,0.999920399626717,0.20618556701030927,0.7938144329896908
Daniel Kelly,Chris Camozzi,1,0.012858080677688122,0.9871419193223119,0.37735849056603776,0.6226415094339622
Daniel Kelly,Steve Montgomery,1,0.9976032376289368,0.0023967623710632324,0.30303030303030304,0.696969696969697
Elias Theodorou,Daniel Kelly,1,0.9994432330131531,0.0005567669868469238,0.7560975609756098,0.24390243902439024
Rampage Jackson,Ryan Bader,0,0.8510811924934387,0.8510811924934387,0.5918367346938775,0.5918367346938775
Rogerio Nogueira,Ryan Bader,0,0.0029099194798618555,0.0029099194798618555,0.3846153846153847,0.3846153846153847
Ryan Bader,Ilir Latifi,1,0.9999988079071045,1.1920928955078125e-06,0.6296296296296297,0.37037037037037035
Ryan Bader,Rogerio Nogueira,1,0.7379900813102722,0.2620099186897278,0.7727272727272727,0.2272727272727273
Thomas Almeida,Albert Morales,1,4.2333169403718784e-05,0.9999576668305963,0.75,0.25
Thomas Almeida,Anthony Birchak,1,0.006633093114942312,0.9933669068850577,0.84,0.16000000000000003
Aljamain Sterling,Johnny Eduardo,1,1.0,0.0,0.8648648648648648,0.1351351351351352
Eddie Wineland,Johnny Eduardo,0,0.9863492250442505,0.9863492250442505,0.9033816425120772,0.9033816425120772
Jeff Curran,Johnny Eduardo,0,0.5749219059944153,0.5749219059944153,0.4761904761904761,0.4761904761904761
Johnny Eduardo,Manvel Gamburyan,1,0.4046756327152252,0.5953243672847748,0.5833333333333334,0.41666666666666663
Francis Ngannou,Luis Henrique,1,0.001668269862420857,0.9983317301375791,0.5833333333333334,0.41666666666666663
Luis Henrique,Christian Colombo,1,0.9959732890129089,0.0040267109870910645,0.7435897435897436,0.2564102564102564
Luis Henrique,Dmitrii Smoliakov,1,0.9968269467353821,0.00317305326461792,0.4878048780487805,0.5121951219512195
Marcin Tybura,Luis Henrique,1,0.5104181170463562,0.4895818829536438,0.6363636363636364,0.36363636363636365
Ednaldo Oliveira,Francimar Barroso,0,0.000284230278339237,0.000284230278339237,0.5454545454545454,0.5454545454545454
Francimar Barroso,Darren Stewart,1,0.9115426540374756,0.08845734596252441,0.6078431372549019,0.3921568627450981
Francimar Barroso,Elvis Mutapcic,1,1.0,0.0,0.4166666666666667,0.5833333333333333
Francimar Barroso,Hans Stringer,0,0.7587006092071533,0.7587006092071533,0.5744680851063829,0.5744680851063829
Francimar Barroso,Ryan Jimmo,1,0.8114396333694458,0.1885603666305542,0.29850746268656714,0.7014925373134329
Gian Villante,Francimar Barroso,1,0.45786795020103455,0.5421320497989655,0.6078431372549019,0.3921568627450981
Nikita Krylov,Francimar Barroso,1,0.46807175874710083,0.5319282412528992,0.6666666666666665,0.3333333333333335
Artem Lobov,Chris Avila,1,0.7252039313316345,0.2747960686683655,0.5833333333333334,0.41666666666666663
Artem Lobov,Teruto Ishihara,1,0.13120517134666443,0.8687948286533356,0.3125,0.6875
Cub Swanson,Artem Lobov,1,0.9946139454841614,0.005386054515838623,0.8571428571428571,0.1428571428571429
Michael Johnson,Artem Lobov,1,0.8367590308189392,0.1632409691810608,0.875,0.125
Demetrious Johnson,Kyoji Horiguchi,1,0.8751146197319031,0.12488538026809692,0.9074074074074074,0.09259259259259256
Kyoji Horiguchi,Ali Bagautinov,1,0.5610415935516357,0.43895840644836426,0.6666666666666665,0.3333333333333335
Kyoji Horiguchi,Chico Camus,1,0.021889841184020042,0.97811015881598,0.8076923076923077,0.1923076923076923
Kyoji Horiguchi,Louis Gaudinot,1,0.9872635006904602,0.012736499309539795,0.84,0.16000000000000003
Kyoji Horiguchi,Neil Seery,1,0.04542321711778641,0.9545767828822136,0.8571428571428571,0.1428571428571429
Johnny Walker,Justin Ledet,1,0.9641180634498596,0.03588193655014038,0.701492537313433,0.298507462686567
Justin Ledet,Mark Godbeer,1,0.0022232811897993088,0.9977767188102007,0.5833333333333334,0.41666666666666663
Conor McGregor,Dennis Siver,1,0.5202218294143677,0.4797781705856323,0.9069767441860463,0.09302325581395365
Conor McGregor,Nate Diaz,1,0.07746681571006775,0.9225331842899323,0.8095238095238095,0.19047619047619047
Dustin Poirier,Conor McGregor,0,0.999993085861206,0.999993085861206,0.29411764705882354,0.29411764705882354
Khabib Nurmagomedov,Conor McGregor,1,0.9998955726623535,0.00010442733764648438,0.6551724137931035,0.34482758620689646
Nate Diaz,Conor McGregor,1,0.9984309077262878,0.0015690922737121582,0.4651162790697674,0.5348837209302326
Amanda Nunes,Raquel Pennington,1,0.9951452612876892,0.004854738712310791,0.875,0.125
Holly Holm,Raquel Pennington,1,0.9409478902816772,0.059052109718322754,0.5555555555555556,0.4444444444444444
Raquel Pennington,Elizabeth Phillips,1,0.9756096601486206,0.024390339851379395,0.7619047619047619,0.23809523809523814
Erik Perez,Bryan Caraway,0,3.225138789275661e-05,3.225138789275661e-05,0.5454545454545454,0.5454545454545454
Erik Perez,Felipe Arantes,1,3.798175021074712e-05,0.9999620182497893,0.7058823529411765,0.2941176470588235
Erik Perez,Taylor Lapilus,1,7.40076502552256e-05,0.9999259923497448,0.6,0.4
Michael Bisping,CB Dollaway,1,0.0037826409097760916,0.9962173590902239,0.5918367346938775,0.40816326530612246
Michael Bisping,Thales Leites,1,0.00023750482068862766,0.9997624951793114,0.5744680851063829,0.4255319148936171
Michael Bisping,Tim Kennedy,0,0.09616326540708542,0.09616326540708542,0.6666666666666665,0.6666666666666665
Kyle Kingsbury,Jimi Manuwa,0,0.385667085647583,0.385667085647583,0.3076923076923077,0.3076923076923077
Alexander Volkov,Stefan Struve,1,0.9873924851417542,0.01260751485824585,0.5652173913043478,0.4347826086956522
Alistair Overeem,Stefan Struve,1,0.23004627227783203,0.769953727722168,0.6666666666666665,0.3333333333333335
Marcin Tybura,Stefan Struve,1,0.5335965156555176,0.4664034843444824,0.6551724137931035,0.34482758620689646
Pat Barry,Stefan Struve,0,5.554500603466295e-05,5.554500603466295e-05,0.6226415094339622,0.6226415094339622
Stefan Struve,Daniel Omielanczuk,1,0.3704434931278229,0.6295565068721771,0.6551724137931035,0.34482758620689646
Stefan Struve,Mark Hunt,0,0.00010874572035390884,0.00010874572035390884,0.6721311475409836,0.6721311475409836
Stefan Struve,Minotauro Nogueira,1,2.281581679142164e-08,0.9999999771841832,0.6363636363636364,0.36363636363636365
Brad Tavares,Nate Marquardt,1,0.9841901063919067,0.01580989360809326,0.5652173913043478,0.4347826086956522
Dan Miller,Nate Marquardt,0,0.04603490233421326,0.04603490233421326,0.2597402597402597,0.2597402597402597
James Te Huna,Nate Marquardt,0,0.993327260017395,0.993327260017395,0.6666666666666665,0.6666666666666665
Kelvin Gastelum,Nate Marquardt,1,0.987248420715332,0.012751579284667969,0.8333333333333335,0.16666666666666652
Nate Marquardt,Tamdan McCrory,1,0.05862399935722351,0.9413760006427765,0.4166666666666667,0.5833333333333333
Nate Marquardt,Yushin Okami,0,0.9859445095062256,0.9859445095062256,0.6551724137931035,0.6551724137931035
Thiago Santos,Nate Marquardt,1,0.998626172542572,0.0013738274574279785,0.7826086956521741,0.21739130434782594
Vitor Belfort,Nate Marquardt,1,0.1360919177532196,0.8639080822467804,0.6428571428571429,0.3571428571428571
Aljamain Sterling,Renan Barao,1,0.9761289358139038,0.02387106418609619,0.4761904761904761,0.523809523809524
Brad Pickett,Renan Barao,0,0.007060421165078878,0.007060421165078878,0.4651162790697674,0.4651162790697674
Douglas Silva de Andrade,Renan Barao,1,0.5009079575538635,0.4990920424461365,0.701492537313433,0.298507462686567
Renan Barao,Mitch Gagnon,1,0.006666423287242651,0.9933335767127573,0.9090909090909092,0.09090909090909083
Renan Barao,Phillipe Nover,1,0.17152856290340424,0.8284714370965958,0.8648648648648648,0.1351351351351352
Renan Barao,TJ Dillashaw,0,0.3449268043041229,0.3449268043041229,0.9009900990099008,0.9009900990099008
Alexander Volkov,Roy Nelson,1,0.9999779462814331,2.205371856689453e-05,0.6078431372549019,0.3921568627450981
Josh Barnett,Roy Nelson,1,0.9826548099517822,0.017345190048217773,0.7752808988764045,0.2247191011235955
Minotauro Nogueira,Roy Nelson,0,0.6714939475059509,0.6714939475059509,0.4,0.4
Mirko Cro Cop,Roy Nelson,0,0.9397323131561279,0.9397323131561279,0.3448275862068966,0.3448275862068966
Roy Nelson,Antonio Silva,1,2.3610800781170838e-06,0.9999976389199219,0.8076923076923077,0.1923076923076923
Roy Nelson,Fabricio Werdum,0,4.487650073770055e-08,4.487650073770055e-08,0.4166666666666667,0.4166666666666667
Roy Nelson,Junior Dos Santos,0,2.0381143258418888e-05,2.0381143258418888e-05,0.24096385542168675,0.24096385542168675
Roy Nelson,Stipe Miocic,0,0.0003395676612854004,0.0003395676612854004,0.7333333333333333,0.7333333333333333
Darren Elkins,Godofredo Pepey,1,0.5198872685432434,0.4801127314567566,0.7058823529411765,0.2941176470588235
Godofredo Pepey,Andre Fili,1,0.0034257988445460796,0.9965742011554539,0.273972602739726,0.726027397260274
Godofredo Pepey,Felipe Arantes,0,0.0010656457161530852,0.0010656457161530852,0.3333333333333333,0.3333333333333333
Godofredo Pepey,Mike de la Torre,1,0.1783696711063385,0.8216303288936615,0.5238095238095238,0.47619047619047616
Godofredo Pepey,Rony Jason,0,0.000330551149090752,0.000330551149090752,0.29411764705882354,0.29411764705882354
Godofredo Pepey,Sam Sicilia,0,3.604439598348108e-06,3.604439598348108e-06,0.5454545454545454,0.5454545454545454
Mirsad Bektic,Godofredo Pepey,1,0.28713682293891907,0.7128631770610809,0.8461538461538461,0.15384615384615385
Frank Mir,Josh Barnett,0,3.91386009823691e-07,3.91386009823691e-07,0.3745318352059925,0.3745318352059925
Josh Barnett,Roy Nelson,1,0.999991774559021,8.225440979003906e-06,0.7752808988764045,0.2247191011235955
Davi Ramos,Nick Hein,1,0.9999793767929077,2.0623207092285156e-05,0.6491228070175439,0.3508771929824561
Nick Hein,Lukasz Sajewski,1,0.9872718453407288,0.01272815465927124,0.6,0.4
Nick Hein,Tae Hyun Bang,1,1.695205173746217e-05,0.9999830479482625,0.7701149425287356,0.22988505747126442
Darren Till,Jessin Ayari,1,0.006841233465820551,0.9931587665341794,0.7333333333333333,0.2666666666666667
Jessin Ayari,Jimmy Wallhead,1,0.9984972476959229,0.0015027523040771484,0.4761904761904761,0.523809523809524
Stevie Ray,Jessin Ayari,1,0.7936610579490662,0.20633894205093384,0.6153846153846154,0.3846153846153846
Erik Perez,Taylor Lapilus,1,3.9647903016248875e-11,0.999999999960352,0.6,0.4
Taylor Lapilus,Leandro Issa,1,0.7759800553321838,0.22401994466781616,0.6153846153846154,0.3846153846153846
Taylor Lapilus,Rocky Lee,1,0.9999997615814209,2.384185791015625e-07,0.6,0.4
Taylor Lapilus,Ulka Sasaki,1,0.9554412364959717,0.04455876350402832,0.29411764705882354,0.7058823529411764
Daniel Omielanczuk,Jarjis Danho,1,0.9980828762054443,0.001917123794555664,0.5238095238095238,0.47619047619047616
Jarjis Danho,Christian Colombo,1,0.9988678693771362,0.0011321306228637695,0.5744680851063829,0.4255319148936171
Mairbek Taisumov,Felipe Silva,1,0.385667085647583,0.614332914352417,0.84,0.16000000000000003
Chris Camozzi,Lorenz Larkin,0,0.50025874376297,0.50025874376297,0.21052631578947367,0.21052631578947367
Lorenz Larkin,Brad Tavares,0,0.15238840878009796,0.15238840878009796,0.7222222222222221,0.7222222222222221
Daniel Omielanczuk,Chris de la Rocha,1,0.3692856431007385,0.6307143568992615,0.5652173913043478,0.4347826086956522
Daniel Omielanczuk,Jarjis Danho,1,0.9910736680030823,0.008926331996917725,0.5238095238095238,0.47619047619047616
Stefan Struve,Daniel Omielanczuk,1,0.3088308870792389,0.6911691129207611,0.6551724137931035,0.34482758620689646
Jack Hermansson,Alex Nicholson,1,0.9999996423721313,3.5762786865234375e-07,0.6226415094339622,0.37735849056603776
Misha Cirkunov,Alex Nicholson,1,0.9478749632835388,0.05212503671646118,0.875,0.125
Sam Alvey,Alex Nicholson,1,0.8909094929695129,0.10909050703048706,0.6226415094339622,0.37735849056603776
Brock Lesnar,Alistair Overeem,0,3.5360194772238174e-09,3.5360194772238174e-09,0.43478260869565216,0.43478260869565216
Brock Lesnar,Cain Velasquez,0,0.0017956823576241732,0.0017956823576241732,0.6226415094339622,0.6226415094339622
Brock Lesnar,Mark Hunt,1,0.016661960631608963,0.983338039368391,0.4166666666666667,0.5833333333333333
Cub Swanson,Dooho Choi,1,1.0,0.0,0.3389830508474576,0.6610169491525424
Dooho Choi,Sam Sicilia,1,0.3802582025527954,0.6197417974472046,0.7142857142857143,0.2857142857142857
Dooho Choi,Thiago Tavares,1,0.004597912542521954,0.995402087457478,0.6875,0.3125
Jeremy Stephens,Dooho Choi,1,0.9999997615814209,2.384185791015625e-07,0.4081632653061225,0.5918367346938775
Erik Perez,Felipe Arantes,1,0.9945712685585022,0.005428731441497803,0.7058823529411765,0.2941176470588235
Felipe Arantes,Andre Fili,0,0.3926025927066803,0.3926025927066803,0.4,0.4
Felipe Arantes,Jerrod Sanders,1,0.0836765244603157,0.9163234755396843,0.6078431372549019,0.3921568627450981
Felipe Arantes,Kevin Souza,0,0.7184828519821167,0.7184828519821167,0.7333333333333333,0.7333333333333333
Godofredo Pepey,Felipe Arantes,0,0.0005901994300074875,0.0005901994300074875,0.3333333333333333,0.3333333333333333
Jason Saggo,Leandro Silva,1,8.794255279553909e-08,0.9999999120574472,0.5348837209302325,0.4651162790697675
Jason Saggo,Paul Felder,0,0.9995135068893433,0.9995135068893433,0.6153846153846154,0.6153846153846154
Dan Henderson,Hector Lombard,1,0.385667085647583,0.614332914352417,0.273972602739726,0.726027397260274
Alex Caceres,Edwin Figueroa,0,0.9984935522079468,0.9984935522079468,0.4651162790697674,0.4651162790697674
Alex Caceres,Masanori Kanehara,0,0.45441538095474243,0.45441538095474243,0.7468354430379747,0.7468354430379747
Alex Caceres,Masio Fullen,1,0.9962030053138733,0.003796994686126709,0.7435897435897436,0.2564102564102564
Damacio Page,Alex Caceres,0,4.435286582449294e-10,4.435286582449294e-10,0.4761904761904761,0.4761904761904761
Roland Delorme,Alex Caceres,0,0.0008923446875996888,0.0008923446875996888,0.43478260869565216,0.43478260869565216
Antonio Carlos Junior,Kevin Casey,1,0.36257508397102356,0.6374249160289764,0.7560975609756098,0.24390243902439024
Kevin Casey,Elvis Mutapcic,1,0.9999706745147705,2.9325485229492188e-05,0.4545454545454545,0.5454545454545455
Kevin Casey,Ildemar Alcantara,1,2.61543590340807e-07,0.9999997384564097,0.4545454545454545,0.5454545454545455
Rafael Natal,Kevin Casey,1,0.9987035989761353,0.001296401023864746,0.6363636363636364,0.36363636363636365
Sam Alvey,Kevin Casey,1,0.3719092607498169,0.6280907392501831,0.7297297297297297,0.2702702702702703
Brian Ebersole,Rick Story,0,0.9304456114768982,0.9304456114768982,0.3448275862068966,0.3448275862068966
Dustin Hazelett,Rick Story,0,0.1271863579750061,0.1271863579750061,0.6,0.6
Gunnar Nelson,Rick Story,0,0.622488796710968,0.622488796710968,0.7826086956521741,0.7826086956521741
Johny Hendricks,Rick Story,0,0.6692255735397339,0.6692255735397339,0.6402877697841727,0.6402877697841727
Nick Osipczak,Rick Story,0,0.8528228998184204,0.8528228998184204,0.4081632653061225,0.4081632653061225
Rick Story,Martin Kampmann,0,0.9999666213989258,0.9999666213989258,0.5238095238095238,0.5238095238095238
Thiago Alves,Rick Story,0,0.9203875064849854,0.9203875064849854,0.696969696969697,0.696969696969697
Chris Camozzi,Bruno Santos,0,0.5956437587738037,0.5956437587738037,0.7058823529411765,0.7058823529411765
Chris Camozzi,Francis Carmont,0,0.015273123979568481,0.015273123979568481,0.5348837209302325,0.5348837209302325
Chris Camozzi,Kyle Noke,0,0.40411877632141113,0.40411877632141113,0.3703703703703704,0.3703703703703704
Chris Camozzi,Lorenz Larkin,0,0.9133609533309937,0.9133609533309937,0.21052631578947367,0.21052631578947367
Chris Camozzi,Tom Watson,1,0.9991547465324402,0.0008452534675598145,0.5744680851063829,0.4255319148936171
Chris Camozzi,Vitor Miranda,1,0.9073038101196289,0.0926961898803711,0.4444444444444444,0.5555555555555556
Daniel Kelly,Chris Camozzi,1,0.303963303565979,0.696036696434021,0.37735849056603776,0.6226415094339622
Luiz Cane,Chris Camozzi,0,0.604347288608551,0.604347288608551,0.5918367346938775,0.5918367346938775
Nick Catone,Chris Camozzi,0,0.12548035383224487,0.12548035383224487,0.6774193548387096,0.6774193548387096
Thales Leites,Chris Camozzi,1,0.003595624817535281,0.9964043751824647,0.6363636363636364,0.36363636363636365
Trevor Smith,Chris Camozzi,1,0.589385986328125,0.410614013671875,0.43478260869565216,0.5652173913043479
Erik Perez,Bryan Caraway,0,0.9940807223320007,0.9940807223320007,0.5454545454545454,0.5454545454545454
Pedro Munhoz,Bryan Caraway,1,0.9998811483383179,0.0001188516616821289,0.7435897435897436,0.2564102564102564
Jared Hamman,Magnus Cedenblad,0,0.9165576696395874,0.9165576696395874,0.4545454545454545,0.4545454545454545
Magnus Cedenblad,Garreth McLellan,1,0.9620375633239746,0.03796243667602539,0.7142857142857143,0.2857142857142857
Tim Johnson,Marcin Tybura,1,0.385667085647583,0.614332914352417,0.5238095238095238,0.47619047619047616
Bec Rawlings,Seohee Ham,1,0.407478392124176,0.592521607875824,0.5238095238095238,0.47619047619047616
Paige VanZant,Bec Rawlings,1,0.21119020879268646,0.7888097912073135,0.6774193548387096,0.32258064516129037
Tecia Torres,Bec Rawlings,1,0.7129760384559631,0.28702396154403687,0.8181818181818182,0.18181818181818177
Miesha Tate,Sara McMann,1,0.385667085647583,0.614332914352417,0.37735849056603776,0.6226415094339622
Curtis Millender,Siyar Bahadurzada,1,0.9997996687889099,0.0002003312110900879,0.6,0.4
Paulo Thiago,Siyar Bahadurzada,0,0.9927089214324951,0.9927089214324951,0.6,0.6
Scott Askham,Antonio Dos Santos,1,0.9999513626098633,4.863739013671875e-05,0.701492537313433,0.298507462686567
Scott Askham,Chris Dempsey,1,0.0006648058188147843,0.9993351941811852,0.7826086956521741,0.21739130434782594
Mickael Lebout,Teemu Packalen,1,0.009200689382851124,0.9907993106171489,0.4545454545454545,0.5454545454545455
Ottman Azaitar,Teemu Packalen,1,0.9834310412406921,0.01656895875930786,0.6551724137931035,0.34482758620689646
Teemu Packalen,Thibault Gouti,1,0.9024555087089539,0.09754449129104614,0.5,0.5
Alessio Di Chirico,Oluwale Bamgbose,1,0.9988860487937927,0.0011139512062072754,0.6153846153846154,0.3846153846153846
Uriah Hall,Oluwale Bamgbose,1,0.9995833039283752,0.00041669607162475586,0.7619047619047619,0.23809523809523814
Zak Cummings,Nathan Coy,1,0.385667085647583,0.614332914352417,0.8461538461538461,0.15384615384615385
Lauren Murphy,Kelly Faszholz,1,0.9999852180480957,1.4781951904296875e-05,0.7560975609756098,0.24390243902439024
Liz Carmouche,Lauren Murphy,1,0.3975885212421417,0.6024114787578583,0.5,0.5
Dong Hyun Kim,Tarec Saffiedine,1,0.9958859086036682,0.004114091396331787,0.5918367346938775,0.40816326530612246
Tarec Saffiedine,Jake Ellenberger,1,0.7833635210990906,0.21663647890090942,0.726027397260274,0.273972602739726
