red,blue,actual,ai,ai_err,bookies,bookies_err
Donald Cerrone,Benson Henderson,1,4.0718867239775136e-05,0.9999592811327602,0.4444444444444444,0.5555555555555556
Donald Cerrone,John Makdessi,1,0.9136261940002441,0.08637380599975586,0.875,0.125
Donald Cerrone,Mike Perry,1,0.714663028717041,0.285336971282959,0.3703703703703704,0.6296296296296295
Donald Cerrone,Myles Jury,1,0.5556187629699707,0.4443812370300293,0.5555555555555556,0.4444444444444444
Donald Cerrone,Patrick Cote,1,0.5764697790145874,0.4235302209854126,0.6296296296296297,0.37037037037037035
Robbie Lawler,Donald Cerrone,1,0.00861668586730957,0.9913833141326904,0.6078431372549019,0.3921568627450981
Tony Ferguson,Donald Cerrone,1,0.9017046689987183,0.09829533100128174,0.6774193548387096,0.32258064516129037
Andrew Sanchez,Markus Perez,1,0.9873005747795105,0.012699425220489502,0.5833333333333334,0.41666666666666663
Andrew Sanchez,Trevor Smith,1,0.7611269354820251,0.23887306451797485,0.6666666666666665,0.3333333333333335
Anthony Smith,Andrew Sanchez,1,0.5324614644050598,0.4675385355949402,0.2702702702702703,0.7297297297297297
Marvin Vettori,Andrew Sanchez,1,0.9938714504241943,0.006128549575805664,0.7872340425531915,0.21276595744680848
Claudio Silva,Nordine Taleb,1,0.22016865015029907,0.7798313498497009,0.2352941176470588,0.7647058823529412
Nordine Taleb,Chris Clements,1,0.9698624610900879,0.03013753890991211,0.6774193548387096,0.32258064516129037
Nordine Taleb,Kyle Prepolec,1,1.0,0.0,0.8076923076923077,0.1923076923076923
Warlley Alves,Nordine Taleb,1,0.22848354279994965,0.7715164572000504,0.7727272727272727,0.2272727272727273
Arjan Bhullar,Juan Adams,1,0.385667085647583,0.614332914352417,0.4651162790697674,0.5348837209302326
Cezar Ferreira,Jack Hermansson,1,0.16018615663051605,0.839813843369484,0.4761904761904761,0.523809523809524
Jack Hermansson,Alex Nicholson,1,0.9999997615814209,2.384185791015625e-07,0.6226415094339622,0.37735849056603776
Thiago Santos,Jack Hermansson,1,0.00010390393435955048,0.9998960960656404,0.5238095238095238,0.47619047619047616
Greg Hardy,Dmitrii Smoliakov,1,0.385667085647583,0.614332914352417,0.7435897435897436,0.2564102564102564
Alan Jouban,Mike Perry,1,0.8649242520332336,0.13507574796676636,0.4444444444444444,0.5555555555555556
Donald Cerrone,Mike Perry,1,0.9989771842956543,0.0010228157043457031,0.3703703703703704,0.6296296296296295
Geoff Neal,Mike Perry,1,0.999699592590332,0.00030040740966796875,0.75,0.25
Santiago Ponzinibbio,Mike Perry,1,0.0543157234787941,0.9456842765212059,0.6078431372549019,0.3921568627450981
Belal Muhammad,Takashi Sato,1,0.385667085647583,0.614332914352417,0.7959183673469387,0.20408163265306134
Alistair Overeem,Aleksei Oleinik,1,0.06786015629768372,0.9321398437023163,0.7101449275362319,0.28985507246376807
Alistair Overeem,Andrei Arlovski,1,0.22558870911598206,0.7744112908840179,0.7058823529411765,0.2941176470588235
Alistair Overeem,Antonio Silva,0,0.11188653111457825,0.11188653111457825,0.8148148148148148,0.8148148148148148
Alistair Overeem,Mark Hunt,1,0.10739001631736755,0.8926099836826324,0.5652173913043478,0.4347826086956522
Alistair Overeem,Sergei Pavlovich,1,0.9996533989906311,0.0003466010093688965,0.4651162790697674,0.5348837209302326
Alistair Overeem,Stefan Struve,1,0.036086827516555786,0.9639131724834442,0.6666666666666665,0.3333333333333335
Brock Lesnar,Alistair Overeem,0,0.018236786127090454,0.018236786127090454,0.43478260869565216,0.43478260869565216
Frank Mir,Alistair Overeem,0,2.6990352175459975e-09,2.6990352175459975e-09,0.21052631578947367,0.21052631578947367
Stipe Miocic,Alistair Overeem,1,0.38420721888542175,0.6157927811145782,0.5918367346938775,0.40816326530612246
Sultan Aliev,Keita Nakamura,1,0.8372642397880554,0.16273576021194458,0.5238095238095238,0.47619047619047616
Warlley Alves,Sultan Aliev,1,0.9743698239326477,0.025630176067352295,0.7368421052631579,0.26315789473684215
Alexander Yakovlev,Alex Da Silva,1,0.03992654010653496,0.960073459893465,0.6,0.4
Kamaru Usman,Alexander Yakovlev,1,0.9999985694885254,1.430511474609375e-06,0.7142857142857143,0.2857142857142857
Zak Cummings,Alexander Yakovlev,1,0.004328430630266666,0.9956715693697333,0.6296296296296297,0.37037037037037035
Curtis Blaydes,Shamil Abdurakhimov,1,0.9843500852584839,0.015649914741516113,0.8461538461538461,0.15384615384615385
Derrick Lewis,Shamil Abdurakhimov,1,0.5586773157119751,0.4413226842880249,0.7142857142857143,0.2857142857142857
Shamil Abdurakhimov,Walt Harris,1,0.003680106485262513,0.9963198935147375,0.5918367346938775,0.40816326530612246
Kevin Lee,Magomed Mustafaev,1,0.8938907980918884,0.10610920190811157,0.5918367346938775,0.40816326530612246
Magomed Mustafaev,Rafael Fiziev,1,0.39452698826789856,0.6054730117321014,0.4545454545454545,0.5454545454545455
Dustin Poirier,Anthony Pettis,1,0.010750561952590942,0.9892494380474091,0.5238095238095238,0.47619047619047616
Dustin Poirier,Bobby Green,1,0.10332992672920227,0.8966700732707977,0.6491228070175439,0.3508771929824561
Dustin Poirier,Conor McGregor,0,0.39087966084480286,0.39087966084480286,0.29411764705882354,0.29411764705882354
Dustin Poirier,Diego Ferreira,1,0.004839181900024414,0.9951608180999756,0.6,0.4
Dustin Poirier,Justin Gaethje,1,0.9996678829193115,0.00033211708068847656,0.5555555555555556,0.4444444444444444
Dustin Poirier,Max Holloway,1,0.43217968940734863,0.5678203105926514,0.8373983739837398,0.16260162601626016
Dustin Poirier,Yancy Medeiros,1,0.33999672532081604,0.660003274679184,0.7142857142857143,0.2857142857142857
Erik Koch,Dustin Poirier,0,7.088660254339629e-07,7.088660254339629e-07,0.6666666666666665,0.6666666666666665
Khabib Nurmagomedov,Dustin Poirier,1,0.009275398217141628,0.9907246017828584,0.8,0.19999999999999996
Max Holloway,Dustin Poirier,0,0.002234759973362088,0.002234759973362088,0.6875,0.6875
Israel Adesanya,Anderson Silva,1,3.847016705549322e-05,0.9999615298329445,0.8373983739837398,0.16260162601626016
Israel Adesanya,Marvin Vettori,1,0.00846717320382595,0.991532826796174,0.7101449275362319,0.28985507246376807
Zak Ottow,Dwight Grant,1,0.385667085647583,0.614332914352417,0.30303030303030304,0.696969696969697
Glover Teixeira,Nikita Krylov,1,0.09006096422672272,0.9099390357732773,0.5348837209302325,0.4651162790697675
Jan Blachowicz,Nikita Krylov,1,0.5539524555206299,0.4460475444793701,0.4444444444444444,0.5555555555555556
Nikita Krylov,Ed Herman,1,0.9984768033027649,0.0015231966972351074,0.7058823529411765,0.2941176470588235
Nikita Krylov,Francimar Barroso,1,0.9995162487030029,0.0004837512969970703,0.6666666666666665,0.3333333333333335
Walt Harris,Nikita Krylov,0,0.01276342198252678,0.01276342198252678,0.8,0.8
Colby Covington,Max Griffin,1,0.9844086766242981,0.015591323375701904,0.8076923076923077,0.1923076923076923
Curtis Millender,Max Griffin,1,0.19011451303958893,0.8098854869604111,0.6296296296296297,0.37037037037037035
Max Griffin,Zelim Imadaev,1,0.9999021291732788,9.78708267211914e-05,0.4761904761904761,0.523809523809524
Thiago Alves,Max Griffin,1,2.691522240638733e-05,0.9999730847775936,0.3846153846153847,0.6153846153846153
Brandon Davis,Randy Costa,1,0.9999972581863403,2.7418136596679688e-06,0.6551724137931035,0.34482758620689646
Kyle Bochniak,Brandon Davis,1,1.1269449942119536e-06,0.9999988730550058,0.4545454545454545,0.5454545454545455
Kyung Ho Kang,Brandon Davis,1,0.0001247707405127585,0.9998752292594872,0.6551724137931035,0.34482758620689646
Zabit Magomedsharipov,Brandon Davis,1,0.27548879384994507,0.7245112061500549,0.9322033898305084,0.06779661016949157
Joanna Jedrzejczyk,Michelle Waterson,1,0.6140511631965637,0.3859488368034363,0.75,0.25
Michelle Waterson,Cortney Casey,1,0.9670279622077942,0.03297203779220581,0.4081632653061225,0.5918367346938775
Michelle Waterson,Felice Herrig,1,0.30583062767982483,0.6941693723201752,0.4651162790697674,0.5348837209302326
Rose Namajunas,Michelle Waterson,1,0.0275966115295887,0.9724033884704113,0.4761904761904761,0.523809523809524
Tecia Torres,Michelle Waterson,1,0.013649052008986473,0.9863509479910135,0.7142857142857143,0.2857142857142857
Alonzo Menifield,Paul Craig,1,0.8805248737335205,0.11947512626647949,0.7777777777777779,0.2222222222222221
Jimmy Crute,Paul Craig,1,0.7891075015068054,0.21089249849319458,0.7435897435897436,0.2564102564102564
Paul Craig,Magomed Ankalaev,1,0.5843361616134644,0.41566383838653564,0.15384615384615385,0.8461538461538461
Tyson Pedro,Paul Craig,1,0.2525630593299866,0.7474369406700134,0.5833333333333334,0.41666666666666663
Maryna Moroz,Cristina Stanciu,1,0.00013184105046093464,0.9998681589495391,0.6296296296296297,0.37037037037037035
Maryna Moroz,Danielle Taylor,1,0.0021344644483178854,0.9978655355516821,0.7333333333333333,0.2666666666666667
Alex Perez,Jose Torres,1,0.9999995231628418,4.76837158203125e-07,0.5454545454545454,0.4545454545454546
Alex Perez,Mark De La Rosa,1,0.8613475561141968,0.13865244388580322,0.7849462365591396,0.21505376344086036
Joseph Benavidez,Alex Perez,1,7.631155312992632e-05,0.9999236884468701,0.5,0.5
Anthony Pettis,Charles Oliveira,1,6.147309932202916e-07,0.9999993852690068,0.6226415094339622,0.37735849056603776
Anthony Pettis,Gilbert Melendez,1,1.7084868204619852e-06,0.9999982915131795,0.7590361445783133,0.24096385542168675
Anthony Pettis,Jim Miller,1,2.0001758471721587e-08,0.9999999799982415,0.701492537313433,0.298507462686567
Benson Henderson,Anthony Pettis,0,0.3220176696777344,0.3220176696777344,0.5,0.5
Dustin Poirier,Anthony Pettis,1,0.6607761383056641,0.33922386169433594,0.5238095238095238,0.47619047619047616
Max Holloway,Anthony Pettis,1,0.56142657995224,0.43857342004776,0.75,0.25
Tony Ferguson,Anthony Pettis,1,0.6246283650398254,0.37537163496017456,0.7802197802197803,0.21978021978021967
Joseph Benavidez,Jussier Formiga,1,0.03479526937007904,0.965204730629921,0.878048780487805,0.12195121951219501
Jussier Formiga,Ben Nguyen,1,0.9999943971633911,5.602836608886719e-06,0.5238095238095238,0.47619047619047616
Jussier Formiga,Deiveson Figueiredo,1,0.42791247367858887,0.5720875263214111,0.4,0.6
Jussier Formiga,Dustin Ortiz,1,0.964042067527771,0.035957932472229004,0.6774193548387096,0.32258064516129037
Jussier Formiga,Joseph Benavidez,0,0.9825830459594727,0.9825830459594727,0.4878048780487805,0.4878048780487805
Jussier Formiga,Ulka Sasaki,1,0.9485887885093689,0.051411211490631104,0.8076923076923077,0.1923076923076923
Jussier Formiga,Wilson Reis,1,0.9723116159439087,0.02768838405609131,0.5121951219512195,0.4878048780487805
Maycee Barber,Hannah Cifers,1,0.21842971444129944,0.7815702855587006,0.8245614035087719,0.17543859649122806
Maycee Barber,JJ Aldrich,1,7.061050837364746e-07,0.9999992938949163,0.7333333333333333,0.2666666666666667
Bryce Mitchell,Bobby Moffett,1,0.385667085647583,0.614332914352417,0.43478260869565216,0.5652173913043479
Katlyn Chookagian,Jennifer Maia,1,0.9988471269607544,0.0011528730392456055,0.5744680851063829,0.4255319148936171
Liz Carmouche,Jennifer Maia,1,0.9996094107627869,0.00039058923721313477,0.5348837209302325,0.4651162790697675
Kamaru Usman,Leon Edwards,1,0.9951992630958557,0.004800736904144287,0.7058823529411765,0.2941176470588235
Leon Edwards,Albert Tumenov,1,0.018020683899521828,0.9819793161004782,0.4,0.6
Leon Edwards,Bryan Barberena,1,0.814079225063324,0.18592077493667603,0.7142857142857143,0.2857142857142857
Leon Edwards,Dominic Waters,1,0.4361599385738373,0.5638400614261627,0.7297297297297297,0.2702702702702703
Leon Edwards,Gunnar Nelson,1,0.0030640168115496635,0.9969359831884503,0.5833333333333334,0.41666666666666663
Leon Edwards,Pawel Pawlak,1,0.0003232265589758754,0.9996767734410241,0.8,0.19999999999999996
Leon Edwards,Peter Sobotta,1,3.9064207157935016e-07,0.9999996093579284,0.6551724137931035,0.34482758620689646
Gian Villante,Saparbeg Safarov,1,0.9990519881248474,0.0009480118751525879,0.6551724137931035,0.34482758620689646
Tyson Pedro,Saparbeg Safarov,1,0.9939232468605042,0.00607675313949585,0.75,0.25
Francis Ngannou,Junior Dos Santos,1,0.18259841203689575,0.8174015879631042,0.6875,0.3125
Junior Dos Santos,Blagoy Ivanov,1,0.8418710231781006,0.15812897682189941,0.6551724137931035,0.34482758620689646
Junior Dos Santos,Cain Velasquez,0,0.7033584713935852,0.7033584713935852,0.6551724137931035,0.6551724137931035
Junior Dos Santos,Stipe Miocic,1,0.9982596039772034,0.0017403960227966309,0.8,0.19999999999999996
Junior Dos Santos,Tai Tuivasa,1,0.9999804496765137,1.9550323486328125e-05,0.6153846153846154,0.3846153846153846
Roy Nelson,Junior Dos Santos,0,0.0005476772785186768,0.0005476772785186768,0.24096385542168675,0.24096385542168675
Shane Carwin,Junior Dos Santos,0,0.37595075368881226,0.37595075368881226,0.4081632653061225,0.4081632653061225
Stipe Miocic,Junior Dos Santos,1,0.9930070638656616,0.006992936134338379,0.6226415094339622,0.37735849056603776
Anthony Rocco Martin,Alex White,1,0.5293837189674377,0.47061628103256226,0.6296296296296297,0.37037037037037035
Anthony Rocco Martin,Felipe Olivieri,1,0.9999942779541016,5.7220458984375e-06,0.6078431372549019,0.3921568627450981
Anthony Rocco Martin,Johnny Case,1,0.7069273591041565,0.2930726408958435,0.5555555555555556,0.4444444444444444
Anthony Rocco Martin,Keita Nakamura,1,0.1968124359846115,0.8031875640153885,0.6666666666666665,0.3333333333333335
Anthony Rocco Martin,Rashid Magomedov,0,0.9507514238357544,0.9507514238357544,0.43478260869565216,0.43478260869565216
Anthony Rocco Martin,Sergio Moraes,1,0.44042304158210754,0.5595769584178925,0.7058823529411765,0.2941176470588235
Leonardo Santos,Anthony Rocco Martin,1,3.479907491055201e-07,0.9999996520092509,0.4166666666666667,0.5833333333333333
Aspen Ladd,Yana Kunitskaya,1,0.9049810767173767,0.09501892328262329,0.6774193548387096,0.32258064516129037
Cris Cyborg,Yana Kunitskaya,1,0.9999954700469971,4.5299530029296875e-06,0.9090909090909092,0.09090909090909083
Alexandre Pantoja,Matt Schnell,1,0.9947624802589417,0.00523751974105835,0.6441281138790036,0.3558718861209964
Hector Sandoval,Matt Schnell,1,0.9978741407394409,0.002125859260559082,0.43478260869565216,0.5652173913043479
Matt Schnell,Marco Beltran,1,0.13210932910442352,0.8678906708955765,0.5555555555555556,0.4444444444444444
Matt Schnell,Naoki Inoue,1,0.0006824645097367465,0.9993175354902633,0.37735849056603776,0.6226415094339622
Rob Font,Matt Schnell,1,0.9524223804473877,0.047577619552612305,0.7297297297297297,0.2702702702702703
Alex White,Dan Moret,1,0.9998975992202759,0.0001024007797241211,0.5744680851063829,0.4255319148936171
Anthony Rocco Martin,Alex White,1,0.00011204242764506489,0.9998879575723549,0.6296296296296297,0.37037037037037035
Estevan Payan,Alex White,0,0.042237963527441025,0.042237963527441025,0.5348837209302325,0.5348837209302325
James Krause,Alex White,1,0.059194862842559814,0.9408051371574402,0.6428571428571429,0.3571428571428571
Jim Miller,Alex White,1,3.68417602203408e-07,0.9999996315823978,0.3921568627450981,0.6078431372549019
Aljamain Sterling,Pedro Munhoz,1,0.9743658304214478,0.025634169578552246,0.6153846153846154,0.3846153846153846
John Dodson,Pedro Munhoz,1,0.0038649821653962135,0.9961350178346038,0.6153846153846154,0.3846153846153846
Pedro Munhoz,Brett Johns,1,0.8173894286155701,0.18261057138442993,0.6774193548387096,0.32258064516129037
Pedro Munhoz,Bryan Caraway,1,0.5073842406272888,0.4926157593727112,0.7435897435897436,0.2564102564102564
Pedro Munhoz,Damian Stasiak,1,0.751066267490387,0.24893373250961304,0.8701298701298701,0.1298701298701299
Pedro Munhoz,Justin Scoggins,1,0.9648435115814209,0.0351564884185791,0.425531914893617,0.574468085106383
Pedro Munhoz,Rob Font,1,0.331778883934021,0.668221116065979,0.3921568627450981,0.6078431372549019
Corey Anderson,Johnny Walker,1,0.34734877943992615,0.6526512205600739,0.3921568627450981,0.6078431372549019
Johnny Walker,Justin Ledet,1,0.996732234954834,0.0032677650451660156,0.701492537313433,0.298507462686567
Al Iaquinta,Diego Sanchez,1,0.5559369325637817,0.44406306743621826,0.8076923076923077,0.1923076923076923
Diego Sanchez,Craig White,1,0.9639453291893005,0.03605467081069946,0.3636363636363637,0.6363636363636362
Diego Sanchez,Jake Ellenberger,0,0.08197635412216187,0.08197635412216187,0.23809523809523805,0.23809523809523805
Diego Sanchez,Jim Miller,1,0.013769596815109253,0.9862304031848907,0.3846153846153847,0.6153846153846153
Diego Sanchez,John Hathaway,0,7.913177978480235e-05,7.913177978480235e-05,0.6825396825396826,0.6825396825396826
Diego Sanchez,Marcin Held,1,0.0016552209854125977,0.9983447790145874,0.2857142857142857,0.7142857142857143
Diego Sanchez,Mickey Gall,1,0.01250407099723816,0.9874959290027618,0.3333333333333333,0.6666666666666667
Diego Sanchez,Myles Jury,0,0.2668118476867676,0.2668118476867676,0.3846153846153847,0.3846153846153847
Ricardo Lamas,Diego Sanchez,1,0.0007094235625118017,0.9992905764374882,0.8148148148148148,0.18518518518518523
Maycee Barber,Hannah Cifers,1,0.385667085647583,0.614332914352417,0.8245614035087719,0.17543859649122806
Gegard Mousasi,Thiago Santos,1,0.004161149263381958,0.995838850736618,0.7435897435897436,0.2564102564102564
Jon Jones,Thiago Santos,1,0.844144344329834,0.15585565567016602,0.8701298701298701,0.1298701298701299
Ronny Markes,Thiago Santos,0,0.12496358156204224,0.12496358156204224,0.8936170212765957,0.8936170212765957
Thiago Santos,Anthony Smith,1,0.7586327791213989,0.24136722087860107,0.7183098591549296,0.2816901408450704
Thiago Santos,Eryk Anders,1,0.6704967617988586,0.32950323820114136,0.6666666666666665,0.3333333333333335
Thiago Santos,Gerald Meerschaert,1,0.033841222524642944,0.9661587774753571,0.6153846153846154,0.3846153846153846
Thiago Santos,Jack Hermansson,1,0.5392265915870667,0.46077340841293335,0.5238095238095238,0.47619047619047616
Thiago Santos,Kevin Holland,1,0.06214874982833862,0.9378512501716614,0.7727272727272727,0.2272727272727273
Thiago Santos,Nate Marquardt,1,0.3163799047470093,0.6836200952529907,0.7826086956521741,0.21739130434782594
Alexis Davis,Liz Carmouche,1,0.8886350393295288,0.11136496067047119,0.4878048780487805,0.5121951219512195
Liz Carmouche,Alexis Davis,0,0.0009388094767928123,0.0009388094767928123,0.6551724137931035,0.6551724137931035
Liz Carmouche,Jennifer Maia,1,0.747730553150177,0.252269446849823,0.5348837209302325,0.4651162790697675
Liz Carmouche,Katlyn Chookagian,1,0.08397220075130463,0.9160277992486954,0.4081632653061225,0.5918367346938775
Liz Carmouche,Lauren Murphy,1,0.27800238132476807,0.7219976186752319,0.5,0.5
Liz Carmouche,Lucie Pudilova,1,0.002699368167668581,0.9973006318323314,0.6078431372549019,0.3921568627450981
Valentina Shevchenko,Liz Carmouche,1,0.4983188509941101,0.5016811490058899,0.9166666666666664,0.08333333333333359
Calvin Kattar,Chris Fishgold,1,0.9992766976356506,0.0007233023643493652,0.6666666666666665,0.3333333333333335
Makwan Amirkhani,Chris Fishgold,1,0.972568690776825,0.02743130922317505,0.5652173913043478,0.4347826086956522
Andre Winner,Nik Lentz,0,0.009037046693265438,0.009037046693265438,0.5348837209302325,0.5348837209302325
Diego Nunes,Nik Lentz,0,0.3532584011554718,0.3532584011554718,0.5744680851063829,0.5744680851063829
Hacran Dias,Nik Lentz,0,0.046308524906635284,0.046308524906635284,0.5215311004784688,0.5215311004784688
Manvel Gamburyan,Nik Lentz,0,0.10950811207294464,0.10950811207294464,0.17857142857142858,0.17857142857142858
Nik Lentz,Danny Castillo,1,0.4627722501754761,0.5372277498245239,0.5833333333333334,0.41666666666666663
Nik Lentz,Michael McBride,1,0.989547610282898,0.01045238971710205,0.8461538461538461,0.15384615384615385
Tyson Griffin,Nik Lentz,0,0.5558431148529053,0.5558431148529053,0.696969696969697,0.696969696969697
Iuri Alcantara,Luke Sanders,1,0.9846310019493103,0.015368998050689697,0.43478260869565216,0.5652173913043479
Luke Sanders,Patrick Williams,1,0.9805393218994141,0.019460678100585938,0.8113207547169812,0.18867924528301883
Rani Yahya,Luke Sanders,1,0.29212552309036255,0.7078744769096375,0.5121951219512195,0.4878048780487805
Lando Vannata,Bobby Green,1,0.15001215040683746,0.8499878495931625,0.6363636363636364,0.36363636363636365
Lando Vannata,Marcos Mariano,1,0.9434906244277954,0.05650937557220459,0.8181818181818182,0.18181818181818177
Marc Diakiese,Lando Vannata,1,0.373912513256073,0.626087486743927,0.6226415094339622,0.37735849056603776
Matt Frevola,Lando Vannata,1,0.8576975464820862,0.14230245351791382,0.3333333333333333,0.6666666666666667
Tony Ferguson,Lando Vannata,1,0.9963397979736328,0.0036602020263671875,0.8888888888888888,0.11111111111111116
Ricky Simon,Montel Jackson,1,0.10674776136875153,0.8932522386312485,0.4878048780487805,0.5121951219512195
Rob Font,Ricky Simon,1,0.9924486875534058,0.007551312446594238,0.5918367346938775,0.40816326530612246
Urijah Faber,Ricky Simon,1,0.026891520246863365,0.9731084797531366,0.23809523809523805,0.761904761904762
Jimmy Crute,Paul Craig,1,0.8319604396820068,0.16803956031799316,0.7435897435897436,0.2564102564102564
Jimmy Crute,Sam Alvey,1,0.9999997615814209,2.384185791015625e-07,0.5918367346938775,0.40816326530612246
Misha Cirkunov,Jimmy Crute,1,0.0034684103447943926,0.9965315896552056,0.5121951219512195,0.4878048780487805
Alexander Volkanovski,Shane Young,1,0.9999938011169434,6.198883056640625e-06,0.8648648648648648,0.1351351351351352
Shane Young,Austin Arnett,1,1.005577632895438e-05,0.999989944223671,0.7916666666666665,0.20833333333333348
Vicente Luque,Jalin Turner,1,0.385667085647583,0.614332914352417,0.875,0.125
Jose Aldo,Jeremy Stephens,1,0.033190593123435974,0.966809406876564,0.5,0.5
Jose Aldo,Renato Moicano,1,0.08190000802278519,0.9180999919772148,0.5238095238095238,0.47619047619047616
Marlon Moraes,Jose Aldo,1,0.9275147914886475,0.07248520851135254,0.6226415094339622,0.37735849056603776
Livinha Souza,Sarah Frota,1,0.385667085647583,0.614332914352417,0.696969696969697,0.303030303030303
Andrew Sanchez,Markus Perez,1,0.9370104074478149,0.06298959255218506,0.5833333333333334,0.41666666666666663
Eryk Anders,Markus Perez,1,7.331423694267869e-05,0.9999266857630573,0.8245614035087719,0.17543859649122806
Markus Perez,Anthony Hernandez,1,0.949571430683136,0.050428569316864014,0.4651162790697674,0.5348837209302326
Aleksei Kunchenko,Thiago Alves,1,0.997032880783081,0.0029671192169189453,0.8148148148148148,0.18518518518518523
Carlos Condit,Thiago Alves,1,0.8308319449424744,0.16916805505752563,0.7777777777777779,0.2222222222222221
Jim Miller,Thiago Alves,1,0.30152150988578796,0.698478490114212,0.425531914893617,0.574468085106383
Thiago Alves,Martin Kampmann,0,0.004736501723527908,0.004736501723527908,0.5918367346938775,0.5918367346938775
Thiago Alves,Max Griffin,1,0.7824413776397705,0.2175586223602295,0.3846153846153847,0.6153846153846153
Thiago Alves,Patrick Cote,1,0.9932097792625427,0.006790220737457275,0.4761904761904761,0.523809523809524
Thiago Alves,Rick Story,0,0.0014649844961240888,0.0014649844961240888,0.696969696969697,0.696969696969697
Raoni Barcelos,Said Nurmagomedov,1,0.385667085647583,0.614332914352417,0.6015936254980079,0.3984063745019921
Justin Willis,Allen Crowder,1,0.385667085647583,0.614332914352417,0.696969696969697,0.303030303030303
Paige VanZant,Bec Rawlings,1,0.0005103994626551867,0.9994896005373448,0.6774193548387096,0.32258064516129037
Paige VanZant,Rachael Ostovich,1,9.939039813389172e-08,0.9999999006096019,0.6363636363636364,0.36363636363636365
Rose Namajunas,Paige VanZant,1,0.8782394528388977,0.1217605471611023,0.4545454545454545,0.5454545454545455
Clay Guida,Dennis Bermudez,0,1.7157846343707206e-07,1.7157846343707206e-07,0.3921568627450981,0.3921568627450981
Dennis Bermudez,Rony Jason,1,0.9997817873954773,0.00021821260452270508,0.75,0.25
Dennis Bermudez,Tatsuya Kawajiri,1,0.9378478527069092,0.06215214729309082,0.7802197802197803,0.21978021978021967
Dennis Bermudez,Te Edwards,1,0.9993411898612976,0.0006588101387023926,0.4878048780487805,0.5121951219512195
Alistair Overeem,Andrei Arlovski,1,0.1274021416902542,0.8725978583097458,0.7058823529411765,0.2941176470588235
Andrei Arlovski,Frank Mir,1,0.01842164807021618,0.9815783519297838,0.6078431372549019,0.3921568627450981
Andrei Arlovski,Walt Harris,1,0.29818153381347656,0.7018184661865234,0.35714285714285715,0.6428571428571428
Antonio Silva,Andrei Arlovski,0,0.004734676796942949,0.004734676796942949,0.8113207547169812,0.8113207547169812
Stipe Miocic,Andrei Arlovski,1,0.9873799085617065,0.012620091438293457,0.7058823529411765,0.2941176470588235
Curtis Millender,Max Griffin,1,1.5634716419299366e-06,0.9999984365283581,0.6296296296296297,0.37037037037037035
Curtis Millender,Siyar Bahadurzada,1,0.4416441321372986,0.5583558678627014,0.6,0.4
Ricky Simon,Montel Jackson,1,0.385667085647583,0.614332914352417,0.4878048780487805,0.5121951219512195
Al Iaquinta,Diego Sanchez,1,0.001299893599934876,0.9987001064000651,0.8076923076923077,0.1923076923076923
Al Iaquinta,Kevin Lee,1,0.31179478764533997,0.68820521235466,0.6,0.4
Al Iaquinta,Mitch Clarke,0,0.9876620769500732,0.9876620769500732,0.8113207547169812,0.8113207547169812
Kevin Lee,Al Iaquinta,0,0.942997395992279,0.942997395992279,0.7701149425287356,0.7701149425287356
Khabib Nurmagomedov,Al Iaquinta,1,0.9999973773956299,2.6226043701171875e-06,0.8648648648648648,0.1351351351351352
Ryan Couture,Al Iaquinta,0,0.835385262966156,0.835385262966156,0.3508771929824561,0.3508771929824561
Danny Castillo,Edson Barboza,0,0.00020169722847640514,0.00020169722847640514,0.28169014084507044,0.28169014084507044
Edson Barboza,Beneil Dariush,1,0.11039023846387863,0.8896097615361214,0.6153846153846154,0.3846153846153846
Edson Barboza,Dan Hooker,1,0.9984955787658691,0.0015044212341308594,0.5121951219512195,0.4878048780487805
Edson Barboza,Gilbert Melendez,1,0.6415917277336121,0.35840827226638794,0.7183098591549296,0.2816901408450704
Edson Barboza,Jamie Varner,0,0.2115096002817154,0.2115096002817154,0.84375,0.84375
Khabib Nurmagomedov,Edson Barboza,1,0.9925854802131653,0.007414519786834717,0.8039215686274509,0.1960784313725491
Alex Morono,Zak Ottow,1,0.9017019271850586,0.0982980728149414,0.6363636363636364,0.36363636363636365
Sage Northcutt,Zak Ottow,1,0.7430548071861267,0.2569451928138733,0.5555555555555556,0.4444444444444444
Sergio Moraes,Zak Ottow,1,0.5345296263694763,0.4654703736305237,0.6,0.4
Zak Ottow,Dwight Grant,1,0.5622973442077637,0.43770265579223633,0.30303030303030304,0.696969696969697
Joaquim Silva,Andrew Holbrook,1,0.4547341763973236,0.5452658236026764,0.4651162790697674,0.5348837209302326
Vinc Pichel,Joaquim Silva,1,0.999320387840271,0.0006796121597290039,0.4761904761904761,0.523809523809524
Arjan Bhullar,Juan Adams,1,0.385667085647583,0.614332914352417,0.4651162790697674,0.5348837209302326
DaMarques Johnson,Gunnar Nelson,0,0.21355240046977997,0.21355240046977997,0.24390243902439024,0.24390243902439024
Demian Maia,Gunnar Nelson,1,0.9246342182159424,0.07536578178405762,0.4878048780487805,0.5121951219512195
Gunnar Nelson,Brandon Thatch,1,0.9994481205940247,0.0005518794059753418,0.4,0.6
Gunnar Nelson,Rick Story,0,3.889351137331687e-05,3.889351137331687e-05,0.7826086956521741,0.7826086956521741
Leon Edwards,Gunnar Nelson,1,0.9998003840446472,0.0001996159553527832,0.5833333333333334,0.41666666666666663
