,Unnamed: 0,R_fighter,B_fighter,R_odds,B_odds,date,location,country,Winner,title_bout,weight_class,gender,B_Implied_probability,R_Implied_probability
2219,2219,Leon Edwards,Pawel Pawlak,-400.0,325.0,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,0.2352941176470588,0.8
2220,2220,Stevie Ray,Leonardo Mafra,-225.0,185.0,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom,Red,False,Lightweight,MALE,0.3508771929824561,0.6923076923076923
2221,2221,Paddy Holohan,Vaughan Lee,-145.0,125.0,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom,Red,False,Flyweight,MALE,0.4444444444444444,0.5918367346938775
2222,2222,Ilir Latifi,Hans Stringer,-235.0,195.0,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom,Red,False,Light Heavyweight,MALE,0.33898305084745756,0.701492537313433
2223,2223,Mickael Lebout,Teemu Packalen,120.0,-140.0,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom,Red,False,Lightweight,MALE,0.5833333333333334,0.45454545454545453
2224,2224,Rob Whiteford,Paul Redmond,-160.0,140.0,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom,Red,False,Featherweight,MALE,0.41666666666666674,0.6153846153846154
2225,2225,Marcus Brimage,Jimmie Rivera,130.0,-140.0,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom,Blue,False,Bantamweight,MALE,0.5833333333333334,0.43478260869565216
2226,2226,Daniel Omielanczuk,Chris de la Rocha,-130.0,120.0,7/18/2015,"Glasgow, Scotland, United Kingdom", United Kingdom,Red,False,Heavyweight,MALE,0.45454545454545453,0.5652173913043478
2227,2227,Frank Mir,Todd Duffee,165.0,-190.0,7/15/2015,"San Diego, California, USA", USA,Red,False,Heavyweight,MALE,0.6551724137931035,0.37735849056603776
2228,2228,Josh Thomson,Tony Ferguson,230.0,-270.0,7/15/2015,"San Diego, California, USA", USA,Blue,False,Lightweight,MALE,0.7297297297297297,0.30303030303030304
2229,2229,Holly Holm,Marion Reneau,-255.0,215.0,7/15/2015,"San Diego, California, USA", USA,Red,False,Women's Bantamweight,FEMALE,0.31746031746031744,0.7183098591549296
2230,2230,Scott Jorgensen,Manvel Gamburyan,170.0,-200.0,7/15/2015,"San Diego, California, USA", USA,Blue,False,Bantamweight,MALE,0.6666666666666665,0.3703703703703704
2231,2231,Kevin Lee,James Moontasri,-315.0,285.0,7/15/2015,"San Diego, California, USA", USA,Red,False,Lightweight,MALE,0.2597402597402597,0.7590361445783133
2232,2232,Alan Jouban,Matt Dwyer,-500.0,400.0,7/15/2015,"San Diego, California, USA", USA,Red,False,Welterweight,MALE,0.2,0.8333333333333335
2233,2233,Sam Sicilia,Yaotzin Meza,-265.0,225.0,7/15/2015,"San Diego, California, USA", USA,Red,False,Featherweight,MALE,0.3076923076923077,0.726027397260274
2234,2234,Jessica Andrade,Sarah Moras,-500.0,400.0,7/15/2015,"San Diego, California, USA", USA,Red,False,Women's Bantamweight,FEMALE,0.2,0.8333333333333335
2235,2235,Rani Yahya,Masanori Kanehara,115.0,-135.0,7/15/2015,"San Diego, California, USA", USA,Red,False,Bantamweight,MALE,0.574468085106383,0.46511627906976744
2236,2236,Igor Araujo,Sean Strickland,375.0,-470.0,7/15/2015,"San Diego, California, USA", USA,Blue,False,Welterweight,MALE,0.8245614035087719,0.21052631578947367
2237,2237,Kevin Casey,Ildemar Alcantara,120.0,-140.0,7/15/2015,"San Diego, California, USA", USA,Red,False,Middleweight,MALE,0.5833333333333334,0.45454545454545453
2238,2238,Andrew Craig,Lyman Good,230.0,-270.0,7/15/2015,"San Diego, California, USA", USA,Blue,False,Welterweight,MALE,0.7297297297297297,0.30303030303030304
2239,2239,Jake Ellenberger,Stephen Thompson,205.0,-245.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,0.7101449275362319,0.32786885245901637
2240,2240,Kamaru Usman,Hayder Hassan,-240.0,200.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Red,True,Welterweight,MALE,0.33333333333333326,0.7058823529411765
2241,2241,Michael Graves,Vicente Luque,160.0,-185.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,0.6491228070175439,0.3846153846153847
2242,2242,Jorge Masvidal,Cezar Ferreira,-200.0,170.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,0.3703703703703704,0.6666666666666665
2243,2243,Angela Magana,Michelle Waterson,650.0,-1000.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Strawweight,FEMALE,0.9090909090909091,0.13333333333333333
2244,2244,Maximo Blanco,Mike de la Torre,155.0,-175.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,0.6363636363636364,0.3921568627450981
2245,2245,Josh Samman,Caio Magalhaes,100.0,-120.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,0.5454545454545454,0.5
2246,2246,Russell Doane,Jerrod Sanders,-470.0,375.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,0.21052631578947367,0.8245614035087719
2247,2247,Dan Miller,Trevor Smith,-105.0,-115.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,0.5348837209302325,0.5121951219512195
2248,2248,George Sullivan,Dominic Waters,-250.0,210.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,0.3225806451612903,0.7142857142857143
2249,2249,Darrell Montague,Willie Gates,120.0,-130.0,7/12/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,0.5652173913043478,0.45454545454545453
2250,2250,Chad Mendes,Conor McGregor,165.0,-190.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,True,Featherweight,MALE,0.6551724137931035,0.37735849056603776
2251,2251,Robbie Lawler,Rory MacDonald,145.0,-165.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Red,True,Welterweight,MALE,0.6226415094339622,0.40816326530612246
2252,2252,Dennis Bermudez,Jeremy Stephens,-245.0,205.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,0.32786885245901637,0.7101449275362319
2253,2253,Gunnar Nelson,Brandon Thatch,150.0,-170.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,0.6296296296296297,0.4
2254,2254,Brad Pickett,Thomas Almeida,500.0,-700.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,0.875,0.16666666666666663
2255,2255,Matt Brown,Tim Means,-150.0,130.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,0.43478260869565216,0.6
2256,2256,Mike Swick,Alex Garcia,375.0,-470.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,0.8245614035087719,0.21052631578947367
2257,2257,Cathal Pendred,John Howard,-135.0,115.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,0.46511627906976744,0.574468085106383
2258,2258,Cody Garbrandt,Henry Briones,-1000.0,650.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,0.13333333333333333,0.9090909090909091
2259,2259,Neil Seery,Louis Smolka,115.0,-135.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,0.574468085106383,0.46511627906976744
2260,2260,Yosdenis Cedeno,Cody Pfister,-250.0,210.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,0.3225806451612903,0.7142857142857143
2261,2261,Lyoto Machida,Yoel Romero,-165.0,145.0,6/27/2015,"Hollywood, Florida, USA", USA,Blue,False,Middleweight,MALE,0.40816326530612246,0.6226415094339622
2262,2262,Santiago Ponzinibbio,Lorenz Larkin,150.0,-170.0,6/27/2015,"Hollywood, Florida, USA", USA,Blue,False,Welterweight,MALE,0.6296296296296297,0.4
2263,2263,Antonio Carlos Junior,Eddie Gordon,-170.0,150.0,6/27/2015,"Hollywood, Florida, USA", USA,Red,False,Middleweight,MALE,0.4,0.6296296296296297
2264,2264,Thiago Santos,Steve Bosse,-175.0,155.0,6/27/2015,"Hollywood, Florida, USA", USA,Red,False,Middleweight,MALE,0.3921568627450981,0.6363636363636364
2265,2265,Hacran Dias,Levan Makashvili,-145.0,125.0,6/27/2015,"Hollywood, Florida, USA", USA,Red,False,Featherweight,MALE,0.4444444444444444,0.5918367346938775
2266,2266,Alex Oliveira,Joe Merritt,-425.0,340.0,6/27/2015,"Hollywood, Florida, USA", USA,Red,False,Welterweight,MALE,0.22727272727272727,0.8095238095238095
2267,2267,Leandro Silva,Lewis Gonzalez,-190.0,165.0,6/27/2015,"Hollywood, Florida, USA", USA,Red,False,Welterweight,MALE,0.37735849056603776,0.6551724137931035
2268,2268,Steve Montgomery,Tony Sims,100.0,-120.0,6/27/2015,"Hollywood, Florida, USA", USA,Blue,False,Welterweight,MALE,0.5454545454545454,0.5
2269,2269,Danny Martinez,Sirwan Kakai,-115.0,-105.0,6/27/2015,"Hollywood, Florida, USA", USA,Blue,False,Bantamweight,MALE,0.5121951219512195,0.5348837209302325
2270,2270,Joanna Jedrzejczyk,Jessica Penne,-900.0,600.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,True,Women's Strawweight,FEMALE,0.14285714285714285,0.9
2271,2271,Dennis Siver,Tatsuya Kawajiri,-150.0,130.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Blue,False,Featherweight,MALE,0.43478260869565216,0.6
2272,2272,Peter Sobotta,Steve Kennedy,-370.0,310.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Welterweight,MALE,0.24390243902439024,0.7872340425531915
2273,2273,Nick Hein,Lukasz Sajewski,-150.0,130.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Lightweight,MALE,0.43478260869565216,0.6
2274,2274,Makwan Amirkhani,Masio Fullen,-260.0,240.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Featherweight,MALE,0.29411764705882354,0.7222222222222221
2275,2275,Mairbek Taisumov,Alan Patrick,-160.0,140.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Lightweight,MALE,0.41666666666666674,0.6153846153846154
2276,2276,Alan Omer,Arnold Allen,-165.0,145.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Blue,False,Featherweight,MALE,0.40816326530612246,0.6226415094339622
2277,2277,Niklas Backstrom,Noad Lahat,-190.0,165.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Blue,False,Featherweight,MALE,0.37735849056603776,0.6551724137931035
2278,2278,Scott Askham,Antonio Dos Santos,-235.0,195.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Middleweight,MALE,0.33898305084745756,0.701492537313433
2279,2279,Piotr Hallmann,Magomed Mustafaev,100.0,-120.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Blue,False,Lightweight,MALE,0.5454545454545454,0.5
2280,2280,Taylor Lapilus,Ulka Sasaki,240.0,-280.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Bantamweight,MALE,0.7368421052631579,0.29411764705882354
2281,2281,Cain Velasquez,Fabricio Werdum,-460.0,365.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,True,Heavyweight,MALE,0.2150537634408602,0.8214285714285714
2282,2282,Gilbert Melendez,Eddie Alvarez,-170.0,150.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Lightweight,MALE,0.4,0.6296296296296297
2283,2283,Kelvin Gastelum,Nate Marquardt,-500.0,400.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Middleweight,MALE,0.2,0.8333333333333335
2284,2284,Yair Rodriguez,Charles Rosa,155.0,-175.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Featherweight,MALE,0.6363636363636364,0.3921568627450981
2285,2285,Tecia Torres,Angela Hill,-235.0,195.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Women's Strawweight,FEMALE,0.33898305084745756,0.701492537313433
2286,2286,Henry Cejudo,Chico Camus,-1275.0,825.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Flyweight,MALE,0.1081081081081081,0.9272727272727272
2287,2287,Efrain Escudero,Drew Dober,120.0,-140.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Lightweight,MALE,0.5833333333333334,0.45454545454545453
2288,2288,Alejandro Perez,Patrick Williams,-160.0,150.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Bantamweight,MALE,0.4,0.6153846153846154
2289,2289,Francisco Trevino,Johnny Case,415.0,-525.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Lightweight,MALE,0.84,0.1941747572815534
2290,2290,Augusto Montano,Cathal Pendred,-110.0,-110.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Welterweight,MALE,0.5238095238095238,0.5238095238095238
2291,2291,Gabriel Benitez,Clay Collard,215.0,-255.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Featherweight,MALE,0.7183098591549296,0.31746031746031744
2292,2292,Tim Boetsch,Dan Henderson,-185.0,160.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,False,Middleweight,MALE,0.3846153846153847,0.6491228070175439
2293,2293,Ben Rothwell,Matt Mitrione,145.0,-165.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,False,Heavyweight,MALE,0.6226415094339622,0.40816326530612246
2294,2294,Dustin Poirier,Yancy Medeiros,-250.0,230.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,False,Lightweight,MALE,0.30303030303030304,0.7142857142857143
2295,2295,Thiago Tavares,Brian Ortega,-145.0,125.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,False,Featherweight,MALE,0.4444444444444444,0.5918367346938775
2296,2296,Joe Soto,Anthony Birchak,-200.0,170.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,False,Bantamweight,MALE,0.3703703703703704,0.6666666666666665
2297,2297,Francisco Rivera,Alex Caceres,-135.0,125.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,False,Bantamweight,MALE,0.4444444444444444,0.574468085106383
2298,2298,Shawn Jordan,Derrick Lewis,-115.0,-105.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,False,Heavyweight,MALE,0.5121951219512195,0.5348837209302325
2299,2299,Brian Ebersole,Omari Akhmedov,115.0,-135.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,False,Welterweight,MALE,0.574468085106383,0.46511627906976744
2300,2300,Chris Wade,Christos Giagos,-170.0,150.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,False,Lightweight,MALE,0.4,0.6296296296296297
2301,2301,Joe Proctor,Justin Edwards,-210.0,175.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,False,Lightweight,MALE,0.36363636363636365,0.6774193548387096
2302,2302,Ricardo Abreu,Jake Collier,-175.0,155.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,False,Middleweight,MALE,0.3921568627450981,0.6363636363636364
2303,2303,Jose Quinonez,Leonardo Morales,150.0,-170.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Red,False,Bantamweight,MALE,0.6296296296296297,0.4
2304,2304,Carlos Condit,Thiago Alves,-350.0,290.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Red,False,Welterweight,MALE,0.2564102564102564,0.7777777777777779
2305,2305,Nik Lentz,Charles Oliveira,225.0,-265.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,False,Featherweight,MALE,0.726027397260274,0.3076923076923077
2306,2306,KJ Noons,Alex Oliveira,160.0,-185.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,False,Welterweight,MALE,0.6491228070175439,0.3846153846153847
2307,2307,Francimar Barroso,Ryan Jimmo,235.0,-275.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Red,False,Light Heavyweight,MALE,0.7333333333333333,0.29850746268656714
2308,2308,Francisco Trinaldo,Norman Parke,215.0,-255.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Red,False,Lightweight,MALE,0.7183098591549296,0.31746031746031744
2309,2309,Wendell Oliveira,Darren Till,-130.0,110.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,False,Welterweight,MALE,0.4761904761904761,0.5652173913043478
2310,2310,Rony Jason,Damon Jackson,-150.0,130.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Draw,False,Featherweight,MALE,0.43478260869565216,0.6
2311,2311,Jussier Formiga,Wilson Reis,-105.0,-115.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Red,False,Flyweight,MALE,0.5348837209302325,0.5121951219512195
2312,2312,Elizeu Zaleski dos Santos,Nicolas Dalby,230.0,-270.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,False,Welterweight,MALE,0.7297297297297297,0.30303030303030304
2313,2313,Lucas Martins,Mirsad Bektic,345.0,-430.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,False,Featherweight,MALE,0.8113207547169812,0.2247191011235955
2314,2314,Juliana Lima,Ericka Almeida,-170.0,150.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Red,False,Women's Strawweight,FEMALE,0.4,0.6296296296296297
2315,2315,Luiz Dutra,Tom Breese,135.0,-155.0,5/30/2015,"Goiania, Goias, Brazil", Brazil,Blue,False,Welterweight,MALE,0.6078431372549019,0.425531914893617
2316,2316,Anthony Johnson,Daniel Cormier,-120.0,100.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Blue,True,Light Heavyweight,MALE,0.5,0.5454545454545454
2317,2317,Chris Weidman,Vitor Belfort,-420.0,335.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Red,True,Middleweight,MALE,0.22988505747126436,0.8076923076923077
2318,2318,Donald Cerrone,John Makdessi,-700.0,500.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,0.16666666666666663,0.875
2319,2319,Travis Browne,Andrei Arlovski,-500.0,400.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,0.2,0.8333333333333335
2320,2320,Joseph Benavidez,John Moraga,-750.0,525.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Red,False,Flyweight,MALE,0.16,0.8823529411764706
2321,2321,John Dodson,Zach Makovsky,-800.0,550.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Red,False,Flyweight,MALE,0.15384615384615385,0.8888888888888888
2322,2322,Dong Hyun Kim,Joshua Burkman,-210.0,175.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,0.36363636363636365,0.6774193548387096
2323,2323,Uriah Hall,Rafael Natal,-420.0,335.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,0.22988505747126436,0.8076923076923077
2324,2324,Mike Pyle,Colby Covington,265.0,-325.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,0.7647058823529411,0.273972602739726
2325,2325,Islam Makhachev,Leo Kuntz,-500.0,400.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,0.2,0.8333333333333335
2326,2326,Justin Scoggins,Joshua Sampo,-500.0,400.0,5/23/2015,"Las Vegas, Nevada, USA", USA,Red,False,Flyweight,MALE,0.2,0.8333333333333335
2327,2327,Frankie Edgar,Urijah Faber,-550.0,425.0,5/16/2015,"Manila, Philippines", Philippines,Red,False,Featherweight,MALE,0.19047619047619047,0.8461538461538461
2328,2328,Gegard Mousasi,Costas Philippou,-800.0,550.0,5/16/2015,"Manila, Philippines", Philippines,Red,False,Middleweight,MALE,0.15384615384615385,0.8888888888888888
2329,2329,Mark Munoz,Luke Barnatt,115.0,-135.0,5/16/2015,"Manila, Philippines", Philippines,Red,False,Middleweight,MALE,0.574468085106383,0.46511627906976744
2330,2330,Hyun Gyu Lim,Neil Magny,105.0,-125.0,5/16/2015,"Manila, Philippines", Philippines,Blue,False,Welterweight,MALE,0.5555555555555556,0.4878048780487805
2331,2331,Phillipe Nover,Yui Chul Nam,135.0,-155.0,5/16/2015,"Manila, Philippines", Philippines,Red,False,Featherweight,MALE,0.6078431372549019,0.425531914893617
2332,2332,Mark Eddiva,Levan Makashvili,320.0,-390.0,5/16/2015,"Manila, Philippines", Philippines,Blue,False,Featherweight,MALE,0.7959183673469387,0.23809523809523805
2333,2333,Tae Hyun Bang,Jon Tuck,190.0,-230.0,5/16/2015,"Manila, Philippines", Philippines,Blue,False,Lightweight,MALE,0.696969696969697,0.3448275862068966
2334,2334,Zhang Lipeng,Kajan Johnson,-115.0,-105.0,5/16/2015,"Manila, Philippines", Philippines,Blue,False,Lightweight,MALE,0.5121951219512195,0.5348837209302325
2335,2335,Li Jingliang,Dhiego Lima,130.0,-140.0,5/16/2015,"Manila, Philippines", Philippines,Red,False,Welterweight,MALE,0.5833333333333334,0.43478260869565216
2336,2336,Ning Guangyou,Royston Wee,-140.0,120.0,5/16/2015,"Manila, Philippines", Philippines,Red,False,Bantamweight,MALE,0.45454545454545453,0.5833333333333334
2337,2337,Roldan Sangcha-an,Jon Delos Reyes,130.0,-150.0,5/16/2015,"Manila, Philippines", Philippines,Blue,False,Flyweight,MALE,0.6,0.43478260869565216
2338,2338,Nolan Ticman,Yao Zhikui,-270.0,230.0,5/16/2015,"Manila, Philippines", Philippines,Blue,False,Flyweight,MALE,0.30303030303030304,0.7297297297297297
2339,2339,Stipe Miocic,Mark Hunt,-235.0,195.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Red,False,Heavyweight,MALE,0.33898305084745756,0.701492537313433
2340,2340,Brad Tavares,Robert Whittaker,-135.0,115.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Blue,False,Middleweight,MALE,0.46511627906976744,0.574468085106383
2341,2341,Anthony Perosh,Sean O'Connell,-130.0,120.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Blue,False,Light Heavyweight,MALE,0.45454545454545453,0.5652173913043478
2342,2342,Jake Matthews,James Vick,-190.0,165.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Blue,False,Lightweight,MALE,0.37735849056603776,0.6551724137931035
2343,2343,Hatsu Hioki,Dan Hooker,-290.0,245.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Blue,False,Featherweight,MALE,0.2898550724637681,0.7435897435897436
2344,2344,Kyle Noke,Jonavin Webb,-110.0,-110.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Red,False,Welterweight,MALE,0.5238095238095238,0.5238095238095238
2345,2345,Daniel Kelly,Sam Alvey,300.0,-360.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Blue,False,Middleweight,MALE,0.782608695652174,0.25
2346,2346,Bec Rawlings,Lisa Ellis,-220.0,180.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Red,False,Women's Strawweight,FEMALE,0.35714285714285715,0.6875
2347,2347,Dylan Andrews,Bradley Scott,-130.0,110.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Blue,False,Middleweight,MALE,0.4761904761904761,0.5652173913043478
2348,2348,Alex Chambers,Kailin Curran,210.0,-250.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Red,False,Women's Strawweight,FEMALE,0.7142857142857143,0.3225806451612903
2349,2349,Vik Grujic,Brendan O'Reilly,-140.0,120.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Blue,False,Welterweight,MALE,0.45454545454545453,0.5833333333333334
2350,2350,Alptekin Ozkilic,Ben Nguyen,-230.0,190.0,5/9/2015,"Adelaide, South Australia, Australia", Australia,Blue,False,Flyweight,MALE,0.3448275862068966,0.696969696969697
2351,2351,Demetrious Johnson,Kyoji Horiguchi,-980.0,640.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Red,True,Flyweight,MALE,0.13513513513513514,0.9074074074074074
2352,2352,Rampage Jackson,Fabio Maldonado,-170.0,150.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Red,False,Catch Weight,MALE,0.4,0.6296296296296297
2353,2353,Michael Bisping,CB Dollaway,-145.0,125.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Red,False,Middleweight,MALE,0.4444444444444444,0.5918367346938775
2354,2354,John Makdessi,Shane Campbell,-110.0,-110.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Red,False,Catch Weight,MALE,0.5238095238095238,0.5238095238095238
2355,2355,Yves Jabouin,Thomas Almeida,335.0,-420.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Blue,False,Bantamweight,MALE,0.8076923076923077,0.22988505747126436
2356,2356,Patrick Cote,Joe Riggs,-260.0,220.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Red,False,Welterweight,MALE,0.3125,0.7222222222222221
2357,2357,Alexis Davis,Sarah Kaufman,178.0,-215.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Red,False,Women's Bantamweight,FEMALE,0.6825396825396826,0.3597122302158273
2358,2358,Chad Laprise,Bryan Barberena,-420.0,335.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Red,False,Lightweight,MALE,0.22988505747126436,0.8076923076923077
2359,2359,Olivier Aubin-Mercier,David Michaud,-340.0,280.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Red,False,Lightweight,MALE,0.2631578947368421,0.7727272727272727
2360,2360,Nordine Taleb,Chris Clements,-210.0,175.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Red,False,Welterweight,MALE,0.36363636363636365,0.6774193548387096
2361,2361,Jessica Rakoczy,Valerie Letourneau,105.0,-125.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Blue,False,Women's Strawweight,FEMALE,0.5555555555555556,0.4878048780487805
2362,2362,Randa Markos,Aisling Daly,-275.0,235.0,4/25/2015,"Montreal, Quebec, Canada", Canada,Red,False,Women's Strawweight,FEMALE,0.29850746268656714,0.7333333333333333
2363,2363,Lyoto Machida,Luke Rockhold,125.0,-145.0,4/18/2015,"Newark, New Jersey, USA", USA,Blue,False,Middleweight,MALE,0.5918367346938775,0.4444444444444444
2364,2364,Jacare Souza,Chris Camozzi,-1600.0,1050.0,4/18/2015,"Newark, New Jersey, USA", USA,Red,False,Middleweight,MALE,0.08695652173913043,0.9411764705882352
2365,2365,Cub Swanson,Max Holloway,-155.0,135.0,4/18/2015,"Newark, New Jersey, USA", USA,Blue,False,Featherweight,MALE,0.425531914893617,0.6078431372549019
2366,2366,Felice Herrig,Paige VanZant,100.0,-120.0,4/18/2015,"Newark, New Jersey, USA", USA,Blue,False,Women's Strawweight,FEMALE,0.5454545454545454,0.5
2367,2367,Jim Miller,Beneil Dariush,145.0,-165.0,4/18/2015,"Newark, New Jersey, USA", USA,Blue,False,Lightweight,MALE,0.6226415094339622,0.40816326530612246
2368,2368,Ovince Saint Preux,Patrick Cummins,-105.0,-115.0,4/18/2015,"Newark, New Jersey, USA", USA,Red,False,Light Heavyweight,MALE,0.5348837209302325,0.5121951219512195
2369,2369,Corey Anderson,Gian Villante,-400.0,325.0,4/18/2015,"Newark, New Jersey, USA", USA,Blue,False,Light Heavyweight,MALE,0.2352941176470588,0.8
2370,2370,Takeya Mizugaki,Aljamain Sterling,285.0,-345.0,4/18/2015,"Newark, New Jersey, USA", USA,Blue,False,Bantamweight,MALE,0.7752808988764045,0.2597402597402597
