,Unnamed: 0,R_fighter,B_fighter,R_odds,B_odds,date,location,country,Winner,title_bout,weight_class,gender,B_Implied_probability,R_Implied_probability
0,0,Kevin Lee,Charles Oliveira,-145.0,135.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,False,Lightweight,MALE,0.425531914893617,0.5918367346938775
1,1,Demian Maia,Gilbert Burns,160.0,-170.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,False,Welterweight,MALE,0.6296296296296297,0.3846153846153847
2,2,Renato Moicano,Damir Hadzovic,-345.0,315.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Red,False,Lightweight,MALE,0.24096385542168675,0.7752808988764045
3,3,Johnny Walker,Nikita Krylov,-137.0,127.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,False,Light Heavyweight,MALE,0.44052863436123346,0.5780590717299579
4,4,Francisco Trinaldo,John Makdessi,-160.0,150.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Red,False,Lightweight,MALE,0.4,0.6153846153846154
5,5,Jussier Formiga,Brandon Moreno,-150.0,140.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,False,Flyweight,MALE,0.41666666666666674,0.6
6,6,Amanda Ribas,Randa Markos,-345.0,315.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Red,False,Women's Strawweight,FEMALE,0.24096385542168675,0.7752808988764045
7,7,Elizeu Dos Santos,Aleksei Kunchenko,-122.0,112.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Red,False,Welterweight,MALE,0.4716981132075472,0.5495495495495496
8,8,Rani Yahya,Enrique Barzola,170.0,-185.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Draw,False,Bantamweight,MALE,0.6491228070175439,0.3703703703703704
9,9,Mayra Bueno Silva,Maryna Moroz,-140.0,130.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,False,Women's Flyweight,FEMALE,0.43478260869565216,0.5833333333333334
10,10,Bruno Silva,David Dvorak,-110.0,100.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,False,Flyweight,MALE,0.5,0.5238095238095238
11,11,Veronica Macedo,Bea Malecki,-155.0,145.0,3/14/2020,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,False,Women's Bantamweight,FEMALE,0.40816326530612246,0.6078431372549019
12,12,Israel Adesanya,Yoel Romero,-260.0,240.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Red,True,Middleweight,MALE,0.29411764705882354,0.7222222222222221
13,13,Weili Zhang,Joanna Jedrzejczyk,-185.0,170.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Red,True,Women's Strawweight,FEMALE,0.3703703703703704,0.6491228070175439
14,14,Beneil Dariush,Drakkar Klose,-162.0,152.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,0.39682539682539686,0.6183206106870229
15,15,Neil Magny,Li Jingliang,157.0,-167.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,0.6254681647940075,0.3891050583657588
16,16,Alex Oliveira,Max Griffin,-125.0,115.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,0.46511627906976744,0.5555555555555556
17,17,Sean O'Malley,Jose Quinonez,-330.0,300.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,0.25,0.7674418604651163
18,18,Mark Madsen,Austin Hubbard,-215.0,195.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,0.33898305084745756,0.6825396825396826
19,19,Rodolfo Vieira,Saparbeg Safarov,-570.0,480.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,0.1724137931034483,0.8507462686567164
20,20,Gerald Meerschaert,Deron Winn,125.0,-135.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,0.574468085106383,0.4444444444444444
21,21,Jamall Emmers,Giga Chikadze,-170.0,160.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,0.3846153846153847,0.6296296296296297
22,22,Danaa Batgerel,Guido Cannetti,-120.0,110.0,3/7/2020,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,0.4761904761904761,0.5454545454545454
23,23,Joseph Benavidez,Deiveson Figueiredo,-150.0,130.0,2/29/2020,"Norfolk, Virginia, USA", USA,Blue,True,Flyweight,MALE,0.43478260869565216,0.6
24,24,Felicia Spencer,Zarah Fairn,-870.0,585.0,2/29/2020,"Norfolk, Virginia, USA", USA,Red,False,Women's Featherweight,FEMALE,0.145985401459854,0.8969072164948454
25,25,Ion Cutelaba,Magomed Ankalaev,185.0,-225.0,2/29/2020,"Norfolk, Virginia, USA", USA,Blue,False,Light Heavyweight,MALE,0.6923076923076923,0.3508771929824561
26,26,Megan Anderson,Norma Dumont,-245.0,205.0,2/29/2020,"Norfolk, Virginia, USA", USA,Red,False,Women's Featherweight,FEMALE,0.32786885245901637,0.7101449275362319
27,27,Grant Dawson,Darrick Minner,-475.0,380.0,2/29/2020,"Norfolk, Virginia, USA", USA,Red,False,Featherweight,MALE,0.20833333333333337,0.826086956521739
28,28,Gabriel Silva,Kyler Phillips,-130.0,110.0,2/29/2020,"Norfolk, Virginia, USA", USA,Blue,False,Bantamweight,MALE,0.4761904761904761,0.5652173913043478
29,29,Brendan Allen,Tom Breese,110.0,-130.0,2/29/2020,"Norfolk, Virginia, USA", USA,Red,False,Middleweight,MALE,0.5652173913043478,0.4761904761904761
30,30,Luis Pena,Steve Garcia,-270.0,230.0,2/29/2020,"Norfolk, Virginia, USA", USA,Red,False,Lightweight,MALE,0.30303030303030304,0.7297297297297297
31,31,Marcin Tybura,Serghei Spivac,100.0,-120.0,2/29/2020,"Norfolk, Virginia, USA", USA,Red,False,Heavyweight,MALE,0.5454545454545454,0.5
32,32,Jordan Griffin,TJ Brown,-135.0,115.0,2/29/2020,"Norfolk, Virginia, USA", USA,Red,False,Featherweight,MALE,0.46511627906976744,0.574468085106383
33,33,Aalon Cruz,Spike Carlyle,-190.0,165.0,2/29/2020,"Norfolk, Virginia, USA", USA,Blue,False,Featherweight,MALE,0.37735849056603776,0.6551724137931035
34,34,Sean Brady,Ismail Naurdiev,105.0,-125.0,2/29/2020,"Norfolk, Virginia, USA", USA,Red,False,Welterweight,MALE,0.5555555555555556,0.4878048780487805
35,35,Paul Felder,Dan Hooker,130.0,-150.0,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,False,Lightweight,MALE,0.6,0.43478260869565216
36,36,Jim Crute,Michal Oleksiejczuk,100.0,-120.0,2/22/2020,"Auckland, New Zealand", New Zealand,Red,False,Light Heavyweight,MALE,0.5454545454545454,0.5
37,37,Karolina Kowalkiewicz,Yan Xiaonan,225.0,-265.0,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,False,Women's Strawweight,FEMALE,0.726027397260274,0.3076923076923077
38,38,Ben Sosoli,Marcos Rogerio De Lima,130.0,-150.0,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,False,Heavyweight,MALE,0.6,0.43478260869565216
39,39,Brad Riddell,Magomed Mustafaev,120.0,-140.0,2/22/2020,"Auckland, New Zealand", New Zealand,Red,False,Lightweight,MALE,0.5833333333333334,0.45454545454545453
40,40,Kevin Aguilar,Zubaira Tukhugov,-115.0,-105.0,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,False,Featherweight,MALE,0.5121951219512195,0.5348837209302325
41,41,Jalin Turner,Joshua Culibao,-210.0,175.0,2/22/2020,"Auckland, New Zealand", New Zealand,Red,False,Lightweight,MALE,0.36363636363636365,0.6774193548387096
42,42,Jake Matthews,Emil Meek,-200.0,170.0,2/22/2020,"Auckland, New Zealand", New Zealand,Red,False,Welterweight,MALE,0.3703703703703704,0.6666666666666665
43,43,Callan Potter,Song Kenan,170.0,-200.0,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,False,Welterweight,MALE,0.6666666666666665,0.3703703703703704
44,44,Kai Kara France,Tyson Nam,-260.0,220.0,2/22/2020,"Auckland, New Zealand", New Zealand,Red,False,Flyweight,MALE,0.3125,0.7222222222222221
45,45,Loma Lookboonmee,Angela Hill,155.0,-175.0,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,False,Women's Strawweight,FEMALE,0.6363636363636364,0.3921568627450981
46,46,Priscila Cachoeira,Shana Dobson,180.0,-220.0,2/22/2020,"Auckland, New Zealand", New Zealand,Red,False,Women's Flyweight,FEMALE,0.6875,0.35714285714285715
47,47,Francis Ngannou,Junior Dos Santos,-220.0,180.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,False,Heavyweight,MALE,0.35714285714285715,0.6875
48,48,Jussier Formiga,Joseph Benavidez,105.0,-125.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Blue,False,Flyweight,MALE,0.5555555555555556,0.4878048780487805
49,49,Demian Maia,Rocco Martin,-190.0,165.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,False,Welterweight,MALE,0.37735849056603776,0.6551724137931035
50,50,Roosevelt Roberts,Vinc Pichel,-245.0,205.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Blue,False,Lightweight,MALE,0.32786885245901637,0.7101449275362319
51,51,Drew Dober,Marco Polo Reyes,-430.0,345.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,False,Lightweight,MALE,0.2247191011235955,0.8113207547169812
52,52,Alonzo Menifield,Paul Craig,-350.0,290.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,False,Light Heavyweight,MALE,0.2564102564102564,0.7777777777777779
53,53,Ricardo Ramos,Journey Newson,-380.0,315.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,False,Bantamweight,MALE,0.24096385542168675,0.7916666666666665
54,54,Eryk Anders,Vinicius Moreira,-300.0,250.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,False,Light Heavyweight,MALE,0.2857142857142857,0.75
55,55,Jared Gordon,Dan Moret,-350.0,290.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,False,Lightweight,MALE,0.2564102564102564,0.7777777777777779
56,56,Dalcha Lungiambula,Dequan Townsend,-420.0,335.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,False,Light Heavyweight,MALE,0.22988505747126436,0.8076923076923077
57,57,Emily Whitmire,Amanda Ribas,-175.0,155.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Blue,False,Women's Strawweight,FEMALE,0.3921568627450981,0.6363636363636364
58,58,Maurice Greene,Junior Albini,-125.0,105.0,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,False,Heavyweight,MALE,0.4878048780487805,0.5555555555555556
59,59,Renato Moicano,Chan Sung Jung,-220.0,180.0,6/22/2019,"Greenville, South Carolina, USA", USA,Blue,False,Featherweight,MALE,0.35714285714285715,0.6875
60,60,Bryan Barberena,Randy Brown,-235.0,195.0,6/22/2019,"Greenville, South Carolina, USA", USA,Blue,False,Welterweight,MALE,0.33898305084745756,0.701492537313433
61,61,Andre Ewell,Anderson Dos Santos,-140.0,120.0,6/22/2019,"Greenville, South Carolina, USA", USA,Red,False,Bantamweight,MALE,0.45454545454545453,0.5833333333333334
62,62,Andrea Lee,Montana De La Rosa,-185.0,160.0,6/22/2019,"Greenville, South Carolina, USA", USA,Red,False,Women's Flyweight,FEMALE,0.3846153846153847,0.6491228070175439
63,63,Kevin Holland,Alessio Di Chirico,-230.0,190.0,6/22/2019,"Greenville, South Carolina, USA", USA,Red,False,Middleweight,MALE,0.3448275862068966,0.696969696969697
64,64,Dan Ige,Kevin Aguilar,120.0,-140.0,6/22/2019,"Greenville, South Carolina, USA", USA,Red,False,Featherweight,MALE,0.5833333333333334,0.45454545454545453
65,65,Ashley Yoder,Syuri Kondo,-140.0,120.0,6/22/2019,"Greenville, South Carolina, USA", USA,Red,False,Women's Strawweight,FEMALE,0.45454545454545453,0.5833333333333334
66,66,Matt Wiman,Luis Pena,315.0,-380.0,6/22/2019,"Greenville, South Carolina, USA", USA,Blue,False,Lightweight,MALE,0.7916666666666665,0.24096385542168675
67,67,Allen Crowder,Jairzinho Rozenstruik,190.0,-230.0,6/22/2019,"Greenville, South Carolina, USA", USA,Blue,False,Heavyweight,MALE,0.696969696969697,0.3448275862068966
68,68,Ariane Lipski,Molly McCann,-255.0,215.0,6/22/2019,"Greenville, South Carolina, USA", USA,Blue,False,Women's Flyweight,FEMALE,0.31746031746031744,0.7183098591549296
69,69,Deron Winn,Eric Spicely,-360.0,300.0,6/22/2019,"Greenville, South Carolina, USA", USA,Red,False,Middleweight,MALE,0.25,0.782608695652174
70,70,Jon Jones,Thiago Santos,-670.0,485.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,True,Light Heavyweight,MALE,0.17094017094017094,0.8701298701298701
71,71,Amanda Nunes,Holly Holm,-360.0,300.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,True,Women's Bantamweight,FEMALE,0.25,0.782608695652174
72,72,Jorge Masvidal,Ben Askren,180.0,-220.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,0.6875,0.35714285714285715
73,73,Jan Blachowicz,Luke Rockhold,220.0,-260.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,0.7222222222222221,0.3125
74,74,Diego Sanchez,Michael Chiesa,315.0,-380.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,0.7916666666666665,0.24096385542168675
75,75,Gilbert Melendez,Arnold Allen,260.0,-320.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,0.7619047619047619,0.2777777777777778
76,76,Marlon Vera,Nohelin Hernandez,-470.0,375.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,0.21052631578947367,0.8245614035087719
77,77,Caludia Gadelha,Randa Markos,-200.0,170.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,False,Women's Strawweight,FEMALE,0.3703703703703704,0.6666666666666665
78,78,Alejandro Perez,Song Yadong,185.0,-225.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,0.6923076923076923,0.3508771929824561
79,79,Edmen Shahbazyan,Jack Marshman,-570.0,480.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,0.1724137931034483,0.8507462686567164
80,80,Ismail Naurdiev,Chance Rencountre,-570.0,435.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,0.18691588785046728,0.8507462686567164
81,81,Julia Avila,Pannie Kianzad,-250.0,210.0,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,False,Women's Bantamweight,FEMALE,0.3225806451612903,0.7142857142857143
82,82,Corey Anderson,Jan Blachowicz,-235.0,195.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Blue,False,Light Heavyweight,MALE,0.33898305084745756,0.701492537313433
83,83,Diego Sanchez,Michel Pereira,135.0,-155.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,False,Welterweight,MALE,0.6078431372549019,0.425531914893617
84,84,Montana De La Rosa,Mara Romero Borella,-175.0,155.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,False,Women's Flyweight,FEMALE,0.3921568627450981,0.6363636363636364
85,85,Brok Weaver,Kazula Vargas,-270.0,230.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,False,Lightweight,MALE,0.30303030303030304,0.7297297297297297
86,86,Rogerio Bontorin,Ray Borg,130.0,-150.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Blue,False,Flyweight,MALE,0.6,0.43478260869565216
87,87,Lando Vannata,Yancy Medeiros,-120.0,100.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,False,Lightweight,MALE,0.5,0.5454545454545454
88,88,Tim Means,Daniel Rodriguez,-345.0,285.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Blue,False,Welterweight,MALE,0.2597402597402597,0.7752808988764045
89,89,John Dodson,Nathaniel Wood,130.0,-150.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,False,Bantamweight,MALE,0.6,0.43478260869565216
90,90,Jim Miller,Scott Holtzman,115.0,-135.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Blue,False,Lightweight,MALE,0.574468085106383,0.46511627906976744
91,91,Devin Clark,Dequan Townsend,-400.0,325.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,False,Light Heavyweight,MALE,0.2352941176470588,0.8
92,92,Casey Kenney,Merab Dvalishvili,150.0,-170.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Blue,False,Bantamweight,MALE,0.6296296296296297,0.4
93,93,Macy Chiasson,Shanna Young,-800.0,550.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,False,Women's Bantamweight,FEMALE,0.15384615384615385,0.8888888888888888
94,94,Mark De La Rosa,Raulian Paiva,205.0,-245.0,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Blue,False,Flyweight,MALE,0.7101449275362319,0.32786885245901637
95,95,Germaine De Randamie,Aspen Ladd,100.0,-120.0,7/13/2019,"Sacramento, California, USA", USA,Red,False,Women's Bantamweight,FEMALE,0.5454545454545454,0.5
96,96,Urijah Faber,Ricky Simon,320.0,-355.0,7/13/2019,"Sacramento, California, USA", USA,Red,False,Bantamweight,MALE,0.7802197802197803,0.23809523809523805
97,97,Josh Emmett,Mirsad Bektic,150.0,-170.0,7/13/2019,"Sacramento, California, USA", USA,Red,False,Featherweight,MALE,0.6296296296296297,0.4
98,98,Karl Roberson,Wellington Turman,-220.0,180.0,7/13/2019,"Sacramento, California, USA", USA,Red,False,Middleweight,MALE,0.35714285714285715,0.6875
99,99,Marvin Vettori,Cezar Ferreira,-220.0,180.0,7/13/2019,"Sacramento, California, USA", USA,Red,False,Middleweight,MALE,0.35714285714285715,0.6875
100,100,Andre Fili,Sheymon Moraes,-160.0,140.0,7/13/2019,"Sacramento, California, USA", USA,Red,False,Featherweight,MALE,0.41666666666666674,0.6153846153846154
101,101,Julianna Pena,Nicco Montano,-250.0,210.0,7/13/2019,"Sacramento, California, USA", USA,Red,False,Women's Bantamweight,FEMALE,0.3225806451612903,0.7142857142857143
102,102,Darren Elkins,Ryan Hall,-115.0,-105.0,7/13/2019,"Sacramento, California, USA", USA,Blue,False,Featherweight,MALE,0.5121951219512195,0.5348837209302325
103,103,Liu Pingyuan,Jonathan Martinez,-220.0,180.0,7/13/2019,"Sacramento, California, USA", USA,Blue,False,Bantamweight,MALE,0.35714285714285715,0.6875
104,104,Livinha Souza,Brianna Van Buren,-115.0,-105.0,7/13/2019,"Sacramento, California, USA", USA,Blue,False,Women's Strawweight,FEMALE,0.5121951219512195,0.5348837209302325
105,105,Benito Lopez,Vince Morales,-105.0,-105.0,7/13/2019,"Sacramento, California, USA", USA,Red,False,Bantamweight,MALE,0.5121951219512195,0.5121951219512195
106,106,Rafael Dos Anjos,Leon Edwards,-110.0,-110.0,7/20/2019,"San Antonio, Texas, USA", USA,Blue,False,Welterweight,MALE,0.5238095238095238,0.5238095238095238
107,107,Aleksei Oleinik,Walt Harris,130.0,-150.0,7/20/2019,"San Antonio, Texas, USA", USA,Blue,False,Heavyweight,MALE,0.6,0.43478260869565216
108,108,Greg Hardy,Juan Adams,-105.0,-115.0,7/20/2019,"San Antonio, Texas, USA", USA,Red,False,Heavyweight,MALE,0.5348837209302325,0.5121951219512195
109,109,James Vick,Dan Hooker,105.0,-125.0,7/20/2019,"San Antonio, Texas, USA", USA,Blue,False,Lightweight,MALE,0.5555555555555556,0.4878048780487805
110,110,Alexander Hernandez,Francisco Trinaldo,-250.0,210.0,7/20/2019,"San Antonio, Texas, USA", USA,Red,False,Lightweight,MALE,0.3225806451612903,0.7142857142857143
111,111,Andrei Arlovski,Ben Rothwell,155.0,-175.0,7/20/2019,"San Antonio, Texas, USA", USA,Red,False,Heavyweight,MALE,0.6363636363636364,0.3921568627450981
112,112,Alex Caceres,Steven Peterson,-115.0,-105.0,7/20/2019,"San Antonio, Texas, USA", USA,Red,False,Featherweight,MALE,0.5121951219512195,0.5348837209302325
113,113,Raquel Pennington,Irene Aldana,115.0,-135.0,7/20/2019,"San Antonio, Texas, USA", USA,Red,False,Women's Bantamweight,FEMALE,0.574468085106383,0.46511627906976744
114,114,Sam Alvey,Klidson Abreu,145.0,-165.0,7/20/2019,"San Antonio, Texas, USA", USA,Blue,False,Light Heavyweight,MALE,0.6226415094339622,0.40816326530612246
115,115,Roxanne Modafferi,Jennifer Maia,110.0,-130.0,7/20/2019,"San Antonio, Texas, USA", USA,Blue,False,Women's Flyweight,FEMALE,0.5652173913043478,0.4761904761904761
116,116,Ray Borg,Gabriel Silva,-185.0,160.0,7/20/2019,"San Antonio, Texas, USA", USA,Red,False,Bantamweight,MALE,0.3846153846153847,0.6491228070175439
117,117,Mario Bautista,Jin Soo Son,150.0,-170.0,7/20/2019,"San Antonio, Texas, USA", USA,Red,False,Bantamweight,MALE,0.6296296296296297,0.4
118,118,Domingo Pilarte,Felipe Colares,-400.0,325.0,7/20/2019,"San Antonio, Texas, USA", USA,Blue,False,Bantamweight,MALE,0.2352941176470588,0.8
119,119,Max Holloway,Frankie Edgar,-335.0,275.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Red,True,Featherweight,MALE,0.26666666666666666,0.7701149425287356
120,120,Cris Cyborg,Felicia Spencer,-380.0,315.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Red,False,Women's Featherweight,FEMALE,0.24096385542168675,0.7916666666666665
121,121,Geoff Neal,Niko Price,-335.0,275.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Red,False,Welterweight,MALE,0.26666666666666666,0.7701149425287356
122,122,Olivier Aubin-Mercier,Arman Tsarukyan,145.0,-165.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Blue,False,Lightweight,MALE,0.6226415094339622,0.40816326530612246
123,123,Marc-Andre Barriault,Krzystof Jotko,145.0,-165.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Blue,False,Middleweight,MALE,0.6226415094339622,0.40816326530612246
124,124,Alexis Davis,Viviane Araujo,165.0,-190.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Blue,False,Women's Flyweight,FEMALE,0.6551724137931035,0.37735849056603776
125,125,Hakeem Dawodu,Yoshinori Horie,-440.0,350.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Red,False,Featherweight,MALE,0.2222222222222222,0.8148148148148148
126,126,Gavin Tucker,Seungwoo Choi,120.0,-140.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Red,False,Featherweight,MALE,0.5833333333333334,0.45454545454545453
127,127,Alexandre Pantoja,Deiveson Figueiredo,-140.0,120.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Blue,False,Flyweight,MALE,0.45454545454545453,0.5833333333333334
128,128,Gillian Robertson,Sarah Frota,-150.0,130.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Red,False,Women's Flyweight,FEMALE,0.43478260869565216,0.6
129,129,Erik Koch,Kyle Stewart,-140.0,120.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Red,False,Welterweight,MALE,0.45454545454545453,0.5833333333333334
130,130,Colby Covington,Robbie Lawler,-300.0,250.0,8/3/2019,"Newark, New Jersey, USA", USA,Red,False,Welterweight,MALE,0.2857142857142857,0.75
131,131,Jim Miller,Clay Guida,-140.0,130.0,8/3/2019,"Newark, New Jersey, USA", USA,Red,False,Lightweight,MALE,0.43478260869565216,0.5833333333333334
132,132,Joaquim Silva,Nasrat Haqparast,315.0,-380.0,8/3/2019,"Newark, New Jersey, USA", USA,Blue,False,Lightweight,MALE,0.7916666666666665,0.24096385542168675
133,133,Trevin Giles,Gerald Meerschaert,-170.0,150.0,8/3/2019,"Newark, New Jersey, USA", USA,Blue,False,Middleweight,MALE,0.4,0.6296296296296297
134,134,Scott Holtzman,Dong Hyun Ma,-390.0,320.0,8/3/2019,"Newark, New Jersey, USA", USA,Red,False,Lightweight,MALE,0.23809523809523805,0.7959183673469387
135,135,Darko Stosic,Kennedy Nzechukwu,-120.0,100.0,8/3/2019,"Newark, New Jersey, USA", USA,Blue,False,Light Heavyweight,MALE,0.5,0.5454545454545454
136,136,Mickey Gall,Salim Touahri,100.0,-120.0,8/3/2019,"Newark, New Jersey, USA", USA,Red,False,Welterweight,MALE,0.5454545454545454,0.5
137,137,Antonina Shevchenko,Lucie Pudilova,-160.0,140.0,8/3/2019,"Newark, New Jersey, USA", USA,Red,False,Women's Flyweight,FEMALE,0.41666666666666674,0.6153846153846154
138,138,Jordan Espinosa,Matt Schnell,-155.0,145.0,8/3/2019,"Newark, New Jersey, USA", USA,Blue,False,Flyweight,MALE,0.40816326530612246,0.6078431372549019
139,139,Lauren Murphy,Mara Romero Borella,180.0,-220.0,8/3/2019,"Newark, New Jersey, USA", USA,Red,False,Women's Flyweight,FEMALE,0.6875,0.35714285714285715
140,140,Claudio Silva,Cole Williams,-550.0,425.0,8/3/2019,"Newark, New Jersey, USA", USA,Red,False,Welterweight,MALE,0.19047619047619047,0.8461538461538461
141,141,Miranda Granger,Hannah Goldy,-105.0,-115.0,8/3/2019,"Newark, New Jersey, USA", USA,Red,False,Women's Flyweight,FEMALE,0.5348837209302325,0.5121951219512195
142,142,Jon Jones,Dominick Reyes,-460.0,365.0,2/8/2020,"Houston, Texas, USA", USA,Red,True,Light Heavyweight,MALE,0.2150537634408602,0.8214285714285714
143,143,Valentina Shevchenko,Katlyn Chookagian,-920.0,610.0,2/8/2020,"Houston, Texas, USA", USA,Red,True,Women's Flyweight,FEMALE,0.14084507042253522,0.9019607843137255
144,144,Juan Adams,Justin Tafa,-240.0,200.0,2/8/2020,"Houston, Texas, USA", USA,Blue,False,Heavyweight,MALE,0.33333333333333326,0.7058823529411765
145,145,Mirsad Bektic,Dan Ige,-125.0,105.0,2/8/2020,"Houston, Texas, USA", USA,Blue,False,Featherweight,MALE,0.4878048780487805,0.5555555555555556
146,146,Derrick Lewis,Ilir Latifi,-225.0,185.0,2/8/2020,"Houston, Texas, USA", USA,Red,False,Heavyweight,MALE,0.3508771929824561,0.6923076923076923
147,147,Trevin Giles,James Krause,-170.0,130.0,2/8/2020,"Houston, Texas, USA", USA,Red,False,Middleweight,MALE,0.43478260869565216,0.6296296296296297
148,148,Alex Morono,Kalinn Williams,-345.0,285.0,2/8/2020,"Houston, Texas, USA", USA,Blue,False,Welterweight,MALE,0.2597402597402597,0.7752808988764045
149,149,Lauren Murphy,Andrea Lee,260.0,-320.0,2/8/2020,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,FEMALE,0.7619047619047619,0.2777777777777778
150,150,Miles Johns,Mario Bautista,-132.0,112.0,2/8/2020,"Houston, Texas, USA", USA,Blue,False,Bantamweight,MALE,0.4716981132075472,0.5689655172413793
151,151,Domingo Pilarte,Journey Newson,-125.0,105.0,2/8/2020,"Houston, Texas, USA", USA,Blue,False,Bantamweight,MALE,0.4878048780487805,0.5555555555555556
152,152,Andre Ewell,Jonathan Martinez,-133.0,113.0,2/8/2020,"Houston, Texas, USA", USA,Red,False,Bantamweight,MALE,0.4694835680751174,0.5708154506437768
153,153,Austin Lingo,Youssef Zalel,-210.0,175.0,2/8/2020,"Houston, Texas, USA", USA,Blue,False,Featherweight,MALE,0.36363636363636365,0.6774193548387096
